mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_line
72	72	429/2	429/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	1312										
72	72	859/4	859/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	1313										
72	72	215	215	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	1314										
72	72	861/4	861/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	1315										
72	72	431/2	431/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1316										
73	73	216	216	0.0		0	0	Tempo	6/8	1	1	0								𝅘𝅥𝅮=120	60.0	𝅘𝅥𝅮	120.0	1.0		
73	73	216	216	0.0		0	0	StaffText	6/8	1	1	0							<b>m.s.</b>							
73	73	433/2	433/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1317									145	
73	73	217	217	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1318									145	
73	73	435/2	435/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1319									145	
73	73	218	218	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1320									145	
73	73	437/2	437/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1321										
73	73	216	216	0.25		0	0	Chord	6/8	1	2	1/16		1/16	1	1322										
73	73	865/4	865/4	0.25		1/16	1/16	Chord	6/8	1	2	1/16		1/16	1	1323										
73	73	433/2	433/2	0.25		1/8	1/8	Chord	6/8	1	2	1/16		1/16	1	1324										
73	73	867/4	867/4	0.25		3/16	3/16	Chord	6/8	1	2	1/16		1/16	1	1325										
73	73	217	217	0.25		1/4	1/4	Chord	6/8	1	2	1/16		1/16	1	1326										
73	73	869/4	869/4	0.25		5/16	5/16	Chord	6/8	1	2	1/16		1/16	1	1327										
73	73	435/2	435/2	0.25		3/8	3/8	Chord	6/8	1	2	1/16		1/16	1	1328										
73	73	871/4	871/4	0.25		7/16	7/16	Chord	6/8	1	2	1/16		1/16	1	1329										
73	73	218	218	0.25		1/2	1/2	Chord	6/8	1	2	1/16		1/16	1	1330										
73	73	873/4	873/4	0.25		9/16	9/16	Chord	6/8	1	2	1/16		1/16	1	1331										
73	73	437/2	437/2	0.25		5/8	5/8	Chord	6/8	1	2	1/16		1/16	1	1332										
73	73	875/4	875/4	0.25		11/16	11/16	Chord	6/8	1	2	1/16		1/16	1	1333										
73	73	216	216	0.0		0	0	Dynamic	6/8	2	1	0					p									
73	73	216	216	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	1334										
74	74	439/2	439/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1335									146	
74	74	220	220	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1336									146	
74	74	441/2	441/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1337									146	
74	74	221	221	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1338									146	
74	74	443/2	443/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1339										
74	74	219	219	0.25		0	0	Chord	6/8	1	2	1/16		1/16	1	1340										
74	74	877/4	877/4	0.25		1/16	1/16	Chord	6/8	1	2	1/16		1/16	1	1341										
74	74	439/2	439/2	0.25		1/8	1/8	Chord	6/8	1	2	1/16		1/16	1	1342										
74	74	879/4	879/4	0.25		3/16	3/16	Chord	6/8	1	2	1/16		1/16	1	1343										
74	74	220	220	0.25		1/4	1/4	Chord	6/8	1	2	1/16		1/16	1	1344										
74	74	881/4	881/4	0.25		5/16	5/16	Chord	6/8	1	2	1/16		1/16	1	1345										
74	74	441/2	441/2	0.25		3/8	3/8	Chord	6/8	1	2	1/16		1/16	1	1346										
74	74	883/4	883/4	0.25		7/16	7/16	Chord	6/8	1	2	1/16		1/16	1	1347										
74	74	221	221	0.25		1/2	1/2	Chord	6/8	1	2	1/16		1/16	1	1348										
74	74	885/4	885/4	0.25		9/16	9/16	Chord	6/8	1	2	1/16		1/16	1	1349										
74	74	443/2	443/2	0.25		5/8	5/8	Chord	6/8	1	2	1/16		1/16	1	1350										
74	74	887/4	887/4	0.25		11/16	11/16	Chord	6/8	1	2	1/16		1/16	1	1351										
74	74	219	219	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	1352										
75	75	445/2	445/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1353										
75	75	224	224	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1354										
75	75	222	222	0.25		0	0	Chord	6/8	1	2	1/16		1/16	1	1355									147	
75	75	889/4	889/4	0.25		1/16	1/16	Chord	6/8	1	2	1/16		1/16	1	1356									147	
75	75	445/2	445/2	0.25		1/8	1/8	Chord	6/8	1	2	1/16		1/16	1	1357									147	
75	75	891/4	891/4	0.25		3/16	3/16	Chord	6/8	1	2	1/16		1/16	1	1358									147	
75	75	223	223	0.25		1/4	1/4	Chord	6/8	1	2	1/16		1/16	1	1359									147	
75	75	893/4	893/4	0.25		5/16	5/16	Chord	6/8	1	2	1/16		1/16	1	1360									147	
75	75	447/2	447/2	0.25		3/8	3/8	Chord	6/8	1	2	1/16		1/16	1	1361									147	
75	75	895/4	895/4	0.25		7/16	7/16	Chord	6/8	1	2	1/16		1/16	1	1362									147	
75	75	224	224	0.25		1/2	1/2	Chord	6/8	1	2	1/16		1/16	1	1363									147	
75	75	897/4	897/4	0.25		9/16	9/16	Chord	6/8	1	2	1/16		1/16	1	1364									147	
75	75	449/2	449/2	0.25		5/8	5/8	Chord	6/8	1	2	1/16		1/16	1	1365									147	
75	75	899/4	899/4	0.25		11/16	11/16	Chord	6/8	1	2	1/16		1/16	1	1366										
75	75	222	222	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	1367										
75	75	223	223	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1368										
75	75	447/2	447/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1369										
75	75	449/2	449/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1370										
76	76	225	225	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	1371									148	
76	76	451/2	451/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1372									148	
76	76	226	226	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1373									148	
76	76	453/2	453/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1374										
76	76	225	225	0.25		0	0	Chord	6/8	1	2	1/16		1/16	1	1375										
76	76	901/4	901/4	0.25		1/16	1/16	Chord	6/8	1	2	1/16		1/16	1	1376										
76	76	451/2	451/2	0.25		1/8	1/8	Chord	6/8	1	2	1/16		1/16	1	1377										
76	76	903/4	903/4	0.25		3/16	3/16	Chord	6/8	1	2	1/16		1/16	1	1378										
76	76	226	226	0.25		1/4	1/4	Chord	6/8	1	2	1/16		1/16	1	1379										
76	76	905/4	905/4	0.25		5/16	5/16	Chord	6/8	1	2	1/16		1/16	1	1380										
76	76	453/2	453/2	0.25		3/8	3/8	Chord	6/8	1	2	1/16		1/16	1	1381										
76	76	907/4	907/4	0.25		7/16	7/16	Chord	6/8	1	2	1/16		1/16	1	1382										
76	76	227	227	0.25		1/2	1/2	Chord	6/8	1	2	1/16		1/16	1	1383										
76	76	909/4	909/4	0.25		9/16	9/16	Chord	6/8	1	2	1/16		1/16	1	1384										
76	76	455/2	455/2	0.25		5/8	5/8	Chord	6/8	1	2	1/16		1/16	1	1385										
76	76	911/4	911/4	0.25		11/16	11/16	Chord	6/8	1	2	1/16		1/16	1	1386										
76	76	227	227	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1387										
76	76	455/2	455/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1388										
77	77	457/2	457/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1389									149	
77	77	229	229	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1390									149	
77	77	459/2	459/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1391									149	
77	77	230	230	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1392									149	
77	77	461/2	461/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1393										
77	77	228	228	0.25		0	0	Chord	6/8	1	2	1/16		1/16	1	1394										
77	77	913/4	913/4	0.25		1/16	1/16	Chord	6/8	1	2	1/16		1/16	1	1395										
77	77	457/2	457/2	0.25		1/8	1/8	Chord	6/8	1	2	1/16		1/16	1	1396										
77	77	915/4	915/4	0.25		3/16	3/16	Chord	6/8	1	2	1/16		1/16	1	1397										
77	77	229	229	0.25		1/4	1/4	Chord	6/8	1	2	1/16		1/16	1	1398										
77	77	917/4	917/4	0.25		5/16	5/16	Chord	6/8	1	2	1/16		1/16	1	1399										
77	77	459/2	459/2	0.25		3/8	3/8	Chord	6/8	1	2	1/16		1/16	1	1400										
77	77	919/4	919/4	0.25		7/16	7/16	Chord	6/8	1	2	1/16		1/16	1	1401										
77	77	230	230	0.25		1/2	1/2	Chord	6/8	1	2	1/16		1/16	1	1402										
77	77	921/4	921/4	0.25		9/16	9/16	Chord	6/8	1	2	1/16		1/16	1	1403										
77	77	461/2	461/2	0.25		5/8	5/8	Chord	6/8	1	2	1/16		1/16	1	1404										
77	77	923/4	923/4	0.25		11/16	11/16	Chord	6/8	1	2	1/16		1/16	1	1405										
77	77	228	228	0.0		0	0	Dynamic	6/8	2	1	0					f									
77	77	228	228	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	1406										
78	78	463/2	463/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1407									150	
78	78	232	232	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1408									150	
78	78	465/2	465/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1409									150	
78	78	233	233	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1410									150	
78	78	467/2	467/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1411										
78	78	231	231	0.25		0	0	Chord	6/8	1	2	1/16		1/16	1	1412										
78	78	925/4	925/4	0.25		1/16	1/16	Chord	6/8	1	2	1/16		1/16	1	1413										
78	78	463/2	463/2	0.25		1/8	1/8	Chord	6/8	1	2	1/16		1/16	1	1414										
78	78	927/4	927/4	0.25		3/16	3/16	Chord	6/8	1	2	1/16		1/16	1	1415										
78	78	232	232	0.25		1/4	1/4	Chord	6/8	1	2	1/16		1/16	1	1416										
78	78	929/4	929/4	0.25		5/16	5/16	Chord	6/8	1	2	1/16		1/16	1	1417										
78	78	465/2	465/2	0.25		3/8	3/8	Chord	6/8	1	2	1/16		1/16	1	1418										
78	78	931/4	931/4	0.25		7/16	7/16	Chord	6/8	1	2	1/16		1/16	1	1419										
78	78	233	233	0.25		1/2	1/2	Chord	6/8	1	2	1/16		1/16	1	1420										
78	78	933/4	933/4	0.25		9/16	9/16	Chord	6/8	1	2	1/16		1/16	1	1421										
78	78	467/2	467/2	0.25		5/8	5/8	Chord	6/8	1	2	1/16		1/16	1	1422										
78	78	935/4	935/4	0.25		11/16	11/16	Chord	6/8	1	2	1/16		1/16	1	1423										
78	78	231	231	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	1424										
79	79	469/2	469/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1425									151	
79	79	235	235	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1426										
79	79	471/2	471/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1427										
79	79	234	234	0.25		0	0	Chord	6/8	1	2	1/16		1/16	1	1428										
79	79	937/4	937/4	0.25		1/16	1/16	Chord	6/8	1	2	1/16		1/16	1	1429										
79	79	469/2	469/2	0.25		1/8	1/8	Chord	6/8	1	2	1/16		1/16	1	1430										
79	79	939/4	939/4	0.25		3/16	3/16	Chord	6/8	1	2	1/16		1/16	1	1431										
79	79	235	235	0.25		1/4	1/4	Chord	6/8	1	2	1/16		1/16	1	1432										
79	79	941/4	941/4	0.25		5/16	5/16	Chord	6/8	1	2	1/16		1/16	1	1433										
79	79	471/2	471/2	0.25		3/8	3/8	Chord	6/8	1	2	1/16		1/16	1	1434										
79	79	943/4	943/4	0.25		7/16	7/16	Chord	6/8	1	2	1/16		1/16	1	1435										
79	79	236	236	0.25		1/2	1/2	Chord	6/8	1	2	1/16		1/16	1	1436										
79	79	945/4	945/4	0.25		9/16	9/16	Chord	6/8	1	2	1/16		1/16	1	1437										
79	79	473/2	473/2	0.25		5/8	5/8	Chord	6/8	1	2	1/16		1/16	1	1438										
79	79	947/4	947/4	0.25		11/16	11/16	Chord	6/8	1	2	1/16		1/16	1	1439										
79	79	234	234	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	1440										
79	79	236	236	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1441										
79	79	473/2	473/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1442										
80	80	475/2	475/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1443									152	
80	80	238	238	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1444										
80	80	477/2	477/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1445										
80	80	237	237	0.25		0	0	Chord	6/8	1	2	1/16		1/16	1	1446										
80	80	949/4	949/4	0.25		1/16	1/16	Chord	6/8	1	2	1/16		1/16	1	1447										
80	80	475/2	475/2	0.25		1/8	1/8	Chord	6/8	1	2	1/16		1/16	1	1448										
80	80	951/4	951/4	0.25		3/16	3/16	Chord	6/8	1	2	1/16		1/16	1	1449										
80	80	238	238	0.25		1/4	1/4	Chord	6/8	1	2	1/16		1/16	1	1450										
80	80	953/4	953/4	0.25		5/16	5/16	Chord	6/8	1	2	1/16		1/16	1	1451										
80	80	477/2	477/2	0.25		3/8	3/8	Chord	6/8	1	2	1/16		1/16	1	1452										
80	80	955/4	955/4	0.25		7/16	7/16	Chord	6/8	1	2	1/16		1/16	1	1453										
80	80	239	239	0.25		1/2	1/2	Chord	6/8	1	2	1/16		1/16	1	1454										
80	80	957/4	957/4	0.25		9/16	9/16	Chord	6/8	1	2	1/16		1/16	1	1455										
80	80	479/2	479/2	0.5		5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	1456										
80	80	237	237	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	1457										
80	80	239	239	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1458										
80	80	479/2	479/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1459										
81	81	240	240	0.0		0	0	Dynamic	6/8	1	1	0					p									
81	81	240	240	0.75		0	0	Chord	6/8	1	1	3/16		1/8	3/2	1460									153	
81	81	963/4	963/4	0.125		3/16	3/16	Chord	6/8	1	1	1/32		1/32	1	1461									153	
81	81	1927/8	1927/8	0.125		7/32	7/32	Chord	6/8	1	1	1/32		1/32	1	1462									153	
81	81	241	241	0.125		1/4	1/4	Chord	6/8	1	1	1/32		1/32	1	1463									153	
81	81	1929/8	1929/8	0.125		9/32	9/32	Chord	6/8	1	1	1/32		1/32	1	1464									153	
81	81	965/4	965/4	0.125		5/16	5/16	Chord	6/8	1	1	1/32		1/32	1	1465									153	
81	81	1931/8	1931/8	0.125		11/32	11/32	Chord	6/8	1	1	1/32		1/32	1	1466										
81	81	483/2	483/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	1467									154	
81	81	967/4	967/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1468										
81	81	242	242	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1469		articStaccatoAbove								
81	81	240	240	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	1470									155	
81	81	961/4	961/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	1471									155	
81	81	481/2	481/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	1472									155	
81	81	963/4	963/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	1473									155	
81	81	241	241	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	1474									155	
81	81	965/4	965/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	1475									155	
81	81	483/2	483/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	1476									155	
81	81	967/4	967/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	1477									155	
81	81	242	242	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	1478									155	
81	81	969/4	969/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	1479									155	
81	81	485/2	485/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	1480									155	
81	81	971/4	971/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	1481										
82	82	243	243	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	1482									156	
82	82	973/4	973/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1483									156	
82	82	487/2	487/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1484									156	
82	82	975/4	975/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1485									156	
82	82	244	244	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1486									156	
82	82	977/4	977/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1487										
82	82	489/2	489/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	1488									157	
82	82	979/4	979/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1489										
82	82	245	245	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1490		articStaccatoAbove								
82	82	243	243	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	1491									158	
82	82	973/4	973/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	1492									158	
82	82	487/2	487/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	1493									158	
82	82	975/4	975/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	1494									158	
82	82	244	244	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	1495									158	
82	82	977/4	977/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	1496									158	
82	82	489/2	489/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	1497									158	
82	82	979/4	979/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	1498									158	
82	82	245	245	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	1499									158	
82	82	981/4	981/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	1500									158	
82	82	491/2	491/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	1501									158	
82	82	983/4	983/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	1502										
83	83	246	246	0.0		0	0	Dynamic	6/8	1	1	0					sfp									
83	83	246	246	0.75		0	0	Chord	6/8	1	1	3/16		1/8	3/2	1503									159	
83	83	987/4	987/4	0.125		3/16	3/16	Chord	6/8	1	1	1/32		1/32	1	1504									159	
83	83	1975/8	1975/8	0.125		7/32	7/32	Chord	6/8	1	1	1/32		1/32	1	1505									159	
83	83	247	247	0.125		1/4	1/4	Chord	6/8	1	1	1/32		1/32	1	1506									159	
83	83	1977/8	1977/8	0.125		9/32	9/32	Chord	6/8	1	1	1/32		1/32	1	1507									159	
83	83	989/4	989/4	0.125		5/16	5/16	Chord	6/8	1	1	1/32		1/32	1	1508									159	
83	83	1979/8	1979/8	0.125		11/32	11/32	Chord	6/8	1	1	1/32		1/32	1	1509										
83	83	495/2	495/2	0.0		3/8	3/8	Dynamic	6/8	1	1	0					sfp									
83	83	495/2	495/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	1510									160	
83	83	991/4	991/4	0.5		7/16	7/16	Chord	6/8	1	1	1/8		1/8	1	1511										
83	83	993/4	993/4	0.125		9/16	9/16	Chord	6/8	1	1	1/32		1/32	1	1512									161	
83	83	1987/8	1987/8	0.125		19/32	19/32	Chord	6/8	1	1	1/32		1/32	1	1513									161	
83	83	497/2	497/2	0.125		5/8	5/8	Chord	6/8	1	1	1/32		1/32	1	1514									161	
83	83	1989/8	1989/8	0.125		21/32	21/32	Chord	6/8	1	1	1/32		1/32	1	1515									161	
83	83	995/4	995/4	0.125		11/16	11/16	Chord	6/8	1	1	1/32		1/32	1	1516									161	
83	83	1991/8	1991/8	0.125		23/32	23/32	Chord	6/8	1	1	1/32		1/32	1	1517										
83	83	246	246	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	1518										
83	83	493/2	493/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1519										
83	83	495/2	495/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1520										
83	83	248	248	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1521										
84	84	249	249	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	1522										
84	84	499/2	499/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1523										
84	84	250	250	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1524										
84	84	501/2	501/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1525									162	
84	84	503/2	503/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1526										
84	84	501/2	501/2	1.5		3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	1527										
84	84	249	249	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	1528										
84	84	499/2	499/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1529										
84	84	250	250	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1530										
84	84	501/2	501/2	0.0		3/8	3/8	Dynamic	6/8	2	1	0					fp									
84	84	501/2	501/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	1531									163	
84	84	503/2	503/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1532										
84	84	501/2	501/2	1.5		3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	1533										
85	85	505/2	505/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1534									164	
85	85	253	253	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1535									164	
85	85	507/2	507/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1536									164	
85	85	254	254	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1537									164	
85	85	509/2	509/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1538										
85	85	252	252	0.25		0	0	Chord	6/8	1	2	1/16		1/16	1	1539										
85	85	1009/4	1009/4	0.25		1/16	1/16	Chord	6/8	1	2	1/16		1/16	1	1540										
85	85	505/2	505/2	0.25		1/8	1/8	Chord	6/8	1	2	1/16		1/16	1	1541										
85	85	1011/4	1011/4	0.25		3/16	3/16	Chord	6/8	1	2	1/16		1/16	1	1542										
85	85	253	253	0.25		1/4	1/4	Chord	6/8	1	2	1/16		1/16	1	1543										
85	85	1013/4	1013/4	0.25		5/16	5/16	Chord	6/8	1	2	1/16		1/16	1	1544										
85	85	507/2	507/2	0.25		3/8	3/8	Chord	6/8	1	2	1/16		1/16	1	1545										
85	85	1015/4	1015/4	0.25		7/16	7/16	Chord	6/8	1	2	1/16		1/16	1	1546										
85	85	254	254	0.25		1/2	1/2	Chord	6/8	1	2	1/16		1/16	1	1547										
85	85	1017/4	1017/4	0.25		9/16	9/16	Chord	6/8	1	2	1/16		1/16	1	1548										
85	85	509/2	509/2	0.25		5/8	5/8	Chord	6/8	1	2	1/16		1/16	1	1549										
85	85	1019/4	1019/4	0.25		11/16	11/16	Chord	6/8	1	2	1/16		1/16	1	1550										
85	85	252	252	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	1551										
86	86	511/2	511/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1552									165	
86	86	256	256	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1553									165	
86	86	513/2	513/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1554									165	
86	86	257	257	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1555									165	
86	86	515/2	515/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1556										
86	86	255	255	0.25		0	0	Chord	6/8	1	2	1/16		1/16	1	1557										
86	86	1021/4	1021/4	0.25		1/16	1/16	Chord	6/8	1	2	1/16		1/16	1	1558										
86	86	511/2	511/2	0.25		1/8	1/8	Chord	6/8	1	2	1/16		1/16	1	1559										
86	86	1023/4	1023/4	0.25		3/16	3/16	Chord	6/8	1	2	1/16		1/16	1	1560										
86	86	256	256	0.25		1/4	1/4	Chord	6/8	1	2	1/16		1/16	1	1561										
86	86	1025/4	1025/4	0.25		5/16	5/16	Chord	6/8	1	2	1/16		1/16	1	1562										
86	86	513/2	513/2	0.25		3/8	3/8	Chord	6/8	1	2	1/16		1/16	1	1563										
86	86	1027/4	1027/4	0.25		7/16	7/16	Chord	6/8	1	2	1/16		1/16	1	1564										
86	86	257	257	0.25		1/2	1/2	Chord	6/8	1	2	1/16		1/16	1	1565										
86	86	1029/4	1029/4	0.25		9/16	9/16	Chord	6/8	1	2	1/16		1/16	1	1566										
86	86	515/2	515/2	0.25		5/8	5/8	Chord	6/8	1	2	1/16		1/16	1	1567										
86	86	1031/4	1031/4	0.25		11/16	11/16	Chord	6/8	1	2	1/16		1/16	1	1568										
86	86	255	255	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	1569										
87	87	517/2	517/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1570									166	
87	87	259	259	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1571										
87	87	519/2	519/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1572										
87	87	258	258	0.25		0	0	Chord	6/8	1	2	1/16		1/16	1	1573										
87	87	1033/4	1033/4	0.25		1/16	1/16	Chord	6/8	1	2	1/16		1/16	1	1574										
87	87	517/2	517/2	0.25		1/8	1/8	Chord	6/8	1	2	1/16		1/16	1	1575										
87	87	1035/4	1035/4	0.25		3/16	3/16	Chord	6/8	1	2	1/16		1/16	1	1576										
87	87	259	259	0.25		1/4	1/4	Chord	6/8	1	2	1/16		1/16	1	1577										
87	87	1037/4	1037/4	0.25		5/16	5/16	Chord	6/8	1	2	1/16		1/16	1	1578										
87	87	519/2	519/2	0.25		3/8	3/8	Chord	6/8	1	2	1/16		1/16	1	1579										
87	87	1039/4	1039/4	0.25		7/16	7/16	Chord	6/8	1	2	1/16		1/16	1	1580										
87	87	260	260	0.25		1/2	1/2	Chord	6/8	1	2	1/16		1/16	1	1581										
87	87	1041/4	1041/4	0.25		9/16	9/16	Chord	6/8	1	2	1/16		1/16	1	1582										
87	87	521/2	521/2	0.25		5/8	5/8	Chord	6/8	1	2	1/16		1/16	1	1583										
87	87	1043/4	1043/4	0.25		11/16	11/16	Chord	6/8	1	2	1/16		1/16	1	1584										
87	87	258	258	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	1585										
