mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_line
87	87	260	260	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1586										
87	87	521/2	521/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1587										
88	88	523/2	523/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1588									167	
88	88	262	262	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1589										
88	88	525/2	525/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1590									168	
88	88	263	263	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1591										
88	88	527/2	527/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1592										
88	88	525/2	525/2	1.0		3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	1593										
88	88	527/2	527/2	0.5		5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	1594										
88	88	261	261	0.25		0	0	Chord	6/8	1	3	1/16		1/16	1	1595										
88	88	1045/4	1045/4	0.25		1/16	1/16	Chord	6/8	1	3	1/16		1/16	1	1596										
88	88	523/2	523/2	0.25		1/8	1/8	Chord	6/8	1	3	1/16		1/16	1	1597										
88	88	1047/4	1047/4	0.25		3/16	3/16	Chord	6/8	1	3	1/16		1/16	1	1598										
88	88	262	262	0.25		1/4	1/4	Chord	6/8	1	3	1/16		1/16	1	1599										
88	88	1049/4	1049/4	0.25		5/16	5/16	Chord	6/8	1	3	1/16		1/16	1	1600										
88	88	525/2	525/2	0.25		3/8	3/8	Chord	6/8	1	3	1/16		1/16	1	1601										
88	88	1051/4	1051/4	0.25		7/16	7/16	Chord	6/8	1	3	1/16		1/16	1	1602										
88	88	263	263	0.25		1/2	1/2	Chord	6/8	1	3	1/16		1/16	1	1603										
88	88	1053/4	1053/4	0.25		9/16	9/16	Chord	6/8	1	3	1/16		1/16	1	1604										
88	88	527/2	527/2	0.25		5/8	5/8	Chord	6/8	1	3	1/16		1/16	1	1605										
88	88	1055/4	1055/4	0.25		11/16	11/16	Chord	6/8	1	3	1/16		1/16	1	1606										
88	88	261	261	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	1607										
89	89	529/2	529/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1608									169	
89	89	265	265	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1609										
89	89	531/2	531/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1610										
89	89	264	264	0.0		0	0	Dynamic	6/8	1	3	0					f									
89	89	264	264	0.25		0	0	Chord	6/8	1	3	1/16		1/16	1	1611										
89	89	1057/4	1057/4	0.25		1/16	1/16	Chord	6/8	1	3	1/16		1/16	1	1612										
89	89	529/2	529/2	0.25		1/8	1/8	Chord	6/8	1	3	1/16		1/16	1	1613										
89	89	1059/4	1059/4	0.25		3/16	3/16	Chord	6/8	1	3	1/16		1/16	1	1614										
89	89	265	265	0.25		1/4	1/4	Chord	6/8	1	3	1/16		1/16	1	1615										
89	89	1061/4	1061/4	0.25		5/16	5/16	Chord	6/8	1	3	1/16		1/16	1	1616										
89	89	531/2	531/2	0.25		3/8	3/8	Chord	6/8	1	3	1/16		1/16	1	1617										
89	89	1063/4	1063/4	0.25		7/16	7/16	Chord	6/8	1	3	1/16		1/16	1	1618										
89	89	266	266	0.25		1/2	1/2	Chord	6/8	1	3	1/16		1/16	1	1619										
89	89	1065/4	1065/4	0.25		9/16	9/16	Chord	6/8	1	3	1/16		1/16	1	1620										
89	89	533/2	533/2	0.25		5/8	5/8	Chord	6/8	1	3	1/16		1/16	1	1621										
89	89	1067/4	1067/4	0.25		11/16	11/16	Chord	6/8	1	3	1/16		1/16	1	1622										
89	89	264	264	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	1623										
89	89	266	266	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1624										
89	89	533/2	533/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1625										
90	90	535/2	535/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1626									170	
90	90	268	268	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1627										
90	90	537/2	537/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1628										
90	90	267	267	0.25		0	0	Chord	6/8	1	3	1/16		1/16	1	1629										
90	90	1069/4	1069/4	0.25		1/16	1/16	Chord	6/8	1	3	1/16		1/16	1	1630										
90	90	535/2	535/2	0.25		1/8	1/8	Chord	6/8	1	3	1/16		1/16	1	1631										
90	90	1071/4	1071/4	0.25		3/16	3/16	Chord	6/8	1	3	1/16		1/16	1	1632										
90	90	268	268	0.25		1/4	1/4	Chord	6/8	1	3	1/16		1/16	1	1633										
90	90	1073/4	1073/4	0.25		5/16	5/16	Chord	6/8	1	3	1/16		1/16	1	1634										
90	90	537/2	537/2	0.25		3/8	3/8	Chord	6/8	1	3	1/16		1/16	1	1635										
90	90	1075/4	1075/4	0.25		7/16	7/16	Chord	6/8	1	3	1/16		1/16	1	1636										
90	90	269	269	0.25		1/2	1/2	Chord	6/8	1	3	1/16		1/16	1	1637										
90	90	1077/4	1077/4	0.25		9/16	9/16	Chord	6/8	1	3	1/16		1/16	1	1638										
90	90	539/2	539/2	0.5		5/8	5/8	Chord	6/8	1	3	1/8		1/8	1	1639										
90	90	267	267	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	1640										
90	90	269	269	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1641										
90	90	539/2	539/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1642										
91	91	270	270	0.0		0	0	Tempo	6/8	1	1	0								Adagio𝅘𝅥𝅮=60	30.0	Adagio𝅘𝅥𝅮	60.0	1.0		
91	91	270	270	0.0		0	0	Dynamic	6/8	1	1	0					p									
91	91	270	270	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	1643										
91	91	541/2	541/2	0.75		1/8	1/8	Chord	6/8	1	1	3/16		1/8	3/2	1644									171	
91	91	1085/4	1085/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1645										
91	91	543/2	543/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	1646									172	
91	91	1087/4	1087/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1647										
91	91	1089/4	1089/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1648										
91	91	545/2	545/2	0.125		5/8	5/8	Chord	6/8	1	1	1/32		1/32	1	1649									173	
91	91	2181/8	2181/8	0.125		21/32	21/32	Chord	6/8	1	1	1/32		1/32	1	1650									173	
91	91	1091/4	1091/4	0.125		11/16	11/16	Chord	6/8	1	1	1/32		1/32	1	1651									173	
91	91	2183/8	2183/8	0.125		23/32	23/32	Chord	6/8	1	1	1/32		1/32	1	1652										
91	91	270	270	0.125		0	0	Chord	6/8	2	1	1/32		1/32	1	1653									174	
91	91	2161/8	2161/8	0.125		1/32	1/32	Chord	6/8	2	1	1/32		1/32	1	1654									174	
91	91	1081/4	1081/4	0.125		1/16	1/16	Chord	6/8	2	1	1/32		1/32	1	1655									174	
91	91	2163/8	2163/8	0.125		3/32	3/32	Chord	6/8	2	1	1/32		1/32	1	1656									174	
91	91	541/2	541/2	0.125		1/8	1/8	Chord	6/8	2	1	1/32		1/32	1	1657									174	
91	91	2165/8	2165/8	0.125		5/32	5/32	Chord	6/8	2	1	1/32		1/32	1	1658									174	
91	91	1083/4	1083/4	0.125		3/16	3/16	Chord	6/8	2	1	1/32		1/32	1	1659									174	
91	91	2167/8	2167/8	0.125		7/32	7/32	Chord	6/8	2	1	1/32		1/32	1	1660									174	
91	91	271	271	0.125		1/4	1/4	Chord	6/8	2	1	1/32		1/32	1	1661									174	
91	91	2169/8	2169/8	0.125		9/32	9/32	Chord	6/8	2	1	1/32		1/32	1	1662									174	
91	91	1085/4	1085/4	0.125		5/16	5/16	Chord	6/8	2	1	1/32		1/32	1	1663									174	
91	91	2171/8	2171/8	0.125		11/32	11/32	Chord	6/8	2	1	1/32		1/32	1	1664										
91	91	543/2	543/2	0.125		3/8	3/8	Chord	6/8	2	1	1/32		1/32	1	1665									175	
91	91	2173/8	2173/8	0.125		13/32	13/32	Chord	6/8	2	1	1/32		1/32	1	1666									175	
91	91	1087/4	1087/4	0.125		7/16	7/16	Chord	6/8	2	1	1/32		1/32	1	1667									175	
91	91	2175/8	2175/8	0.125		15/32	15/32	Chord	6/8	2	1	1/32		1/32	1	1668									175	
91	91	272	272	0.125		1/2	1/2	Chord	6/8	2	1	1/32		1/32	1	1669									175	
91	91	2177/8	2177/8	0.125		17/32	17/32	Chord	6/8	2	1	1/32		1/32	1	1670									175	
91	91	1089/4	1089/4	0.125		9/16	9/16	Chord	6/8	2	1	1/32		1/32	1	1671									175	
91	91	2179/8	2179/8	0.125		19/32	19/32	Chord	6/8	2	1	1/32		1/32	1	1672									175	
91	91	545/2	545/2	0.125		5/8	5/8	Chord	6/8	2	1	1/32		1/32	1	1673									175	
91	91	2181/8	2181/8	0.125		21/32	21/32	Chord	6/8	2	1	1/32		1/32	1	1674									175	
91	91	1091/4	1091/4	0.125		11/16	11/16	Chord	6/8	2	1	1/32		1/32	1	1675									175	
91	91	2183/8	2183/8	0.125		23/32	23/32	Chord	6/8	2	1	1/32		1/32	1	1676										
92	92	273	273	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	1677									176	
92	92	1093/4	1093/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1678										
92	92	547/2	547/2	0.75		1/8	1/8	Chord	6/8	1	1	3/16		1/8	3/2	1679									177	
92	92	1097/4	1097/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1680										
92	92	549/2	549/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1681									178	
92	92	275	275	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1682										
92	92	2203/8	2203/8	0.125		19/32	19/32	Chord	6/8	1	1	1/32		1/32	1	1683										
92	92	551/2	551/2	0.125		5/8	5/8	Chord	6/8	1	1	1/32		1/32	1	1684									179	
92	92	2205/8	2205/8	0.125		21/32	21/32	Chord	6/8	1	1	1/32		1/32	1	1685									179	
92	92	1103/4	1103/4	0.125		11/16	11/16	Chord	6/8	1	1	1/32		1/32	1	1686									179	
92	92	2207/8	2207/8	0.125		23/32	23/32	Chord	6/8	1	1	1/32		1/32	1	1687										
92	92	273	273	0.125		0	0	Chord	6/8	2	1	1/32		1/32	1	1688									180	
92	92	2185/8	2185/8	0.125		1/32	1/32	Chord	6/8	2	1	1/32		1/32	1	1689									180	
92	92	1093/4	1093/4	0.125		1/16	1/16	Chord	6/8	2	1	1/32		1/32	1	1690									180	
92	92	2187/8	2187/8	0.125		3/32	3/32	Chord	6/8	2	1	1/32		1/32	1	1691									180	
92	92	547/2	547/2	0.125		1/8	1/8	Chord	6/8	2	1	1/32		1/32	1	1692									180	
92	92	2189/8	2189/8	0.125		5/32	5/32	Chord	6/8	2	1	1/32		1/32	1	1693									180	
92	92	1095/4	1095/4	0.125		3/16	3/16	Chord	6/8	2	1	1/32		1/32	1	1694									180	
92	92	2191/8	2191/8	0.125		7/32	7/32	Chord	6/8	2	1	1/32		1/32	1	1695									180	
92	92	274	274	0.125		1/4	1/4	Chord	6/8	2	1	1/32		1/32	1	1696									180	
92	92	2193/8	2193/8	0.125		9/32	9/32	Chord	6/8	2	1	1/32		1/32	1	1697									180	
92	92	1097/4	1097/4	0.125		5/16	5/16	Chord	6/8	2	1	1/32		1/32	1	1698									180	
92	92	2195/8	2195/8	0.125		11/32	11/32	Chord	6/8	2	1	1/32		1/32	1	1699										
92	92	549/2	549/2	0.125		3/8	3/8	Chord	6/8	2	1	1/32		1/32	1	1700									181	
92	92	2197/8	2197/8	0.125		13/32	13/32	Chord	6/8	2	1	1/32		1/32	1	1701									181	
92	92	1099/4	1099/4	0.125		7/16	7/16	Chord	6/8	2	1	1/32		1/32	1	1702									181	
92	92	2199/8	2199/8	0.125		15/32	15/32	Chord	6/8	2	1	1/32		1/32	1	1703									181	
92	92	275	275	0.125		1/2	1/2	Chord	6/8	2	1	1/32		1/32	1	1704									181	
92	92	2201/8	2201/8	0.125		17/32	17/32	Chord	6/8	2	1	1/32		1/32	1	1705									181	
92	92	1101/4	1101/4	0.125		9/16	9/16	Chord	6/8	2	1	1/32		1/32	1	1706									181	
92	92	2203/8	2203/8	0.125		19/32	19/32	Chord	6/8	2	1	1/32		1/32	1	1707									181	
92	92	551/2	551/2	0.125		5/8	5/8	Chord	6/8	2	1	1/32		1/32	1	1708									181	
92	92	2205/8	2205/8	0.125		21/32	21/32	Chord	6/8	2	1	1/32		1/32	1	1709									181	
92	92	1103/4	1103/4	0.125		11/16	11/16	Chord	6/8	2	1	1/32		1/32	1	1710									181	
92	92	2207/8	2207/8	0.125		23/32	23/32	Chord	6/8	2	1	1/32		1/32	1	1711										
93	93	276	276	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	1712									182	
93	93	1105/4	1105/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1713										
93	93	2213/8	2213/8	0.125		5/32	5/32	Chord	6/8	1	1	1/32		1/32	1	1714									183	
93	93	1107/4	1107/4	0.125		3/16	3/16	Chord	6/8	1	1	1/32		1/32	1	1715									183	
93	93	2215/8	2215/8	0.125		7/32	7/32	Chord	6/8	1	1	1/32		1/32	1	1716									183	
93	93	277	277	0.125		1/4	1/4	Chord	6/8	1	1	1/32		1/32	1	1717									183	
93	93	2217/8	2217/8	0.125		9/32	9/32	Chord	6/8	1	1	1/32		1/32	1	1718									183	
93	93	1109/4	1109/4	0.125		5/16	5/16	Chord	6/8	1	1	1/32		1/32	1	1719									183	
93	93	2219/8	2219/8	0.125		11/32	11/32	Chord	6/8	1	1	1/32		1/32	1	1720										
93	93	555/2	555/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	1721									184	
93	93	1111/4	1111/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1722										
93	93	2225/8	2225/8	0.125		17/32	17/32	Chord	6/8	1	1	1/32		1/32	1	1723									185	
93	93	1113/4	1113/4	0.125		9/16	9/16	Chord	6/8	1	1	1/32		1/32	1	1724									185	
93	93	2227/8	2227/8	0.125		19/32	19/32	Chord	6/8	1	1	1/32		1/32	1	1725									185	
93	93	557/2	557/2	0.125		5/8	5/8	Chord	6/8	1	1	1/32		1/32	1	1726									185	
93	93	2229/8	2229/8	0.125		21/32	21/32	Chord	6/8	1	1	1/32		1/32	1	1727									185	
93	93	1115/4	1115/4	0.125		11/16	11/16	Chord	6/8	1	1	1/32		1/32	1	1728									185	
93	93	2231/8	2231/8	0.125		23/32	23/32	Chord	6/8	1	1	1/32		1/32	1	1729										
93	93	276	276	0.125		0	0	Chord	6/8	2	1	1/32		1/32	1	1730									186	
93	93	2209/8	2209/8	0.125		1/32	1/32	Chord	6/8	2	1	1/32		1/32	1	1731									186	
93	93	1105/4	1105/4	0.125		1/16	1/16	Chord	6/8	2	1	1/32		1/32	1	1732									186	
93	93	2211/8	2211/8	0.125		3/32	3/32	Chord	6/8	2	1	1/32		1/32	1	1733										
93	93	553/2	553/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1734										
93	93	555/2	555/2	0.125		3/8	3/8	Chord	6/8	2	1	1/32		1/32	1	1735									187	
93	93	2221/8	2221/8	0.125		13/32	13/32	Chord	6/8	2	1	1/32		1/32	1	1736									187	
93	93	1111/4	1111/4	0.125		7/16	7/16	Chord	6/8	2	1	1/32		1/32	1	1737									187	
93	93	2223/8	2223/8	0.125		15/32	15/32	Chord	6/8	2	1	1/32		1/32	1	1738										
93	93	278	278	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1739										
94	94	279	279	0.125		0	0	Chord	6/8	1	1	1/32		1/32	1	1740									188	
94	94	2233/8	2233/8	0.125		1/32	1/32	Chord	6/8	1	1	1/32		1/32	1	1741									188	
94	94	1117/4	1117/4	0.125		1/16	1/16	Chord	6/8	1	1	1/32		1/32	1	1742									188	
94	94	2235/8	2235/8	0.125		3/32	3/32	Chord	6/8	1	1	1/32		1/32	1	1743									188	
94	94	559/2	559/2	0.125		1/8	1/8	Chord	6/8	1	1	1/32		1/32	1	1744									188	
94	94	2237/8	2237/8	0.125		5/32	5/32	Chord	6/8	1	1	1/32		1/32	1	1745									188	
94	94	1119/4	1119/4	0.125		3/16	3/16	Chord	6/8	1	1	1/32		1/32	1	1746									188	
94	94	2239/8	2239/8	0.125		7/32	7/32	Chord	6/8	1	1	1/32		1/32	1	1747									188	
94	94	280	280	0.125		1/4	1/4	Chord	6/8	1	1	1/32		1/32	1	1748									188	
94	94	2241/8	2241/8	0.125		9/32	9/32	Chord	6/8	1	1	1/32		1/32	1	1749									188	
94	94	1121/4	1121/4	0.125		5/16	5/16	Chord	6/8	1	1	1/32		1/32	1	1750									188	
94	94	2243/8	2243/8	0.125		11/32	11/32	Chord	6/8	1	1	1/32		1/32	1	1751										
94	94	561/2	561/2	0.125		3/8	3/8	Chord	6/8	1	1	1/32		1/32	1	1752									189	
94	94	2245/8	2245/8	0.125		13/32	13/32	Chord	6/8	1	1	1/32		1/32	1	1753									189	
94	94	1123/4	1123/4	0.125		7/16	7/16	Chord	6/8	1	1	1/32		1/32	1	1754									189	
94	94	2247/8	2247/8	0.125		15/32	15/32	Chord	6/8	1	1	1/32		1/32	1	1755									189	
94	94	281	281	0.125		1/2	1/2	Chord	6/8	1	1	1/32		1/32	1	1756									189	
94	94	2249/8	2249/8	0.125		17/32	17/32	Chord	6/8	1	1	1/32		1/32	1	1757									189	
94	94	1125/4	1125/4	0.125		9/16	9/16	Chord	6/8	1	1	1/32		1/32	1	1758									189	
94	94	2251/8	2251/8	0.125		19/32	19/32	Chord	6/8	1	1	1/32		1/32	1	1759									189	
94	94	563/2	563/2	0.125		5/8	5/8	Chord	6/8	1	1	1/32		1/32	1	1760									189	
94	94	2253/8	2253/8	0.125		21/32	21/32	Chord	6/8	1	1	1/32		1/32	1	1761									189	
94	94	1127/4	1127/4	0.125		11/16	11/16	Chord	6/8	1	1	1/32		1/32	1	1762									189	
94	94	2255/8	2255/8	0.125		23/32	23/32	Chord	6/8	1	1	1/32		1/32	1	1763										
94	94	279	279	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	1764										
94	94	559/2	559/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1765										
94	94	280	280	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1766										
94	94	561/2	561/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1767										
95	95	282	282	0.0		0	0	Dynamic	6/8	1	1	0					f									
95	95	282	282	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	1768										
95	95	1129/4	1129/4	0.5		1/16	1/16	Chord	6/8	1	1	1/8		1/8	1	1769										
95	95	1131/4	1131/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1770									190	
95	95	283	283	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1771									190	
95	95	1133/4	1133/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1772									190	
95	95	567/2	567/2	0.125		3/8	3/8	Chord	6/8	1	1	1/32		1/32	1	1773										
95	95	2269/8	2269/8	0.125		13/32	13/32	Chord	6/8	1	1	1/32		1/32	1	1774										
95	95	1135/4	1135/4	0.125		7/16	7/16	Chord	6/8	1	1	1/32		1/32	1	1775										
95	95	2271/8	2271/8	0.125		15/32	15/32	Chord	6/8	1	1	1/32		1/32	1	1776										
95	95	284	284	0.125		1/2	1/2	Chord	6/8	1	1	1/32		1/32	1	1777										
95	95	2273/8	2273/8	0.125		17/32	17/32	Chord	6/8	1	1	1/32		1/32	1	1778										
95	95	1137/4	1137/4	0.125		9/16	9/16	Chord	6/8	1	1	1/32		1/32	1	1779										
95	95	2275/8	2275/8	0.125		19/32	19/32	Chord	6/8	1	1	1/32		1/32	1	1780										
95	95	569/2	569/2	0.125		5/8	5/8	Chord	6/8	1	1	1/32		1/32	1	1781									191	
95	95	2277/8	2277/8	0.125		21/32	21/32	Chord	6/8	1	1	1/32		1/32	1	1782									191	
95	95	1139/4	1139/4	0.125		11/16	11/16	Chord	6/8	1	1	1/32		1/32	1	1783										
95	95	282	282	0.125		0	0	Chord	6/8	2	1	1/32		1/32	1	1784										
95	95	2257/8	2257/8	0.125		1/32	1/32	Chord	6/8	2	1	1/32		1/32	1	1785										
95	95	1129/4	1129/4	0.125		1/16	1/16	Chord	6/8	2	1	1/32		1/32	1	1786										
95	95	2259/8	2259/8	0.125		3/32	3/32	Chord	6/8	2	1	1/32		1/32	1	1787										
95	95	565/2	565/2	0.125		1/8	1/8	Chord	6/8	2	1	1/32		1/32	1	1788										
95	95	2261/8	2261/8	0.125		5/32	5/32	Chord	6/8	2	1	1/32		1/32	1	1789										
95	95	1131/4	1131/4	0.0		3/16	3/16	Dynamic	6/8	2	1	0					p									
95	95	1131/4	1131/4	0.125		3/16	3/16	Chord	6/8	2	1	1/32		1/32	1	1790										
95	95	2263/8	2263/8	0.125		7/32	7/32	Chord	6/8	2	1	1/32		1/32	1	1791										
95	95	283	283	0.125		1/4	1/4	Chord	6/8	2	1	1/32		1/32	1	1792										
95	95	2265/8	2265/8	0.125		9/32	9/32	Chord	6/8	2	1	1/32		1/32	1	1793										
95	95	1133/4	1133/4	0.125		5/16	5/16	Chord	6/8	2	1	1/32		1/32	1	1794										
95	95	2267/8	2267/8	0.125		11/32	11/32	Chord	6/8	2	1	1/32		1/32	1	1795										
95	95	567/2	567/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1796										
96	96	285	285	0.0		0	0	Dynamic	6/8	1	1	0					f									
96	96	285	285	0.125		0	0	Chord	6/8	1	1	1/32		1/32	1	1797									192	
96	96	2281/8	2281/8	0.125		1/32	1/32	Chord	6/8	1	1	1/32		1/32	1	1798										
96	96	1141/4	1141/4	0.5		1/16	1/16	Chord	6/8	1	1	1/8		1/8	1	1799										
96	96	1143/4	1143/4	0.0		3/16	3/16	Dynamic	6/8	1	1	0					p									
96	96	1143/4	1143/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1800									193	
96	96	286	286	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1801									193	
96	96	1145/4	1145/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1802									193	
96	96	573/2	573/2	0.125		3/8	3/8	Chord	6/8	1	1	1/32		1/32	1	1803										
96	96	2293/8	2293/8	0.125		13/32	13/32	Chord	6/8	1	1	1/32		1/32	1	1804										
96	96	1147/4	1147/4	0.125		7/16	7/16	Chord	6/8	1	1	1/32		1/32	1	1805										
96	96	2295/8	2295/8	0.125		15/32	15/32	Chord	6/8	1	1	1/32		1/32	1	1806										
96	96	287	287	0.125		1/2	1/2	Chord	6/8	1	1	1/32		1/32	1	1807										
96	96	2297/8	2297/8	0.125		17/32	17/32	Chord	6/8	1	1	1/32		1/32	1	1808										
96	96	1149/4	1149/4	0.125		9/16	9/16	Chord	6/8	1	1	1/32		1/32	1	1809										
96	96	2299/8	2299/8	0.125		19/32	19/32	Chord	6/8	1	1	1/32		1/32	1	1810										
96	96	575/2	575/2	0.125		5/8	5/8	Chord	6/8	1	1	1/32		1/32	1	1811									194	
96	96	2301/8	2301/8	0.125		21/32	21/32	Chord	6/8	1	1	1/32		1/32	1	1812									194	
96	96	1151/4	1151/4	0.125		11/16	11/16	Chord	6/8	1	1	1/32		1/32	1	1813										
96	96	285	285	0.125		0	0	Chord	6/8	2	1	1/32		1/32	1	1814									195	
96	96	2281/8	2281/8	0.125		1/32	1/32	Chord	6/8	2	1	1/32		1/32	1	1815										
96	96	1141/4	1141/4	0.125		1/16	1/16	Chord	6/8	2	1	1/32		1/32	1	1816										
96	96	2283/8	2283/8	0.125		3/32	3/32	Chord	6/8	2	1	1/32		1/32	1	1817										
96	96	571/2	571/2	0.125		1/8	1/8	Chord	6/8	2	1	1/32		1/32	1	1818										
96	96	2285/8	2285/8	0.125		5/32	5/32	Chord	6/8	2	1	1/32		1/32	1	1819										
96	96	1143/4	1143/4	0.125		3/16	3/16	Chord	6/8	2	1	1/32		1/32	1	1820										
96	96	2287/8	2287/8	0.125		7/32	7/32	Chord	6/8	2	1	1/32		1/32	1	1821										
96	96	286	286	0.125		1/4	1/4	Chord	6/8	2	1	1/32		1/32	1	1822										
96	96	2289/8	2289/8	0.125		9/32	9/32	Chord	6/8	2	1	1/32		1/32	1	1823										
96	96	1145/4	1145/4	0.125		5/16	5/16	Chord	6/8	2	1	1/32		1/32	1	1824										
96	96	2291/8	2291/8	0.125		11/32	11/32	Chord	6/8	2	1	1/32		1/32	1	1825										
96	96	573/2	573/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1826										
97	97	288	288	0.125		0	0	Chord	6/8	1	1	1/32		1/32	1	1827									196	
97	97	2305/8	2305/8	0.125		1/32	1/32	Chord	6/8	1	1	1/32		1/32	1	1828										
97	97	1153/4	1153/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1829										
97	97	577/2	577/2	0.125		1/8	1/8	Chord	6/8	1	1	1/32		1/32	1	1830										
97	97	2309/8	2309/8	0.125		5/32	5/32	Chord	6/8	1	1	1/32		1/32	1	1831									197	
97	97	1155/4	1155/4	0.125		3/16	3/16	Chord	6/8	1	1	1/32		1/32	1	1832									197	
97	97	2311/8	2311/8	0.125		7/32	7/32	Chord	6/8	1	1	1/32		1/32	1	1833									197	
97	97	289	289	0.125		1/4	1/4	Chord	6/8	1	1	1/32		1/32	1	1834									197	
97	97	2313/8	2313/8	0.125		9/32	9/32	Chord	6/8	1	1	1/32		1/32	1	1835									197	
97	97	1157/4	1157/4	0.125		5/16	5/16	Chord	6/8	1	1	1/32		1/32	1	1836									197	
97	97	2315/8	2315/8	0.125		11/32	11/32	Chord	6/8	1	1	1/32		1/32	1	1837										
97	97	579/2	579/2	0.125		3/8	3/8	Chord	6/8	1	1	1/32		1/32	1	1838									198	
97	97	2317/8	2317/8	0.125		13/32	13/32	Chord	6/8	1	1	1/32		1/32	1	1839										
97	97	1159/4	1159/4	0.125		7/16	7/16	Chord	6/8	1	1	1/32		1/32	1	1840										
97	97	2319/8	2319/8	0.125		15/32	15/32	Chord	6/8	1	1	1/32		1/32	1	1841										
97	97	290	290	0.125		1/2	1/2	Chord	6/8	1	1	1/32		1/32	1	1842										
97	97	2321/8	2321/8	0.125		17/32	17/32	Chord	6/8	1	1	1/32		1/32	1	1843										
97	97	1161/4	1161/4	0.125		9/16	9/16	Chord	6/8	1	1	1/32		1/32	1	1844										
97	97	2323/8	2323/8	0.125		19/32	19/32	Chord	6/8	1	1	1/32		1/32	1	1845										
97	97	581/2	581/2	0.125		5/8	5/8	Chord	6/8	1	1	1/32		1/32	1	1846									199	
97	97	2325/8	2325/8	0.125		21/32	21/32	Chord	6/8	1	1	1/32		1/32	1	1847									199	
97	97	1163/4	1163/4	0.125		11/16	11/16	Chord	6/8	1	1	1/32		1/32	1	1848									199	
97	97	2327/8	2327/8	0.125		23/32	23/32	Chord	6/8	1	1	1/32		1/32	1	1849										
97	97	577/2	577/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1850										
