mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill
64	62	373/2	373/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1275									
64	62	747/4	747/4	0.0	11/16	11/16	Chord	3/4	1	1	0	grace32	1/32	1	1276									
64	62	747/4	747/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1277									
64	62	184	184	0.0	0	0	Dynamic	3/4	2	1	0					f								
64	62	184	184	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	1278								100	
64	62	737/4	737/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	1279								100	
64	62	369/2	369/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	1280								100	
64	62	739/4	739/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1281								100	
64	62	185	185	0.0	1/4	1/4	Dynamic	3/4	2	1	0					p							100	
64	62	185	185	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	1282								100	
64	62	741/4	741/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	1283								100	
64	62	371/2	371/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	1284								100	
64	62	743/4	743/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1285								100	
64	62	186	186	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1286								100	
64	62	745/4	745/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	1287								100	
64	62	373/2	373/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1288								100	
64	62	747/4	747/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1289									
65	63	187	187	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1290								101	
65	63	375/2	375/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1291									
65	63	1505/8	1505/8	0.0	9/32	9/32	Dynamic	3/4	1	1	0					f								
65	63	1505/8	1505/8	0.125	9/32	9/32	Chord	3/4	1	1	1/32		1/32	1	1292		articStaccatoBelow							
65	63	753/4	753/4	0.125	5/16	5/16	Chord	3/4	1	1	1/32		1/32	1	1293		articStaccatoBelow							
65	63	1507/8	1507/8	0.125	11/32	11/32	Chord	3/4	1	1	1/32		1/32	1	1294		articStaccatoBelow							
65	63	377/2	377/2	0.125	3/8	3/8	Chord	3/4	1	1	1/32		1/32	1	1295		articStaccatoBelow							
65	63	1509/8	1509/8	0.125	13/32	13/32	Chord	3/4	1	1	1/32		1/32	1	1296		articStaccatoBelow							
65	63	755/4	755/4	0.125	7/16	7/16	Chord	3/4	1	1	1/32		1/32	1	1297		articStaccatoBelow							
65	63	1511/8	1511/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32		1/32	1	1298		articStaccatoBelow							
65	63	189	189	0.125	1/2	1/2	Chord	3/4	1	1	1/32		1/32	1	1299								102	
65	63	1513/8	1513/8	0.125	17/32	17/32	Chord	3/4	1	1	1/32		1/32	1	1300								102	
65	63	757/4	757/4	0.125	9/16	9/16	Chord	3/4	1	1	1/32		1/32	1	1301								102	
65	63	1515/8	1515/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32		1/32	1	1302								102	
65	63	379/2	379/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1303									
65	63	759/4	759/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1304		articStaccatoAbove							
65	63	187	187	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	1305								103	
65	63	749/4	749/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	1306								103	
65	63	375/2	375/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	1307								103	
65	63	751/4	751/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1308								103	
65	63	188	188	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	1309								103	
65	63	753/4	753/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	1310								103	
65	63	377/2	377/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	1311								103	
65	63	755/4	755/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1312								103	
65	63	189	189	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1313								103	
65	63	757/4	757/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	1314								103	
65	63	379/2	379/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1315								103	
65	63	759/4	759/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1316									
66	64	190	190	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1317								104	
66	64	381/2	381/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1318									
66	64	765/4	765/4	0.0	5/16	5/16	Dynamic	3/4	1	1	0					p								
66	64	765/4	765/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	1319		articStaccatoAbove						105	
66	64	383/2	383/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	1320		articStaccatoAbove						105	
66	64	767/4	767/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1321		articStaccatoAbove						105	
66	64	192	192	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	1322		articStaccatoAbove						105	
66	64	769/4	769/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1323		articStaccatoAbove						105	
66	64	385/2	385/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1324		articStaccatoAbove						105	
66	64	771/4	771/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1325		articStaccatoAbove							
66	64	190	190	0.0	0	0	Dynamic	3/4	2	1	0					f								
66	64	190	190	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	1326								106	
66	64	761/4	761/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	1327								106	
66	64	381/2	381/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	1328								106	
66	64	763/4	763/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1329								106	
66	64	191	191	0.0	1/4	1/4	Dynamic	3/4	2	1	0					p							106	
66	64	191	191	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	1330								106	
66	64	765/4	765/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	1331								106	
66	64	383/2	383/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	1332								106	
66	64	767/4	767/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1333								106	
66	64	192	192	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1334								106	
66	64	769/4	769/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	1335								106	
66	64	385/2	385/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1336								106	
66	64	771/4	771/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1337									
67	65	193	193	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1338								107	
67	65	387/2	387/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1339									
67	65	777/4	777/4	0.0	5/16	5/16	Dynamic	3/4	1	1	0					f								
67	65	777/4	777/4	0.125	5/16	5/16	Chord	3/4	1	1	1/32		1/32	1	1340								108	
67	65	1555/8	1555/8	0.125	11/32	11/32	Chord	3/4	1	1	1/32		1/32	1	1341								108	
67	65	389/2	389/2	0.125	3/8	3/8	Chord	3/4	1	1	1/32		1/32	1	1342								108	
67	65	1557/8	1557/8	0.125	13/32	13/32	Chord	3/4	1	1	1/32		1/32	1	1343								108	
67	65	779/4	779/4	0.125	7/16	7/16	Chord	3/4	1	1	1/32		1/32	1	1344								108	
67	65	1559/8	1559/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32		1/32	1	1345								108	
67	65	195	195	0.125	1/2	1/2	Chord	3/4	1	1	1/32		1/32	1	1346								108	
67	65	1561/8	1561/8	0.125	17/32	17/32	Chord	3/4	1	1	1/32		1/32	1	1347								108	
67	65	781/4	781/4	0.125	9/16	9/16	Chord	3/4	1	1	1/32		1/32	1	1348								108	
67	65	1563/8	1563/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32		1/32	1	1349								108	
67	65	391/2	391/2	0.125	5/8	5/8	Chord	3/4	1	1	1/32		1/32	1	1350								108	
67	65	1565/8	1565/8	0.125	21/32	21/32	Chord	3/4	1	1	1/32		1/32	1	1351								108	
67	65	783/4	783/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	1352								108	
67	65	1567/8	1567/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	1353								108	
67	65	193	193	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	1354								109	
67	65	773/4	773/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	1355								109	
67	65	387/2	387/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	1356								109	
67	65	775/4	775/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1357								109	
67	65	194	194	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	1358								109	
67	65	777/4	777/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	1359								109	
67	65	389/2	389/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	1360								109	
67	65	779/4	779/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1361								109	
67	65	195	195	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1362								109	
67	65	781/4	781/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	1363								109	
67	65	391/2	391/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1364								109	
67	65	783/4	783/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1365									
68	66	196	196	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	1366									
68	66	785/4	785/4	0.125	1/16	1/16	Chord	3/4	1	1	1/32		1/32	1	1367		articStaccatoAbove							
68	66	1571/8	1571/8	0.125	3/32	3/32	Chord	3/4	1	1	1/32		1/32	1	1368		articStaccatoAbove							
68	66	393/2	393/2	0.125	1/8	1/8	Chord	3/4	1	1	1/32		1/32	1	1369		articStaccatoAbove							
68	66	1573/8	1573/8	0.125	5/32	5/32	Chord	3/4	1	1	1/32		1/32	1	1370		articStaccatoAbove							
68	66	787/4	787/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32		1/32	1	1371		articStaccatoAbove							
68	66	1575/8	1575/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	1372		articStaccatoAbove							
68	66	197	197	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	1373									
68	66	789/4	789/4	0.0	5/16	5/16	Dynamic	3/4	1	1	0					p								
68	66	789/4	789/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	1374								110	
68	66	395/2	395/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	1375								110	
68	66	791/4	791/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1376								110	
68	66	198	198	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	1377		ornamentTurn						110	
68	66	793/4	793/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1378									
68	66	397/2	397/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1379		articStaccatoAbove							
68	66	795/4	795/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1380		articStaccatoAbove							
68	66	196	196	0.0	0	0	Dynamic	3/4	2	1	0					f								
68	66	196	196	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1381									
68	66	397/2	397/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1382									
68	66	795/4	795/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1383									
68	66	397/2	397/2	0.0	5/8	5/8	Dynamic	3/4	2	2	0					p								
68	66	397/2	397/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	1384									
69	67	199	199	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	1385								111	
69	67	799/4	799/4	0.0625	3/16	3/16	Chord	3/4	1	1	1/64		1/64	1	1386								111	
69	67	3197/16	3197/16	0.0625	13/64	13/64	Chord	3/4	1	1	1/64		1/64	1	1387								111	
69	67	1599/8	1599/8	0.0625	7/32	7/32	Chord	3/4	1	1	1/64		1/64	1	1388								111	
69	67	3199/16	3199/16	0.0625	15/64	15/64	Chord	3/4	1	1	1/64		1/64	1	1389								111	
69	67	200	200	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1390									
69	67	199	199	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1391								112	
69	67	200	200	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	1392									
69	67	801/4	801/4	0.0	5/16	5/16	Dynamic	3/4	2	1	0					f								
69	67	801/4	801/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	1393								113	
69	67	401/2	401/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	1394								113	
69	67	803/4	803/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1395								113	
69	67	201	201	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1396									
69	67	805/4	805/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	1397		articStaccatoAbove							
69	67	403/2	403/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1398		articStaccatoAbove							
69	67	807/4	807/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1399		articStaccatoAbove							
70	68	809/4	809/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	1400		articStaccatoAbove							
70	68	405/2	405/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1401		articStaccatoAbove							
70	68	811/4	811/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1402		articStaccatoAbove							
70	68	203	203	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	1403		articStaccatoAbove							
70	68	813/4	813/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	1404		articStaccatoAbove							
70	68	407/2	407/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	1405		articStaccatoAbove							
70	68	815/4	815/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1406		articStaccatoAbove							
70	68	204	204	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	1407									
70	68	817/4	817/4	0.125	9/16	9/16	Chord	3/4	1	1	1/32		1/32	1	1408									
70	68	1635/8	1635/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32		1/32	1	1409									
70	68	409/2	409/2	0.125	5/8	5/8	Chord	3/4	1	1	1/32		1/32	1	1410									
70	68	1637/8	1637/8	0.125	21/32	21/32	Chord	3/4	1	1	1/32		1/32	1	1411									
70	68	819/4	819/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	1412									
70	68	1639/8	1639/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	1413									
70	68	202	202	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1414									
70	68	203	203	0.0	1/4	1/4	Dynamic	3/4	2	1	0					p								
70	68	203	203	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1415		articStaccatoAbove							
70	68	407/2	407/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1416		articStaccatoAbove							
70	68	204	204	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1417		articStaccatoAbove							
70	68	409/2	409/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1418		articStaccatoAbove							
71	69	205	205	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	1419		articStaccatoAbove							
71	69	821/4	821/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	1420		articStaccatoAbove							
71	69	411/2	411/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1421		articStaccatoAbove							
71	69	823/4	823/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1422		articStaccatoAbove							
71	69	206	206	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	1423		articStaccatoAbove							
71	69	825/4	825/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	1424		articStaccatoAbove							
71	69	413/2	413/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	1425		articStaccatoAbove							
71	69	827/4	827/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1426		articStaccatoAbove							
71	69	207	207	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	1427									
71	69	829/4	829/4	0.125	9/16	9/16	Chord	3/4	1	1	1/32		1/32	1	1428									
71	69	1659/8	1659/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32		1/32	1	1429									
71	69	415/2	415/2	0.125	5/8	5/8	Chord	3/4	1	1	1/32		1/32	1	1430									
71	69	1661/8	1661/8	0.125	21/32	21/32	Chord	3/4	1	1	1/32		1/32	1	1431									
71	69	831/4	831/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	1432									
71	69	1663/8	1663/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	1433									
71	69	205	205	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1434									
71	69	206	206	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1435		articStaccatoAbove							
71	69	413/2	413/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1436		articStaccatoAbove							
71	69	207	207	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1437		articStaccatoAbove							
71	69	415/2	415/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1438		articStaccatoAbove							
72	70	208	208	0.0	0	0	Spanner	3/4	1	1	0													3
72	70	208	208	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1439									3
72	70	208	208	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	1440									
72	70	833/4	833/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	1441		articStaccatoAbove							
72	70	417/2	417/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	1442		articStaccatoBelow							
72	70	835/4	835/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1443		articStaccatoBelow							
72	70	209	209	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	1444		articStaccatoBelow							
72	70	837/4	837/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	1445		articStaccatoBelow							
72	70	419/2	419/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	1446		articStaccatoAbove							
72	70	839/4	839/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1447		articStaccatoAbove							
72	70	210	210	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1448									
72	70	841/4	841/4	0.125	9/16	9/16	Chord	3/4	2	1	1/32		1/32	1	1449									
72	70	1683/8	1683/8	0.125	19/32	19/32	Chord	3/4	2	1	1/32		1/32	1	1450									
72	70	421/2	421/2	0.125	5/8	5/8	Chord	3/4	2	1	1/32		1/32	1	1451									
72	70	1685/8	1685/8	0.125	21/32	21/32	Chord	3/4	2	1	1/32		1/32	1	1452									
72	70	843/4	843/4	0.125	11/16	11/16	Chord	3/4	2	1	1/32		1/32	1	1453									
72	70	1687/8	1687/8	0.125	23/32	23/32	Chord	3/4	2	1	1/32		1/32	1	1454									
72	70	208	208	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	1455									
72	70	419/2	419/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	1456		articStaccatoBelow							
72	70	210	210	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	1457		articStaccatoBelow							
72	70	421/2	421/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	1458		articStaccatoBelow							
73	71	211	211	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1459									3
73	71	211	211	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	1460		articStaccatoAbove							
73	71	845/4	845/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	1461		articStaccatoAbove							
73	71	423/2	423/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	1462		articStaccatoAbove							
73	71	847/4	847/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1463		articStaccatoAbove							
73	71	212	212	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	1464		articStaccatoAbove							
73	71	849/4	849/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	1465		articStaccatoAbove							
73	71	425/2	425/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	1466		articStaccatoAbove							
73	71	851/4	851/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1467		articStaccatoAbove							
73	71	213	213	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1468									
73	71	853/4	853/4	0.125	9/16	9/16	Chord	3/4	2	1	1/32		1/32	1	1469									
73	71	1707/8	1707/8	0.125	19/32	19/32	Chord	3/4	2	1	1/32		1/32	1	1470									
73	71	427/2	427/2	0.125	5/8	5/8	Chord	3/4	2	1	1/32		1/32	1	1471									
73	71	1709/8	1709/8	0.125	21/32	21/32	Chord	3/4	2	1	1/32		1/32	1	1472									
73	71	855/4	855/4	0.125	11/16	11/16	Chord	3/4	2	1	1/32		1/32	1	1473									
73	71	1711/8	1711/8	0.125	23/32	23/32	Chord	3/4	2	1	1/32		1/32	1	1474									
73	71	211	211	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	1475									
73	71	212	212	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	1476		articStaccatoBelow							
73	71	425/2	425/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	1477		articStaccatoBelow							
73	71	213	213	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	1478		articStaccatoBelow							
73	71	427/2	427/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	1479		articStaccatoBelow							
74	72	214	214	0.0	0	0	Spanner	3/4	1	1	0													
74	72	857/4	857/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	1480								114	
74	72	429/2	429/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1481									
74	72	859/4	859/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1482		articStaccatoAbove							
74	72	215	215	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	1483								115	
74	72	861/4	861/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	1484								115	
74	72	431/2	431/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	1485								115	
74	72	863/4	863/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1486									
74	72	216	216	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	1487								116	
74	72	865/4	865/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1488								116	
74	72	433/2	433/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1489								116	
74	72	867/4	867/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1490									
74	72	215	215	0.0	1/4	1/4	Dynamic	3/4	1	2	0					fp								
74	72	215	215	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1491									
74	72	216	216	0.0	1/2	1/2	Dynamic	3/4	1	2	0					fp								
74	72	216	216	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1492									
74	72	214	214	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1493									
74	72	215	215	0.0	1/4	1/4	Dynamic	3/4	2	1	0					fp								
74	72	215	215	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1494									
74	72	216	216	0.0	1/2	1/2	Dynamic	3/4	2	1	0					fp								
74	72	216	216	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1495									
75	73	217	217	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	1496									
75	73	869/4	869/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	1497									
75	73	435/2	435/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1498									
75	73	871/4	871/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1499									
75	73	218	218	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	1500								117	
75	73	873/4	873/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	1501								117	
75	73	437/2	437/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	1502								117	
75	73	875/4	875/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1503									
75	73	219	219	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	1504								118	
75	73	877/4	877/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1505								118	
75	73	439/2	439/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1506								118	
75	73	879/4	879/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1507									
75	73	217	217	0.25	0	0	Chord	3/4	1	2	1/16		1/16	1	1508									
75	73	869/4	869/4	0.25	1/16	1/16	Chord	3/4	1	2	1/16		1/16	1	1509									
75	73	435/2	435/2	0.25	1/8	1/8	Chord	3/4	1	2	1/16		1/16	1	1510									
75	73	871/4	871/4	0.25	3/16	3/16	Chord	3/4	1	2	1/16		1/16	1	1511									
75	73	218	218	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1512									
75	73	219	219	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1513									
75	73	217	217	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1514									
75	73	435/2	435/2	0.0	1/8	1/8	Dynamic	3/4	2	1	0					p								
75	73	218	218	0.0	1/4	1/4	Dynamic	3/4	2	1	0					p								
75	73	218	218	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1515								119	
75	73	219	219	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1516									
76	74	220	220	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	1517									
76	74	881/4	881/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	1518		ornamentTrill						120	
76	74	441/2	441/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1519									
76	74	883/4	883/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1520		articStaccatoBelow							
76	74	221	221	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	1521								121	
76	74	885/4	885/4	0.0	5/16	5/16	Dynamic	3/4	1	1	0					fp							121	
