mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	slur
49	48	144	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	593							
49	48	142	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	594							
49	48	143	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	595							
49	48	144	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	596							
50	49	581/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	597							101
50	49	291/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	598							101
50	49	583/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	599							
50	49	585/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	600							102
50	49	293/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	601							102
50	49	587/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	602							
50	49	589/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	603							103
50	49	295/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	604							103
50	49	591/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	605							
50	49	145	1.0	0	0	Chord	3/4	1	2	1/4			1/4	1	606							
50	49	146	1.0	1/4	1/4	Chord	3/4	1	2	1/4			1/4	1	607							
50	49	147	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	608							
50	49	145	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	609							
50	49	146	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	610							
50	49	147	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	611							
51	50	148	0.25	0	0	Chord	3/4	1	1	1/16			1/16	1	612							104
51	50	593/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	613							104
51	50	297/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	614							104
51	50	595/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	615							
51	50	149	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	616							
51	50	597/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	617							
51	50	299/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	618							
51	50	599/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	619							
51	50	150	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	620							
51	50	601/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	621							
51	50	301/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	622							
51	50	603/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	623							
51	50	148	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	624							
51	50	149	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	625							
51	50	150	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	626							
52	51	151	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	627							
52	51	305/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	628							
52	51	153	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	629							
52	51	307/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	630							
52	51	151	0.25	0	0	Chord	3/4	2	1	1/16			1/16	1	631							
52	51	605/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	632							
52	51	303/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	633							
52	51	607/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	634							
52	51	152	0.25	1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	635							
52	51	609/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	636							
52	51	305/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	637							
52	51	611/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	638							
52	51	153	0.25	1/2	1/2	Chord	3/4	2	1	1/16			1/16	1	639							
52	51	613/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	640							
52	51	307/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	641							
52	51	615/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	642							
53	52	154	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	643							
53	52	311/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	644							
53	52	156	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	645							
53	52	313/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	646							
53	52	154	0.25	0	0	Chord	3/4	2	1	1/16			1/16	1	647							
53	52	617/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	648							
53	52	309/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	649							
53	52	619/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	650							
53	52	155	0.25	1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	651							
53	52	621/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	652							
53	52	311/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	653							
53	52	623/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	654							
53	52	156	0.25	1/2	1/2	Chord	3/4	2	1	1/16			1/16	1	655							
53	52	625/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	656							
53	52	313/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	657							
53	52	627/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	658							
54	53	157	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	659							
54	53	157	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	660							
56	54	160	0.0	0	0	Dynamic	3/4	1	1	0						p						
56	54	160	0.0	0	0	Chord	3/4	1	1	0	grace16		1/16	1	661							
56	54	160	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	662							
56	54	161	0.0	1/4	1/4	Dynamic	3/4	2	1	0						p						
56	54	161	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	663							
56	54	162	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	664							
57	55	163	0.25	0	0	Chord	3/4	1	1	1/16			1/16	1	665							105
57	55	653/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	666							105
57	55	327/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	667							105
57	55	655/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	668							
57	55	164	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	669							
57	55	164	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	670							
57	55	165	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	671							
58	56	166	0.0	0	0	Chord	3/4	1	1	0	grace16		1/16	1	672							
58	56	166	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	673							
58	56	167	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	674							
58	56	168	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	675							
59	57	169	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	676							
59	57	170	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	677							106
59	57	681/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	678							106
59	57	341/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	679							106
59	57	683/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	680							
59	57	171	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16		1/16	1	681							
59	57	171	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	682							
59	57	343/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	683							
59	57	687/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	684							
59	57	170	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	685							107
59	57	171	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	686							
60	58	172	0.25	0	0	Chord	3/4	1	1	1/16			1/16	1	687							108
60	58	689/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	688							108
60	58	345/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	689							108
60	58	691/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	690							
60	58	173	0.0	1/4	1/4	Chord	3/4	1	1	0	grace16		1/16	1	691							
60	58	173	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	692							
60	58	173	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	693							
60	58	174	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	694							
61	59	175	0.0	0	0	Chord	3/4	1	1	0	grace16		1/16	1	695							
61	59	175	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	696							
61	59	351/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	697							
61	59	703/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	698							
61	59	176	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	699							109
61	59	177	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	700							
61	59	176	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	701							
61	59	177	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	702							
62	60	178	0.25	0	0	Chord	3/4	1	1	1/16			1/16	1	703							110
62	60	713/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	704							110
62	60	357/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	705							110
62	60	715/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	706							
62	60	179	0.0	1/4	1/4	Chord	3/4	1	1	0	grace16		1/16	1	707							
62	60	179	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	708							
62	60	179	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	709							
62	60	180	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	710							
63	61	181	0.0	0	0	Chord	3/4	1	1	0	grace16		1/16	1	711							
63	61	181	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	712							
63	61	182	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	713							
63	61	729/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	714							111
63	61	365/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	715							111
63	61	731/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	716							
63	61	183	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16		1/16	1	717							
63	61	183	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	718							
63	61	367/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	719							
63	61	735/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	720							
63	61	182	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	721							112
63	61	183	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	722							
64	62	184	0.0	0	0	Dynamic	3/4	1	1	0						f						
64	62	184	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	723							
64	62	371/2	0.16666666666666666	3/8	3/8	Chord	3/4	1	1	1/24			1/16	2/3	724							113
64	62	557/3	0.0	5/12	5/12	Dynamic	3/4	1	1	0						p						113
64	62	557/3	0.16666666666666666	5/12	5/12	Chord	3/4	1	1	1/24			1/16	2/3	725							113
64	62	1115/6	0.16666666666666666	11/24	11/24	Chord	3/4	1	1	1/24			1/16	2/3	726							
64	62	186	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	727		articStaccatissimoAbove					
64	62	373/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	728		articStaccatissimoAbove					
64	62	184	0.0	0	0	Dynamic	3/4	2	1	0						f						
64	62	184	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	729		articStaccatissimoAbove					
64	62	369/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	730		articStaccatissimoAbove					
64	62	185	0.0	1/4	1/4	Dynamic	3/4	2	1	0						p						
64	62	185	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	731		articStaccatoAbove					
64	62	371/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	732		articStaccatoAbove					
64	62	186	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	733		articStaccatoAbove					
64	62	373/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	734		articStaccatoAbove					
65	63	187	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	735		articStaccatoAbove					
65	63	375/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	736		articStaccatoAbove					
65	63	188	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	737		articStaccatoAbove					
65	63	377/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	738		articStaccatoAbove					
65	63	189	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	739		articStaccatoAbove					
65	63	379/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	740		articStaccatoAbove					
65	63	187	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	741		articStaccatoAbove					
65	63	375/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	742		articStaccatoAbove					
65	63	188	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	743		articStaccatoAbove					
65	63	377/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	744		articStaccatoAbove					
65	63	189	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	745		articStaccatoAbove					
65	63	379/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	746		articStaccatoAbove					
66	64	190	0.0	0	0	Dynamic	3/4	1	1	0						f						
66	64	190	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	747							
66	64	383/2	0.16666666666666666	3/8	3/8	Chord	3/4	1	1	1/24			1/16	2/3	748							114
66	64	575/3	0.16666666666666666	5/12	5/12	Chord	3/4	1	1	1/24			1/16	2/3	749							114
66	64	1151/6	0.16666666666666666	11/24	11/24	Chord	3/4	1	1	1/24			1/16	2/3	750							
66	64	192	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	751		articStaccatissimoAbove					
66	64	385/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	752		articStaccatissimoAbove					
66	64	190	0.0	0	0	Dynamic	3/4	2	1	0						f						
66	64	190	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	753		articStaccatissimoAbove					
66	64	381/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	754		articStaccatissimoAbove					
66	64	191	0.0	1/4	1/4	Dynamic	3/4	2	1	0						p						
66	64	191	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	755		articStaccatoAbove					
66	64	383/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	756		articStaccatoAbove					
66	64	192	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	757		articStaccatoAbove					
66	64	385/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	758		articStaccatoAbove					
67	65	193	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	759		articStaccatoAbove					
67	65	387/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	760		articStaccatoAbove					
67	65	194	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	761		articStaccatoAbove					
67	65	389/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	762		articStaccatoAbove					
67	65	195	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	763		articStaccatoAbove					
67	65	391/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	764		articStaccatoAbove					
67	65	193	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	765							
67	65	387/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	766							
67	65	194	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	767							
67	65	389/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	768							
67	65	195	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	769							
67	65	391/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	770							
68	66	196	0.0	0	0	Dynamic	3/4	1	1	0						f						
68	66	196	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	771							
68	66	395/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0						p						
68	66	395/2	0.16666666666666666	3/8	3/8	Chord	3/4	1	1	1/24			1/16	2/3	772							115
68	66	593/3	0.16666666666666666	5/12	5/12	Chord	3/4	1	1	1/24			1/16	2/3	773							115
68	66	1187/6	0.16666666666666666	11/24	11/24	Chord	3/4	1	1	1/24			1/16	2/3	774							
68	66	198	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	775		articStaccatissimoAbove					
68	66	397/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	776		articStaccatissimoAbove					
68	66	196	0.0	0	0	Dynamic	3/4	2	1	0						f						
68	66	196	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	777		articStaccatissimoAbove					
68	66	393/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	778		articStaccatissimoAbove					
68	66	197	0.0	1/4	1/4	Dynamic	3/4	2	1	0						p						
68	66	197	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	779		articStaccatoAbove					
68	66	395/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	780		articStaccatoAbove					
68	66	198	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	781		articStaccatoAbove					
68	66	397/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	782		articStaccatoAbove					
69	67	199	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	783		articStaccatoAbove					
69	67	399/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	784		articStaccatoAbove					
69	67	200	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	785		articStaccatoAbove					
69	67	401/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	786		articStaccatoAbove					
69	67	201	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	787		articStaccatoAbove					
69	67	403/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	788		articStaccatoAbove					
69	67	199	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	789		articStaccatoAbove					
69	67	399/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	790		articStaccatoAbove					
69	67	200	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	791		articStaccatoAbove					
69	67	401/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	792		articStaccatoAbove					
69	67	201	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	793		articStaccatoAbove					
69	67	403/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	794		articStaccatoAbove					
70	68	202	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	795							
70	68	407/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	796		articStaccatissimoBelow					
70	68	815/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	797		articStaccatissimoBelow					
70	68	204	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	798		articStaccatissimoBelow					
70	68	409/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	799		articStaccatissimoBelow					
70	68	202	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	800							
70	68	407/2	0.0	3/8	3/8	Dynamic	3/4	2	1	0						f						
70	68	407/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	801		articStaccatissimoAbove					
70	68	815/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	802		articStaccatissimoAbove					
70	68	204	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	803		articStaccatissimoAbove					
70	68	409/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	804		articStaccatissimoAbove					
71	69	205	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	805							
71	69	413/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	806		articStaccatissimoBelow					
71	69	827/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	807		articStaccatissimoBelow					
71	69	207	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	808		articStaccatissimoBelow					
71	69	415/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	809		articStaccatissimoBelow					
71	69	205	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	810							
71	69	413/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	811		articStaccatissimoAbove					
71	69	827/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	812		articStaccatissimoAbove					
71	69	207	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	813		articStaccatissimoAbove					
71	69	415/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	814		articStaccatissimoAbove					
72	70	208	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	815							
72	70	419/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0						p						
72	70	419/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	816							116
72	70	839/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	817							116
72	70	210	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	818							
72	70	421/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	819							117
72	70	843/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	820							117
72	70	208	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	821							
73	71	211	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	822							
73	71	423/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	823							118
73	71	847/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	824							118
73	71	212	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	825							
73	71	425/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	826							119
73	71	851/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	827							
73	71	213	0.75	1/2	1/2	Chord	3/4	1	1	3/16			1/8	3/2	828							120
73	71	855/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	829							
74	72	214	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	830							
74	72	216	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	831							121
74	72	214	0.0	0	0	Dynamic	3/4	2	1	0						p						
74	72	214	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	832							122
74	72	429/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	833							122
74	72	215	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	834							122
74	72	431/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	835							122
74	72	216	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	836							122
74	72	433/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	837							
75	73	217	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	838							
75	73	219	0.75	1/2	1/2	Chord	3/4	1	1	3/16			1/8	3/2	839							123
75	73	879/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	840							
75	73	217	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	841							124
75	73	435/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	842							124
75	73	218	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	843							124
75	73	437/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	844							124
75	73	219	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	845							124
75	73	439/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	846							
76	74	220	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	847							
76	74	222	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	848							125
76	74	220	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	849							126
76	74	441/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	850							126
76	74	221	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	851							126
76	74	443/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	852							126
76	74	222	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	853							126
76	74	445/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	854							
77	75	223	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	855							
77	75	225	0.0	1/2	1/2	Dynamic	3/4	1	1	0						p						
77	75	225	0.75	1/2	1/2	Chord	3/4	1	1	3/16			1/8	3/2	856							127
77	75	903/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	857							
77	75	223	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	858		articStaccatissimoAbove					
77	75	447/2	0.0	1/8	1/8	Dynamic	3/4	2	1	0						f						
77	75	447/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	859							
77	75	224	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	860							
77	75	449/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	861							
78	76	226	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	862							
78	76	228	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	863							128
78	76	226	0.0	0	0	Dynamic	3/4	2	1	0						p						
78	76	226	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	864							129
78	76	453/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	865							129
78	76	227	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	866							129
78	76	455/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	867							129
78	76	228	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	868							129
78	76	457/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	869							
79	77	229	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	870							
79	77	231	0.75	1/2	1/2	Chord	3/4	1	1	3/16			1/8	3/2	871							130
79	77	927/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	872							
79	77	229	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	873							131
79	77	459/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	874							131
79	77	230	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	875							131
79	77	461/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	876							131
