mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	tempo	qpm	slur	Trill:trill	crescendo_line
59	58	929/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	908							
59	58	465/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	909							
59	58	931/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	910							
60	59	233	0.0	0	0	Spanner	4/4	1	1	0												
60	59	233	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	911							
60	59	467/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	912							
60	59	469/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	913					126		
60	59	235	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	914					126		
60	59	471/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	915					126		
60	59	236	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	916					126		
60	59	473/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	917							
60	59	233	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	918							
60	59	467/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	919					127		
60	59	234	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	920					127		
60	59	469/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	921					127		
60	59	235	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	922					127		
60	59	471/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	923					127		
60	59	236	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	924					127		
60	59	473/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	925							
61	60	237	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	926					128		
61	60	949/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	927					128		
61	60	475/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	928					128		
61	60	951/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	929					128		
61	60	238	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	930					128		
61	60	953/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	931					128		
61	60	477/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	932					128		
61	60	955/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	933							
61	60	239	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	934					129		
61	60	957/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	935					129		
61	60	479/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	936					129		
61	60	959/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	937					129		
61	60	240	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	938					129		
61	60	961/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	939					129		
61	60	481/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	940					129		
61	60	963/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	941							
61	60	237	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	942					130		
61	60	475/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	943					130		
61	60	238	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	944					130		
61	60	477/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	945					130		
61	60	239	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	946					130		
61	60	479/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	947					130		
61	60	240	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	948					130		
61	60	481/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	949							
62	61	241	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	950		articStaccatoBelow					
62	61	483/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	951		articStaccatoBelow					
62	61	485/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	952					131		
62	61	243	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	953					131		
62	61	487/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	954					131		
62	61	244	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	955					131		
62	61	489/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	956							
62	61	241	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	957		articStaccatoAbove					
62	61	483/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	958					132		
62	61	242	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	959					132		
62	61	485/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	960					132		
62	61	243	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	961					132		
62	61	487/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	962					132		
62	61	244	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	963					132		
62	61	489/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	964							
63	62	245	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	965		articStaccatoAbove					
63	62	491/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	966		ornamentTurn			133		
63	62	246	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	967					133		
63	62	493/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	968							
63	62	247	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	969					134		
63	62	495/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	970							
63	62	497/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	971							
63	62	245	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	972							
63	62	246	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	973							
63	62	247	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	974							
63	62	248	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	975							
64	63	249	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	976					135		
64	63	251	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	977							
64	63	249	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	978							
64	63	250	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	979							
64	63	251	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	980							
65	63	252	0.0	0	3/4	Chord	4/4	1	1	0	grace16		1/16	1	981							
65	63	252	0.5	0	3/4	Chord	4/4	1	1	1/8			1/8	1	982					136		
65	63	505/2	0.25	1/8	7/8	Chord	4/4	1	1	1/16			1/16	1	983					136		
65	63	1011/4	0.25	3/16	15/16	Chord	4/4	1	1	1/16			1/16	1	984							
66	64	253	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	985					137		
66	64	507/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	986							
66	64	254	1.5	1/4	1/4	Chord	4/4	1	1	3/8			1/4	3/2	987							
66	64	511/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	988					138		
66	64	256	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	989					138		
66	64	513/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	990							
66	64	507/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	991					139		
66	64	254	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	992					139		
66	64	509/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	993					139		
66	64	255	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	994					139		
66	64	511/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	995					139		
66	64	256	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	996					139		
66	64	513/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	997							
67	65	257	0.0	0	0	Chord	4/4	1	1	0	grace16		1/16	1	998							
67	65	257	0.75	0	0	Chord	4/4	1	1	3/16			1/8	3/2	999					140		
67	65	1031/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	1000							
67	65	258	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	1001							
67	65	260	0.0	3/4	3/4	Chord	4/4	1	1	0	grace16		1/16	1	1002							
67	65	260	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1003					141		
67	65	521/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1004					141		
67	65	1043/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1005							
67	65	515/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1006					142		
67	65	258	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1007					142		
67	65	517/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1008					142		
67	65	259	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	1009					142		
67	65	519/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	1010					142		
67	65	260	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1011					142		
67	65	521/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1012							
68	66	261	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1013					143		
68	66	523/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	1014							
68	66	262	1.5	1/4	1/4	Chord	4/4	1	1	3/8			1/4	3/2	1015							
68	66	527/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	1016					144		
68	66	264	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1017					144		
68	66	529/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1018							
68	66	523/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1019					145		
68	66	262	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1020					145		
68	66	525/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1021					145		
68	66	263	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	1022					145		
68	66	527/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	1023					145		
68	66	264	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1024					145		
68	66	529/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1025							
69	67	265	0.0	0	0	Chord	4/4	1	1	0	grace16		1/16	1	1026							
69	67	265	0.75	0	0	Chord	4/4	1	1	3/16			1/8	3/2	1027					146		
69	67	1063/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	1028							
69	67	266	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	1029							
69	67	535/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	1030					147		
69	67	268	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1031					147		
69	67	537/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1032							
69	67	531/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1033					148		
69	67	266	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1034					148		
69	67	533/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1035					148		
69	67	267	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	1036					148		
69	67	535/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	1037					148		
69	67	268	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1038					148		
69	67	537/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1039							
70	68	269	0.0	0	0	Chord	4/4	1	1	0	grace16		1/16	1	1040							
70	68	269	0.75	0	0	Chord	4/4	1	1	3/16			1/8	3/2	1041					149		
70	68	1079/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	1042							
70	68	270	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	1043							
70	68	271	0.0	1/2	1/2	Chord	4/4	1	1	0	grace16		1/16	1	1044							
70	68	271	0.75	1/2	1/2	Chord	4/4	1	1	3/16			1/8	3/2	1045					150		
70	68	1087/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	1046							
70	68	272	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1047							
70	68	539/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1048					151		
70	68	270	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1049					151		
70	68	541/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1050							
70	68	543/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	1051					152		
70	68	272	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1052					152		
70	68	545/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1053							
71	69	273	0.0	0	0	Chord	4/4	1	1	0	grace16		1/16	1	1054							
71	69	273	0.75	0	0	Chord	4/4	1	1	3/16			1/8	3/2	1055					153		
71	69	1095/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	1056							
71	69	274	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	1057							
71	69	551/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	1058							
71	69	276	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1059							
71	69	553/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1060							
71	69	547/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1061					154		
71	69	274	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1062					154		
71	69	549/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1063					154		
71	69	275	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	1064					154		
71	69	551/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	1065					154		
71	69	276	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1066					154		
71	69	553/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1067							
72	70	277	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	1068							
72	70	1109/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	1069							
72	70	555/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	1070							
72	70	1111/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	1071							
72	70	278	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	1072							
72	70	1113/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	1073							
72	70	557/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	1074							
72	70	1115/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	1075							
72	70	279	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	1076					155		
72	70	559/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	1077							
72	70	280	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1078		articStaccatoBelow					
72	70	561/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1079		articStaccatoBelow					
72	70	277	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	1080							
72	70	279	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1081							
72	70	280	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1082							
73	71	281	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	1083							
73	71	1133/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	1084							
73	71	567/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	1085							
73	71	1135/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	1086							
73	71	284	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	1087							
73	71	1137/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	1088							
73	71	569/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1089							
73	71	1139/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1090							
73	71	281	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	1091							
73	71	1125/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	1092							
73	71	563/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	1093							
73	71	1127/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	1094							
73	71	282	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	1095							
73	71	1129/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	1096							
73	71	565/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	1097							
73	71	1131/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	1098							
73	71	283	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	1099							
73	71	1133/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	1100							
73	71	567/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	1101							
73	71	1135/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	1102							
73	71	284	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	1103							
73	71	1137/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	1104							
73	71	569/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	1105							
73	71	1139/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	1106							
74	72	285	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	1107							
74	72	1141/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	1108							
74	72	571/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	1109							
74	72	1143/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	1110							
74	72	286	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	1111							
74	72	1145/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	1112							
74	72	573/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	1113							
74	72	1147/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	1114							
74	72	287	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	1115							
74	72	1149/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	1116							
74	72	575/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	1117							
74	72	1151/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	1118							
74	72	288	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	1119							
74	72	1153/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	1120							
74	72	577/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1121							
74	72	1155/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1122							
74	72	285	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	1123							
74	72	1141/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	1124							
74	72	571/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	1125							
74	72	1143/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	1126							
74	72	286	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	1127							
74	72	1145/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	1128							
74	72	573/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	1129							
74	72	1147/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	1130							
74	72	287	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	1131							
74	72	1149/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	1132							
74	72	575/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	1133							
74	72	1151/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	1134							
74	72	288	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	1135							
74	72	1153/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	1136							
74	72	577/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	1137							
74	72	1155/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	1138							
75	73	289	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1139							
75	73	579/2	1.0	1/8	1/8	Chord	4/4	1	1	1/4			1/4	1	1140							
75	73	581/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	1141							
75	73	291	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	1142							
75	73	583/2	1.0	5/8	5/8	Chord	4/4	1	1	1/4			1/4	1	1143							
75	73	585/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1144							
75	73	289	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	1145							
75	73	1157/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	1146							
75	73	579/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	1147							
75	73	1159/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	1148							
75	73	290	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	1149							
75	73	1161/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	1150							
75	73	581/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	1151							
75	73	1163/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	1152							
75	73	291	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	1153							
75	73	1165/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	1154							
75	73	583/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	1155							
75	73	1167/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	1156							
75	73	292	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	1157							
75	73	1169/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	1158							
75	73	585/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	1159							
75	73	1171/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	1160							
76	74	293	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1161							
76	74	587/2	1.0	1/8	1/8	Chord	4/4	1	1	1/4			1/4	1	1162							
76	74	589/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	1163							
76	74	295	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	1164							
76	74	591/2	1.0	5/8	5/8	Chord	4/4	1	1	1/4			1/4	1	1165							
76	74	593/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1166							
76	74	293	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	1167							
76	74	1173/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	1168							
76	74	587/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	1169							
76	74	1175/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	1170							
76	74	294	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	1171							
76	74	1177/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	1172							
76	74	589/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	1173							
76	74	1179/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	1174							
76	74	295	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	1175							
76	74	1181/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	1176							
76	74	591/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	1177							
76	74	1183/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	1178							
76	74	296	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	1179							
76	74	1185/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	1180							
76	74	593/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	1181							
76	74	1187/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	1182							
77	75	297	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1183					156		
77	75	595/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	1184							
77	75	298	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	1185							
77	75	1197/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	1186					157		
77	75	599/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	1187					157		
77	75	1199/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	1188					157		
77	75	300	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	1189					157		
77	75	1201/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	1190					157		
77	75	601/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1191					157		
77	75	1203/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1192							
77	75	297	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	1193							
77	75	1189/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	1194							
77	75	595/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	1195							
77	75	1191/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	1196							
77	75	298	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	1197							
77	75	1193/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	1198							
77	75	597/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	1199							
77	75	1195/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	1200							
77	75	299	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	1201							
77	75	1197/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	1202							
77	75	599/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	1203							
77	75	1199/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	1204							
77	75	300	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	1205							
77	75	1201/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	1206							
77	75	601/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	1207							
77	75	1203/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	1208							
78	76	301	0.75	0	0	Chord	4/4	1	1	3/16			1/8	3/2	1209							
78	76	1207/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	1210							
