mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill	crescendo_hairpin
32	32	497/4	497/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	551												
32	32	249/2	249/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	552												
32	32	499/4	499/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	553												
32	32	125	125	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	554												
32	32	501/4	501/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	555												
32	32	251/2	251/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	556												
32	32	503/4	503/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	557												
32	32	126	126	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	558												
32	32	505/4	505/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	559												
32	32	253/2	253/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	560												
32	32	507/4	507/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	561												
32	32	127	127	0.0	3/4	3/4	Chord	4/4	1	1	0	grace16	1/16	1	562												
32	32	127	127	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	563										34		
32	32	255/2	255/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	564										34		
32	32	511/4	511/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	565												
32	32	124	124	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	566												
32	32	249/2	249/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	567												
32	32	125	125	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	568												
32	32	251/2	251/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	569												
32	32	126	126	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	570												
33	33	128	128	0.5	0	0	Chord	4/4	1	2	1/8		1/8	1	571												
33	33	257/2	257/2	1.0	1/8	1/8	Chord	4/4	1	2	1/4		1/4	1	572												
33	33	259/2	259/2	1.0	3/8	3/8	Chord	4/4	1	2	1/4		1/4	1	573												
33	33	261/2	261/2	1.0	5/8	5/8	Chord	4/4	1	2	1/4		1/4	1	574												
33	33	263/2	263/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	575												
33	33	128	128	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	576												
33	33	513/4	513/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	577												
33	33	257/2	257/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	578												
33	33	515/4	515/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	579												
33	33	129	129	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	580												
33	33	517/4	517/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	581												
33	33	259/2	259/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	582												
33	33	519/4	519/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	583												
33	33	130	130	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	584												
33	33	521/4	521/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	585												
33	33	261/2	261/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	586												
33	33	523/4	523/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	587												
33	33	131	131	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	588												
33	33	525/4	525/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	589												
33	33	263/2	263/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	590												
33	33	527/4	527/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	591												
34	34	134	134	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	592										35		
34	34	269/2	269/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	593												
34	34	271/2	271/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	594												
34	34	132	132	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	595												
34	34	267/2	267/2	0.0	3/8	3/8	Dynamic	4/4	1	2	0					p											
34	34	267/2	267/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	596												
34	34	134	134	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	597										36		
34	34	135	135	1.0	3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	598												
34	34	132	132	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	599												
34	34	265/2	265/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	600												
34	34	133	133	0.0	1/4	1/4	Dynamic	4/4	2	1	0					p											
34	34	133	133	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	601												
34	34	267/2	267/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	602												
34	34	134	134	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	603												
34	34	269/2	269/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	604												
34	34	135	135	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	605												
34	34	271/2	271/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	606												
35	35	136	136	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	607										37		
35	35	273/2	273/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	608												
35	35	275/2	275/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	609												
35	35	138	138	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	610										38		
35	35	277/2	277/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	611												
35	35	279/2	279/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	612												
35	35	136	136	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	613												
35	35	137	137	2.0	1/4	1/4	Chord	4/4	1	2	1/2		1/2	1	614												
35	35	139	139	1.0	3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	615												
35	35	136	136	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	616												
35	35	273/2	273/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	617												
35	35	137	137	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	618												
35	35	275/2	275/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	619												
35	35	138	138	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	620												
35	35	277/2	277/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	621												
35	35	139	139	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	622												
35	35	279/2	279/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	623												
36	36	140	140	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	624										39		
36	36	281/2	281/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	625												
36	36	283/2	283/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	626		articStaccatissimoAbove										
36	36	142	142	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	627										40		
36	36	569/4	569/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	628										40		
36	36	285/2	285/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	629										40		
36	36	571/4	571/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	630												
36	36	143	143	0.0	3/4	3/4	Chord	4/4	1	1	0	grace16	1/16	1	631												
36	36	143	143	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	632										41		
36	36	287/2	287/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	633										41		
36	36	575/4	575/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	634												
36	36	142	142	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	635												
36	36	140	140	0.5	0	0	Chord	4/4	2	2	1/8		1/8	1	636												
36	36	281/2	281/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8		1/8	1	637												
36	36	141	141	0.5	1/4	1/4	Chord	4/4	2	2	1/8		1/8	1	638												
36	36	283/2	283/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8		1/8	1	639												
36	36	142	142	2.0	1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	640												
37	37	144	144	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	641										42		
37	37	577/4	577/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	642										42		
37	37	289/2	289/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	643										42		
37	37	579/4	579/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	644										42		
37	37	145	145	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	645										42		
37	37	581/4	581/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	646										42		
37	37	291/2	291/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	647										42		
37	37	583/4	583/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	648												
37	37	146	146	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	649										43		
37	37	585/4	585/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	650										43		
37	37	293/2	293/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	651										43		
37	37	587/4	587/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	652												
37	37	147	147	0.0	3/4	3/4	Chord	4/4	1	1	0	grace16	1/16	1	653												
37	37	147	147	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	654										44		
37	37	295/2	295/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	655										44		
37	37	591/4	591/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	656												
37	37	144	144	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	657												
37	37	145	145	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	658												
37	37	146	146	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	659												
37	37	147	147	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	660												
37	37	144	144	4.0	0	0	Chord	4/4	2	2	1		1	1	661												
38	38	148	148	0.0	0	0	Dynamic	4/4	1	1	0					f											
38	38	148	148	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	662												
38	38	593/4	593/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	663												
38	38	297/2	297/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	664												
38	38	595/4	595/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	665												
38	38	149	149	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	666												
38	38	597/4	597/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	667												
38	38	299/2	299/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	668												
38	38	599/4	599/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	669												
38	38	150	150	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	670												
38	38	601/4	601/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	671												
38	38	301/2	301/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	672												
38	38	603/4	603/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	673												
38	38	151	151	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	674												
38	38	605/4	605/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	675												
38	38	303/2	303/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	676												
38	38	607/4	607/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	677												
38	38	299/2	299/2	0.0	3/8	3/8	Dynamic	4/4	2	1	0					f											
38	38	299/2	299/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	678												
38	38	150	150	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	679												
38	38	301/2	301/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	680												
38	38	151	151	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	681												
39	39	152	152	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	682												
39	39	609/4	609/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	683												
39	39	305/2	305/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	684												
39	39	611/4	611/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	685												
39	39	153	153	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	686												
39	39	613/4	613/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	687												
39	39	307/2	307/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	688												
39	39	615/4	615/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	689												
39	39	154	154	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	690												
39	39	617/4	617/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	691												
39	39	309/2	309/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	692												
39	39	619/4	619/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	693												
39	39	155	155	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	694												
39	39	621/4	621/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	695												
39	39	311/2	311/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	696												
39	39	623/4	623/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	697												
39	39	307/2	307/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	698												
39	39	154	154	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	699												
39	39	309/2	309/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	700												
39	39	155	155	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	701												
40	40	156	156	0.0	0	0	Dynamic	4/4	1	1	0					f											
40	40	156	156	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	702												
40	40	627/4	627/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32		1/32	1	703												
40	40	1255/8	1255/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32		1/32	1	704												
40	40	157	157	1.5	1/4	1/4	Chord	4/4	1	1	3/8		1/4	3/2	705												
40	40	317/2	317/2	0.0	5/8	5/8	Dynamic	4/4	1	1	0					p											
40	40	317/2	317/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	706												
40	40	159	159	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	707												
40	40	319/2	319/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	708												
40	40	156	156	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	709												
40	40	313/2	313/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	710												
40	40	157	157	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	711												
40	40	315/2	315/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	712												
40	40	158	158	0.0	1/2	1/2	Dynamic	4/4	2	1	0					p											
40	40	158	158	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	713												
40	40	317/2	317/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	714												
40	40	159	159	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	715												
40	40	319/2	319/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	716												
41	41	160	160	0.0	0	0	Dynamic	4/4	1	1	0					f											
41	41	160	160	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	717												
41	41	641/4	641/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	718												
41	41	321/2	321/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	719												
41	41	643/4	643/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	720												
41	41	161	161	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	721												
41	41	645/4	645/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	722												
41	41	323/2	323/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	723												
41	41	647/4	647/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	724												
41	41	162	162	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	725												
41	41	649/4	649/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	726												
41	41	325/2	325/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	727												
41	41	651/4	651/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	728												
41	41	163	163	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	729												
41	41	653/4	653/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	730												
41	41	327/2	327/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	731												
41	41	655/4	655/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	732												
41	41	323/2	323/2	0.0	3/8	3/8	Dynamic	4/4	2	1	0					f											
41	41	323/2	323/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	733												
41	41	162	162	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	734												
41	41	325/2	325/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	735												
41	41	163	163	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	736												
42	42	164	164	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	737												
42	42	657/4	657/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	738												
42	42	329/2	329/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	739												
42	42	659/4	659/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	740												
42	42	165	165	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	741												
42	42	661/4	661/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	742												
42	42	331/2	331/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	743												
42	42	663/4	663/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	744												
42	42	166	166	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	745												
42	42	665/4	665/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	746												
42	42	333/2	333/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	747												
42	42	667/4	667/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	748												
42	42	167	167	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	749												
42	42	669/4	669/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	750												
42	42	335/2	335/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	751												
42	42	671/4	671/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	752												
42	42	331/2	331/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	753												
42	42	166	166	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	754												
42	42	333/2	333/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	755												
42	42	167	167	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	756												
43	43	168	168	0.0	0	0	Dynamic	4/4	1	1	0					f											
43	43	168	168	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	757												
43	43	675/4	675/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32		1/32	1	758												
43	43	1351/8	1351/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32		1/32	1	759												
43	43	169	169	1.5	1/4	1/4	Chord	4/4	1	1	3/8		1/4	3/2	760												
43	43	341/2	341/2	0.0	5/8	5/8	Dynamic	4/4	1	1	0					p											
43	43	341/2	341/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	761										45		
43	43	171	171	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	762										45		
43	43	343/2	343/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	763												
43	43	168	168	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	764												
43	43	337/2	337/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	765												
43	43	169	169	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	766												
43	43	339/2	339/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	767												
43	43	170	170	0.0	1/2	1/2	Dynamic	4/4	2	1	0					p											
43	43	170	170	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	768												
43	43	341/2	341/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	769												
43	43	171	171	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	770												
43	43	343/2	343/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	771												
44	44	172	172	0.0	0	0	Dynamic	4/4	1	1	0					f											
44	44	172	172	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	772												
44	44	691/4	691/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32		1/32	1	773												
44	44	1383/8	1383/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32		1/32	1	774												
44	44	173	173	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	775												
44	44	695/4	695/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32		1/32	1	776												
44	44	1391/8	1391/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32		1/32	1	777												
44	44	174	174	0.75	1/2	1/2	Chord	4/4	1	1	3/16		1/8	3/2	778												
44	44	699/4	699/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32		1/32	1	779												
44	44	1399/8	1399/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32		1/32	1	780												
44	44	175	175	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	781												
44	44	703/4	703/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32		1/32	1	782												
44	44	1407/8	1407/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	783												
44	44	172	172	0.0	0	0	Dynamic	4/4	2	1	0					f											
44	44	172	172	0.75	0	0	Chord	4/4	2	1	3/16		1/8	3/2	784												
44	44	691/4	691/4	0.125	3/16	3/16	Chord	4/4	2	1	1/32		1/32	1	785												
44	44	1383/8	1383/8	0.125	7/32	7/32	Chord	4/4	2	1	1/32		1/32	1	786												
44	44	173	173	0.75	1/4	1/4	Chord	4/4	2	1	3/16		1/8	3/2	787												
44	44	695/4	695/4	0.125	7/16	7/16	Chord	4/4	2	1	1/32		1/32	1	788												
44	44	1391/8	1391/8	0.125	15/32	15/32	Chord	4/4	2	1	1/32		1/32	1	789												
44	44	174	174	0.75	1/2	1/2	Chord	4/4	2	1	3/16		1/8	3/2	790												
44	44	699/4	699/4	0.125	11/16	11/16	Chord	4/4	2	1	1/32		1/32	1	791												
44	44	1399/8	1399/8	0.125	23/32	23/32	Chord	4/4	2	1	1/32		1/32	1	792												
44	44	175	175	0.75	3/4	3/4	Chord	4/4	2	1	3/16		1/8	3/2	793												
44	44	703/4	703/4	0.125	15/16	15/16	Chord	4/4	2	1	1/32		1/32	1	794												
44	44	1407/8	1407/8	0.125	31/32	31/32	Chord	4/4	2	1	1/32		1/32	1	795												
45	45	176	176	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	796												
45	45	177	177	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	797												
45	45	179	179	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	798												
45	45	176	176	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	799												
45	45	178	178	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	800												
46	46	361/2	361/2	0.0	1/8	1/8	Dynamic	4/4	1	1	0					p											
46	46	361/2	361/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	801										46		
46	46	181	181	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	802										46		
46	46	363/2	363/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	803										46		
46	46	182	182	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	804										46		
46	46	365/2	365/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	805										46		
46	46	183	183	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	806										46		
46	46	367/2	367/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	807												
46	46	180	180	0.0	0	0	Dynamic	4/4	2	1	0					p											
46	46	180	180	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	808												
47	47	369/2	369/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	809										47		
47	47	185	185	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	810										47		
47	47	371/2	371/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	811										47		
47	47	186	186	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	812										47		
47	47	373/2	373/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	813										47		
47	47	187	187	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	814										47		
47	47	375/2	375/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	815												
47	47	184	184	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	816												
48	48	188	188	0.0	0	0	Dynamic	4/4	1	1	0					f											
48	48	188	188	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	817										48		
48	48	753/4	753/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	818										48		
48	48	377/2	377/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	819										48		
48	48	755/4	755/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	820												
48	48	189	189	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	821										49		
48	48	757/4	757/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	822										49		
48	48	379/2	379/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	823										49		
48	48	759/4	759/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	824												
48	48	190	190	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	825										50		
48	48	761/4	761/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	826										50		
48	48	381/2	381/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	827										50		
