mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill	crescendo_hairpin
90	90	1437/4	1437/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1633												
90	90	719/2	719/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1634												
90	90	1439/4	1439/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1635												
91	91	360	360	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1636		articStaccatoAbove										
91	91	721/2	721/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1637		articStaccatoAbove										
91	91	361	361	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1638		articStaccatoAbove										
91	91	723/2	723/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1639		articStaccatoAbove										
91	91	362	362	0.0	1/2	1/2	Chord	4/4	1	1	0	grace16	1/16	1	1640												
91	91	362	362	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1641												
91	91	725/2	725/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1642												
91	91	1451/4	1451/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1643												
91	91	363	363	0.0	3/4	3/4	Chord	4/4	1	1	0	grace16	1/16	1	1644												
91	91	363	363	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1645												
91	91	727/2	727/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1646												
91	91	1455/4	1455/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1647												
91	91	360	360	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	1648												
91	91	1441/4	1441/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1649												
91	91	721/2	721/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1650												
91	91	1443/4	1443/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1651												
91	91	361	361	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1652												
91	91	1445/4	1445/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1653												
91	91	723/2	723/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1654												
91	91	1447/4	1447/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1655												
91	91	362	362	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1656												
91	91	1449/4	1449/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1657												
91	91	725/2	725/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1658												
91	91	1451/4	1451/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1659												
91	91	363	363	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1660												
91	91	1453/4	1453/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1661												
91	91	727/2	727/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1662												
91	91	1455/4	1455/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1663												
92	92	364	364	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1664												
92	92	365	365	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1665										90		
92	92	1461/4	1461/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1666										90		
92	92	731/2	731/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1667										90		
92	92	1463/4	1463/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1668												
92	92	366	366	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1669												
92	92	364	364	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1670												
92	92	365	365	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1671												
92	92	366	366	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1672												
93	93	368	368	0.0	0	0	Dynamic	4/4	1	1	0					p											
93	93	368	368	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1673												
93	93	369	369	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1674										91		
93	93	739/2	739/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1675												
93	93	370	370	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1676										92		
93	93	741/2	741/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1677										92		
93	93	371	371	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1678										92, 93		
93	93	743/2	743/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1679												
94	94	372	372	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1680		ornamentTrill								94		
94	94	745/2	745/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1681												
94	94	373	373	1.5	1/4	1/4	Chord	4/4	1	1	3/8		1/4	3/2	1682												
94	94	749/2	749/2	0.0	5/8	5/8	Chord	4/4	1	1	0	grace16	1/16	1	1683												
94	94	749/2	749/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1684		ornamentTrill								95		
94	94	1499/4	1499/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1685										95		
94	94	375	375	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1686												
94	94	751/2	751/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1687		articStaccatissimoBelow										
94	94	372	372	0.0	0	0	Dynamic	4/4	2	1	0					p											
94	94	372	372	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1688												
94	94	745/2	745/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1689												
94	94	373	373	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1690												
94	94	747/2	747/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1691												
94	94	374	374	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1692												
94	94	749/2	749/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1693												
94	94	375	375	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1694												
94	94	751/2	751/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1695												
95	95	376	376	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1696										96		
95	95	753/2	753/2	1.0	1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	1697										96		
95	95	755/2	755/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1698												
95	95	378	378	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1699										97		
95	95	757/2	757/2	1.0	5/8	5/8	Chord	4/4	1	1	1/4		1/4	1	1700										97		
95	95	759/2	759/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1701												
95	95	376	376	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1702												
95	95	753/2	753/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1703												
95	95	377	377	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1704												
95	95	755/2	755/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1705												
95	95	378	378	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1706												
95	95	757/2	757/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1707												
95	95	379	379	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1708												
95	95	759/2	759/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1709												
96	96	380	380	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1710										98		
96	96	1521/4	1521/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1711										98		
96	96	761/2	761/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1712										98		
96	96	1523/4	1523/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1713										98		
96	96	381	381	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1714										98		
96	96	1525/4	1525/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1715										98		
96	96	763/2	763/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1716										98		
96	96	1527/4	1527/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1717												
96	96	382	382	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1718										99		
96	96	1529/4	1529/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1719										99		
96	96	765/2	765/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1720										99		
96	96	1531/4	1531/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1721										99		
96	96	383	383	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1722										99		
96	96	1533/4	1533/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1723										99		
96	96	767/2	767/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1724										99		
96	96	1535/4	1535/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1725												
96	96	380	380	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1726												
96	96	761/2	761/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1727												
96	96	381	381	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1728												
96	96	763/2	763/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1729												
96	96	382	382	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1730												
97	97	384	384	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1731										100		
97	97	1537/4	1537/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1732										100		
97	97	769/2	769/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1733										100		
97	97	1539/4	1539/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1734										100		
97	97	385	385	0.0	1/4	1/4	StaffText	4/4	1	1	0							cresc.							100		
97	97	385	385	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1735										100		
97	97	1541/4	1541/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1736										100		
97	97	771/2	771/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1737										100		
97	97	1543/4	1543/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1738										100		
97	97	386	386	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1739										100		
97	97	1545/4	1545/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1740										100		
97	97	773/2	773/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1741										100		
97	97	1547/4	1547/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1742										100		
97	97	387	387	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1743										100		
97	97	1549/4	1549/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1744										100		
97	97	775/2	775/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1745										100		
97	97	1551/4	1551/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1746												
98	98	388	388	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1747										101		
98	98	1553/4	1553/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1748										101		
98	98	777/2	777/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1749										101		
98	98	1555/4	1555/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1750										101		
98	98	389	389	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1751										101		
98	98	1557/4	1557/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1752										101		
98	98	779/2	779/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1753										101		
98	98	1559/4	1559/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1754												
98	98	390	390	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1755										102		
98	98	781/2	781/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1756										102		
98	98	391	391	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1757										102		
98	98	783/2	783/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1758												
99	99	392	392	0.0	0	0	Dynamic	4/4	1	1	0					p											
99	99	392	392	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1759										103		
99	99	785/2	785/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1760										103		
99	99	1571/4	1571/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1761												
99	99	393	393	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1762												
99	99	394	394	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1763												
99	99	1577/4	1577/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1764										104		
99	99	789/2	789/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1765										104		
99	99	1579/4	1579/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1766										104		
99	99	395	395	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1767												
99	99	791/2	791/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1768		articStaccatissimoAbove										
99	99	392	392	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1769												
99	99	785/2	785/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1770												
99	99	393	393	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1771												
99	99	787/2	787/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1772												
99	99	394	394	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1773												
99	99	789/2	789/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1774												
99	99	395	395	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1775												
99	99	791/2	791/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1776												
100	100	396	396	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1777												
100	100	793/2	793/2	1.0	1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	1778												
100	100	795/2	795/2	1.0	3/8	3/8	Chord	4/4	1	1	1/4		1/4	1	1779												
100	100	797/2	797/2	1.0	5/8	5/8	Chord	4/4	1	1	1/4		1/4	1	1780												
100	100	799/2	799/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1781												
100	100	396	396	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1782												
100	100	793/2	793/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1783												
100	100	397	397	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1784												
100	100	795/2	795/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1785												
100	100	398	398	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1786												
100	100	797/2	797/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1787												
100	100	399	399	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1788												
100	100	799/2	799/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1789												
101	101	400	400	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1790												
101	101	801/2	801/2	1.0	1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	1791												
101	101	803/2	803/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1792												
101	101	402	402	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1793												
101	101	1609/4	1609/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1794										105		
101	101	805/2	805/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1795										105		
101	101	1611/4	1611/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1796												
101	101	403	403	0.0	3/4	3/4	Chord	4/4	1	1	0	grace16	1/16	1	1797												
101	101	403	403	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1798										106		
101	101	807/2	807/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1799										106		
101	101	1615/4	1615/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1800												
101	101	400	400	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1801												
101	101	801/2	801/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1802												
101	101	401	401	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1803												
101	101	803/2	803/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1804												
101	101	402	402	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1805												
102	102	404	404	0.0	0	0	Dynamic	4/4	1	1	0					f											
102	102	404	404	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1806												
102	102	1617/4	1617/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1807												
102	102	809/2	809/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1808												
102	102	1619/4	1619/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1809												
102	102	405	405	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1810												
102	102	1621/4	1621/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1811												
102	102	811/2	811/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1812												
102	102	1623/4	1623/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1813												
102	102	406	406	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1814												
102	102	1625/4	1625/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1815												
102	102	813/2	813/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1816												
102	102	1627/4	1627/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1817												
102	102	407	407	0.0	3/4	3/4	Chord	4/4	1	1	0	grace16	1/16	1	1818												
102	102	407	407	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1819										107		
102	102	815/2	815/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1820										107		
102	102	1631/4	1631/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1821												
102	102	404	404	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1822												
102	102	809/2	809/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1823												
102	102	405	405	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1824												
102	102	811/2	811/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1825												
102	102	406	406	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1826												
103	103	408	408	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1827												
103	103	1633/4	1633/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1828												
103	103	817/2	817/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1829												
103	103	1635/4	1635/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1830												
103	103	409	409	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1831												
103	103	1637/4	1637/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1832												
103	103	819/2	819/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1833												
103	103	1639/4	1639/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1834												
103	103	410	410	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1835												
103	103	1641/4	1641/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1836												
103	103	821/2	821/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1837												
103	103	1643/4	1643/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1838												
103	103	411	411	0.0	3/4	3/4	Chord	4/4	1	1	0	grace16	1/16	1	1839												
103	103	411	411	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1840										108		
103	103	823/2	823/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1841										108		
103	103	1647/4	1647/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1842												
103	103	408	408	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1843												
103	103	817/2	817/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1844												
103	103	409	409	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1845												
103	103	819/2	819/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1846												
103	103	410	410	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1847												
104	104	412	412	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1848												
104	104	1649/4	1649/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1849												
104	104	825/2	825/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1850												
104	104	1651/4	1651/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1851												
104	104	413	413	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1852												
104	104	1653/4	1653/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1853												
104	104	827/2	827/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1854												
104	104	1655/4	1655/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1855												
104	104	414	414	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1856												
104	104	1657/4	1657/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1857												
104	104	829/2	829/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1858												
104	104	1659/4	1659/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1859												
104	104	415	415	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1860												
104	104	1661/4	1661/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1861												
104	104	831/2	831/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1862												
104	104	1663/4	1663/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1863												
104	104	412	412	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1864												
104	104	825/2	825/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1865												
104	104	413	413	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1866												
104	104	827/2	827/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1867												
104	104	414	414	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1868												
105	105	416	416	0.5	0	0	Chord	4/4	1	2	1/8		1/8	1	1869												
105	105	833/2	833/2	1.0	1/8	1/8	Chord	4/4	1	2	1/4		1/4	1	1870												
105	105	835/2	835/2	1.0	3/8	3/8	Chord	4/4	1	2	1/4		1/4	1	1871												
105	105	837/2	837/2	1.0	5/8	5/8	Chord	4/4	1	2	1/4		1/4	1	1872												
105	105	839/2	839/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	1873												
105	105	416	416	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	1874												
105	105	1665/4	1665/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1875												
105	105	833/2	833/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1876												
105	105	1667/4	1667/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1877												
105	105	417	417	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1878												
105	105	1669/4	1669/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1879												
105	105	835/2	835/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1880												
105	105	1671/4	1671/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1881												
105	105	418	418	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1882												
105	105	1673/4	1673/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1883												
105	105	837/2	837/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1884												
105	105	1675/4	1675/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1885												
105	105	419	419	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1886												
105	105	1677/4	1677/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1887												
105	105	839/2	839/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1888												
105	105	1679/4	1679/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1889												
106	106	422	422	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1890										109		
106	106	845/2	845/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1891												
106	106	847/2	847/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1892												
106	106	420	420	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	1893												
106	106	843/2	843/2	0.0	3/8	3/8	Dynamic	4/4	1	2	0					p											
106	106	843/2	843/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	1894		articStaccatissimoBelow										
106	106	422	422	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	1895										110		
106	106	423	423	1.0	3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	1896												
106	106	420	420	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1897												
106	106	841/2	841/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1898												
106	106	421	421	0.0	1/4	1/4	Dynamic	4/4	2	1	0					p											
106	106	421	421	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1899												
106	106	843/2	843/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1900												
106	106	422	422	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1901												
106	106	845/2	845/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1902												
106	106	423	423	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1903												
106	106	847/2	847/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1904												
107	107	424	424	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1905										111		
107	107	849/2	849/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1906												
