mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
65	59	118	118	0.0		1/4	1/4	Chord	2/4	2	1	0	grace32	1/32	1	586									
65	59	118	118	0.0		1/4	1/4	Chord	2/4	2	1	0	grace32	1/32	1	587									
65	59	118	118	0.0		1/4	1/4	Chord	2/4	2	1	0	grace32	1/32	1	588									
65	59	118	118	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	589									
65	59	237/2	237/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	590									
66	60	119	119	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	591									
66	60	239/2	239/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	592									
66	60	120	120	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	593									
66	60	241/2	241/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	594									
66	60	119	119	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	595									
66	60	119	119	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	596									
66	60	119	119	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	597									
66	60	119	119	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	598									
66	60	239/2	239/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	599									
66	60	120	120	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	600									
66	60	241/2	241/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	601									
67	61	121	121	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	602									
67	61	122	122	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	603									
67	61	245/2	245/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	604									
67	61	121	121	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	605									
67	61	121	121	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	606									
67	61	121	121	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	607									
67	61	121	121	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	608									
67	61	243/2	243/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	609									
67	61	122	122	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	610									
67	61	245/2	245/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	611									
68	62	123	123	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	612									
68	62	247/2	247/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	613									
68	62	124	124	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	614									
68	62	249/2	249/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	615									
68	62	123	123	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	616									
68	62	123	123	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	617									
68	62	123	123	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	618									
68	62	123	123	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	619									
68	62	247/2	247/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	620									
68	62	124	124	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	621									
68	62	249/2	249/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	622									
69	63	125	125	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	623									
69	63	251/2	251/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	624									
69	63	126	126	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	625									
69	63	253/2	253/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	626									
69	63	125	125	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	627									
69	63	125	125	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	628									
69	63	125	125	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	629									
69	63	125	125	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	630									
69	63	251/2	251/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	631									
69	63	126	126	0.0		1/4	1/4	Chord	2/4	2	1	0	grace32	1/32	1	632									
69	63	126	126	0.0		1/4	1/4	Chord	2/4	2	1	0	grace32	1/32	1	633									
69	63	126	126	0.0		1/4	1/4	Chord	2/4	2	1	0	grace32	1/32	1	634									
69	63	126	126	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	635									
69	63	253/2	253/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	636									
70	64	127	127	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	637									
70	64	127	127	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	638									
71	64	128	128	0.0		0	1/4	Dynamic	2/4	1	1	0					p								
71	64	128	128	0.0		0	1/4	Chord	2/4	1	1	0	grace16	1/16	1	639									
71	64	128	128	0.5		0	1/4	Chord	2/4	1	1	1/8		1/8	1	640									
71	64	257/2	257/2	0.25		1/8	3/8	Chord	2/4	1	1	1/16		1/16	1	641									
71	64	515/4	515/4	0.25		3/16	7/16	Chord	2/4	1	1	1/16		1/16	1	642									
72	65	129	129	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	643									
72	65	130	130	0.0		1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	1	644									
72	65	130	130	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	645									
72	65	261/2	261/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	646									
72	65	523/4	523/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	647									
72	65	129	129	0.0		0	0	Dynamic	2/4	2	1	0					p								
72	65	129	129	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	648									11
72	65	259/2	259/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	649									
72	65	130	130	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	650									
72	65	261/2	261/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	651									
73	66	131	131	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	652									
73	66	132	132	0.0		1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	1	653									
73	66	132	132	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	654									
73	66	265/2	265/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	655									
73	66	531/4	531/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	656									
73	66	131	131	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	657									12
73	66	263/2	263/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	658									
73	66	132	132	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	659									
73	66	265/2	265/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	660									
74	67	133	133	0.0		0	0	Chord	2/4	1	1	0	grace16	1/16	1	661									
74	67	133	133	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	662									
74	67	267/2	267/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	663									
74	67	535/4	535/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	664									
74	67	134	134	0.0		1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	1	665									
74	67	134	134	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	666									
74	67	269/2	269/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	667									
74	67	539/4	539/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	668									
74	67	133	133	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	669									
74	67	267/2	267/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	670									
74	67	134	134	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	671									
74	67	269/2	269/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	672									
75	68	135	135	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	673									
75	68	136	136	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	674									
75	68	273/2	273/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	675									
75	68	135	135	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	676									13
75	68	271/2	271/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	677									
75	68	136	136	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	678									
75	68	273/2	273/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	679									
76	69	137	137	0.0		0	0	Chord	2/4	1	1	0	grace16	1/32	1	680									
76	69	137	137	0.0		0	0	Chord	2/4	1	1	0	grace16	1/32	1	681									
76	69	137	137	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	682									
76	69	275/2	275/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	683									
76	69	138	138	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	684									
76	69	277/2	277/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	685									
76	69	137	137	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	686									
76	69	275/2	275/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	687									
76	69	138	138	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	688									
76	69	277/2	277/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	689									
77	70	139	139	0.0		0	0	Chord	2/4	1	1	0	grace16	1/32	1	690									
77	70	139	139	0.0		0	0	Chord	2/4	1	1	0	grace16	1/32	1	691									
77	70	139	139	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	692									
77	70	279/2	279/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	693									
77	70	140	140	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	694									
77	70	281/2	281/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	695									
77	70	139	139	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	696									
77	70	279/2	279/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	697									
77	70	140	140	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	698									
77	70	281/2	281/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	699									
78	71	141	141	0.0		0	0	Chord	2/4	1	1	0	grace16	1/32	1	700									
78	71	141	141	0.0		0	0	Chord	2/4	1	1	0	grace16	1/32	1	701									
78	71	141	141	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	702									
78	71	283/2	283/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	703									
78	71	142	142	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	704									
78	71	285/2	285/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	705									
78	71	141	141	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	706									
78	71	283/2	283/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	707									
78	71	142	142	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	708									
78	71	285/2	285/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	709									
79	72	143	143	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	710									
79	72	143	143	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	711									
80	72	144	144	0.5		0	1/4	Chord	2/4	1	1	1/8		1/8	1	712									
80	72	289/2	289/2	0.5		1/8	3/8	Chord	2/4	1	1	1/8		1/8	1	713									
81	73	145	145	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	714									
81	73	291/2	291/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	715									
81	73	146	146	0.0		1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	1	716									
81	73	146	146	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	717									
81	73	293/2	293/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	718									
81	73	587/4	587/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	719									
81	73	145	145	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	720									
81	73	291/2	291/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	721									
81	73	146	146	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	722									
81	73	293/2	293/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	723									
82	74	147	147	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	724									
82	74	148	148	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	725									
82	74	297/2	297/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	726									
82	74	147	147	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	727									
82	74	295/2	295/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	728									
82	74	147	147	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	729									
83	75	149	149	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	730									
83	75	299/2	299/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	731									
83	75	150	150	0.0		1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	1	732									
83	75	150	150	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	733									
83	75	301/2	301/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	734									
83	75	603/4	603/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	735									
83	75	149	149	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	736									
83	75	299/2	299/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	737									
83	75	150	150	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	738									
83	75	301/2	301/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	739									
84	76	151	151	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	740									
84	76	152	152	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	741									
84	76	305/2	305/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	742									
84	76	151	151	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	743									
85	77	153	153	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	744									
85	77	307/2	307/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	745									
85	77	154	154	0.0		1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	1	746									
85	77	154	154	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	747									
85	77	309/2	309/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	748									
85	77	619/4	619/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	749									
85	77	153	153	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	750									
85	77	307/2	307/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	751									
85	77	154	154	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	752									
85	77	309/2	309/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	753									
86	78	155	155	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	754									
86	78	156	156	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	755									
86	78	313/2	313/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	756									
86	78	155	155	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	757									
86	78	311/2	311/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	758									
86	78	155	155	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	759									
87	79	157	157	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	760									
87	79	315/2	315/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	761									
87	79	158	158	0.0		1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	1	762									
87	79	158	158	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	763									
87	79	317/2	317/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	764									
87	79	635/4	635/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	765									
87	79	157	157	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	766									
87	79	315/2	315/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	767									
87	79	158	158	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	768									
87	79	317/2	317/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	769									
88	80	159	159	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	770									
88	80	160	160	0.0		1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	1	771									
88	80	160	160	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	772									
88	80	321/2	321/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	773									
88	80	643/4	643/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	774									
88	80	159	159	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	775									
89	81	161	161	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	776									
89	81	162	162	0.0		1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	1	777									
89	81	162	162	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	778									
89	81	325/2	325/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	779									
89	81	651/4	651/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	780									
89	81	161	161	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	781									14
89	81	323/2	323/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	782									
89	81	162	162	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	783									
89	81	325/2	325/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	784									
90	82	163	163	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	785									
90	82	164	164	0.0		1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	1	786									
90	82	164	164	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	787									
90	82	329/2	329/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	788									
90	82	659/4	659/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	789									
90	82	163	163	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	790									15
90	82	327/2	327/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	791									
90	82	164	164	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	792									
90	82	329/2	329/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	793									
91	83	165	165	0.0		0	0	Chord	2/4	1	1	0	grace16	1/16	1	794									
91	83	165	165	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	795									
91	83	331/2	331/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	796									
91	83	663/4	663/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	797									
91	83	166	166	0.0		1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	1	798									
91	83	166	166	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	799									
91	83	333/2	333/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	800									
91	83	667/4	667/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	801									
91	83	165	165	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	802									
91	83	331/2	331/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	803									
91	83	166	166	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	804									
91	83	333/2	333/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	805									
92	84	167	167	0.0		0	0	Dynamic	2/4	1	1	0					f								
92	84	167	167	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	806									
92	84	168	168	0.0		1/4	1/4	Dynamic	2/4	1	1	0					p								
92	84	168	168	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	807									
92	84	337/2	337/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	808									
92	84	167	167	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	809									16
92	84	335/2	335/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	810									
92	84	168	168	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	811									
92	84	337/2	337/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	812									
93	85	169	169	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	813									
93	85	339/2	339/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	814									
93	85	170	170	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	815									
93	85	341/2	341/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	816									
93	85	169	169	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	817									
93	85	339/2	339/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	818									
93	85	170	170	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	819									
93	85	341/2	341/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	820									
94	86	171	171	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	821									
94	86	343/2	343/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	822									
94	86	172	172	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	823									
94	86	345/2	345/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	824									
94	86	171	171	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	825									
94	86	343/2	343/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	826									
94	86	172	172	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	827									
94	86	345/2	345/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	828									
95	87	173	173	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	829									
95	87	174	174	0.75		1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	830		ornamentTrill							
95	87	699/4	699/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	831									
95	87	1399/8	1399/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	832									
95	87	173	173	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	833									
95	87	347/2	347/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	834									
95	87	174	174	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	835									
95	87	349/2	349/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	836									
96	88	175	175	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	837									
96	88	175	175	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	838									
97	88	176	176	0.25		0	1/4	Chord	2/4	1	1	1/16		1/16	1	839									
97	88	705/4	705/4	0.25		1/16	5/16	Chord	2/4	1	1	1/16		1/16	1	840									
97	88	353/2	353/2	0.25		1/8	3/8	Chord	2/4	1	1	1/16		1/16	1	841									
97	88	707/4	707/4	0.25		3/16	7/16	Chord	2/4	1	1	1/16		1/16	1	842									
97	88	176	176	0.0		0	1/4	Dynamic	2/4	2	1	0					f								
98	89	177	177	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	843									
98	89	709/4	709/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	844									
98	89	178	178	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	845									
98	89	713/4	713/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	846									
98	89	357/2	357/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	847									
98	89	715/4	715/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	848									
98	89	177	177	0.0		0	0	Dynamic	2/4	2	1	0					f								
98	89	177	177	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	849									
98	89	177	177	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	850									
98	89	177	177	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	851									
98	89	177	177	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	852									
98	89	355/2	355/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	853									
98	89	178	178	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	854									
98	89	357/2	357/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	855									
99	90	179	179	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	856									
99	90	717/4	717/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	857									
99	90	359/2	359/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	858									
99	90	719/4	719/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	859									
99	90	180	180	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	860									
99	90	721/4	721/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	861									
99	90	361/2	361/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	862									
99	90	723/4	723/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	863									
99	90	179	179	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	864									
99	90	179	179	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	865									
99	90	179	179	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	866									
99	90	179	179	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	867									
99	90	359/2	359/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	868									
99	90	180	180	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	869									
99	90	361/2	361/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	870									
100	91	181	181	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	871									
100	91	725/4	725/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	872									
100	91	363/2	363/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	873									
100	91	727/4	727/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	874									
100	91	182	182	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	875									
100	91	729/4	729/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	876									
100	91	365/2	365/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	877									
100	91	731/4	731/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	878									
100	91	181	181	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	879									
100	91	181	181	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	880									
100	91	181	181	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	881									
100	91	181	181	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	882									
100	91	363/2	363/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	883									
