mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_line	crescendo_hairpin
94	94	186	186	0.0	0	0	Dynamic	2/4	1	1	0					f										
94	94	186	186	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	1315											
94	94	186	186	1.5	0	0	Chord	2/4	1	1	3/8		1/4	3/2	1316											
94	94	375/2	375/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1317		ornamentTrill							180		
94	94	751/4	751/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1318									180		
94	94	1503/8	1503/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1319											
94	94	186	186	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1320											
94	94	373/2	373/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1321											
94	94	187	187	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1322											
94	94	375/2	375/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1323											
94	94	186	186	0.25	0	0	Chord	2/4	2	2	1/16		1/16	1	1324											
94	94	745/4	745/4	0.25	1/16	1/16	Chord	2/4	2	2	1/16		1/16	1	1325											
94	94	373/2	373/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	1326											
94	94	747/4	747/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16		1/16	1	1327											
94	94	187	187	0.25	1/4	1/4	Chord	2/4	2	2	1/16		1/16	1	1328											
94	94	749/4	749/4	0.25	5/16	5/16	Chord	2/4	2	2	1/16		1/16	1	1329											
94	94	375/2	375/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16		1/16	1	1330											
94	94	751/4	751/4	0.25	7/16	7/16	Chord	2/4	2	2	1/16		1/16	1	1331											
95	95	188	188	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1332									181		
95	95	377/2	377/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1333											
95	95	188	188	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1334											
95	95	753/4	753/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1335									182		
95	95	377/2	377/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1336									182		
95	95	755/4	755/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1337											
95	95	189	189	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1338									183		
95	95	757/4	757/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1339									183		
95	95	379/2	379/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1340									183		
95	95	759/4	759/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1341											
96	96	190	190	0.0	0	0	Dynamic	2/4	1	1	0					p										
96	96	190	190	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	1342											
96	96	1521/8	1521/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	1343											
96	96	761/4	761/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1344											
96	96	1523/8	1523/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1345											
96	96	381/2	381/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	1346											
96	96	1525/8	1525/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	1347											
96	96	763/4	763/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1348											
96	96	1527/8	1527/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1349											
96	96	191	191	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1350											
96	96	190	190	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1351											
96	96	761/4	761/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1352											
96	96	381/2	381/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1353											
96	96	763/4	763/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1354											
96	96	191	191	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1355											
96	96	765/4	765/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1356											
96	96	383/2	383/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1357											
96	96	767/4	767/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1358											
97	97	192	192	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	1359											
97	97	1537/8	1537/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	1360											
97	97	769/4	769/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1361											
97	97	1539/8	1539/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1362											
97	97	385/2	385/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	1363											
97	97	1541/8	1541/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	1364											
97	97	771/4	771/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1365											
97	97	1543/8	1543/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1366											
97	97	193	193	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1367											
97	97	192	192	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1368											
97	97	769/4	769/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1369											
97	97	385/2	385/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1370											
97	97	771/4	771/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1371											
97	97	193	193	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1372											
97	97	773/4	773/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1373											
97	97	387/2	387/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1374											
97	97	775/4	775/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1375											
98	98	194	194	0.0	0	0	Dynamic	2/4	1	1	0					f										
98	98	194	194	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1376									184		
98	98	777/4	777/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1377											
98	98	389/2	389/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1378		articStaccatoAbove									
98	98	779/4	779/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1379		articStaccatoAbove									
98	98	195	195	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1380									185		
98	98	781/4	781/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1381											
98	98	391/2	391/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1382		articStaccatoAbove									
98	98	783/4	783/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1383		articStaccatoAbove									
98	98	194	194	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1384											
98	98	389/2	389/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1385											
98	98	195	195	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1386											
98	98	391/2	391/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1387											
98	98	194	194	0.25	0	0	Chord	2/4	2	2	1/16		1/16	1	1388											
98	98	777/4	777/4	0.25	1/16	1/16	Chord	2/4	2	2	1/16		1/16	1	1389											
98	98	389/2	389/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	1390											
98	98	779/4	779/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16		1/16	1	1391											
98	98	195	195	0.25	1/4	1/4	Chord	2/4	2	2	1/16		1/16	1	1392											
98	98	781/4	781/4	0.25	5/16	5/16	Chord	2/4	2	2	1/16		1/16	1	1393											
98	98	391/2	391/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16		1/16	1	1394											
98	98	783/4	783/4	0.25	7/16	7/16	Chord	2/4	2	2	1/16		1/16	1	1395											
99	99	196	196	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	1396									186		
99	99	1569/8	1569/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	1397									186		
99	99	785/4	785/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1398									186		
99	99	1571/8	1571/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1399									186		
99	99	393/2	393/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	1400									186		
99	99	1573/8	1573/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	1401									186		
99	99	787/4	787/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1402									186		
99	99	1575/8	1575/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1403									186		
99	99	197	197	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	1404									186		
99	99	1577/8	1577/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1405									186		
99	99	789/4	789/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1406									186		
99	99	1579/8	1579/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1407									186		
99	99	395/2	395/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1408											
99	99	791/4	791/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1409		articStaccatoAbove									
99	99	196	196	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	1410											
100	100	198	198	0.0	0	0	Dynamic	2/4	1	1	0					p										
100	100	1585/8	1585/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	1411									187		
100	100	793/4	793/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1412									187		
100	100	1587/8	1587/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1413											
100	100	1589/8	1589/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	1414									188		
100	100	795/4	795/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1415									188		
100	100	1591/8	1591/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1416											
100	100	1593/8	1593/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1417									189		
100	100	797/4	797/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1418									189		
100	100	1595/8	1595/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1419											
100	100	1597/8	1597/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	1420									190		
100	100	799/4	799/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1421									190		
100	100	1599/8	1599/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1422											
100	100	198	198	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1423											
100	100	397/2	397/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1424											
100	100	199	199	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1425											
100	100	399/2	399/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1426											
101	101	200	200	0.0	0	0	Dynamic	2/4	1	1	0					f										
101	101	200	200	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	1427									191		
101	101	1601/8	1601/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	1428									191		
101	101	801/4	801/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1429									191		
101	101	1603/8	1603/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1430									191		
101	101	401/2	401/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	1431									191		
101	101	1605/8	1605/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	1432									191		
101	101	803/4	803/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1433									191		
101	101	1607/8	1607/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1434									191		
101	101	201	201	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	1435									191		
101	101	1609/8	1609/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1436									191		
101	101	805/4	805/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1437									191		
101	101	1611/8	1611/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1438									191		
101	101	403/2	403/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1439											
101	101	807/4	807/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1440		articStaccatoAbove									
101	101	200	200	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	1441											
102	102	202	202	0.0	0	0	Dynamic	2/4	1	1	0					p										
102	102	1617/8	1617/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	1442									192		
102	102	809/4	809/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1443									192		
102	102	1619/8	1619/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1444											
102	102	1621/8	1621/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	1445									193		
102	102	811/4	811/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1446									193		
102	102	1623/8	1623/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1447											
102	102	1625/8	1625/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1448									194		
102	102	813/4	813/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1449									194		
102	102	1627/8	1627/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1450											
102	102	1629/8	1629/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	1451		articStaccatoAbove									
102	102	815/4	815/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1452		articStaccatoAbove									
102	102	1631/8	1631/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1453		articStaccatoAbove									
102	102	202	202	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1454		articStaccatoAbove									
102	102	405/2	405/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1455		articStaccatoAbove									
102	102	203	203	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1456		articStaccatoAbove									
102	102	407/2	407/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1457		articStaccatoAbove									
103	103	204	204	0.0	0	0	Dynamic	2/4	1	1	0					f										
103	103	204	204	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1458		articStaccatoAbove									
103	103	817/4	817/4	0.5	1/16	1/16	Chord	2/4	1	1	1/8		1/8	1	1459									195		
103	103	819/4	819/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1460									195		
103	103	1639/8	1639/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1461									195		
103	103	205	205	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1462											
103	103	821/4	821/4	0.5	5/16	5/16	Chord	2/4	1	1	1/8		1/8	1	1463									196		
103	103	823/4	823/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1464									196		
103	103	1647/8	1647/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1465											
103	103	204	204	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1466		articStaccatoAbove									
103	103	817/4	817/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1467									197		
103	103	409/2	409/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1468									197		
103	103	819/4	819/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1469									197		
103	103	205	205	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1470											
103	103	821/4	821/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1471									198		
103	103	411/2	411/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1472									198		
103	103	823/4	823/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1473											
104	104	206	206	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1474									199		
104	104	825/4	825/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1475											
104	104	413/2	413/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1476		articStaccatoAbove									
104	104	827/4	827/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1477		articStaccatoAbove									
104	104	207	207	0.0	1/4	1/4	Chord	2/4	1	1	0	grace32	1/32	1	1478											
104	104	207	207	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1479											
104	104	829/4	829/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1480											
104	104	1659/8	1659/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1481											
104	104	415/2	415/2	0.0	3/8	3/8	Dynamic	2/4	1	1	0					p										
104	104	415/2	415/2	0.0	3/8	3/8	Chord	2/4	1	1	0	grace32	1/32	1	1482											
104	104	415/2	415/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1483											
104	104	831/4	831/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1484											
104	104	1663/8	1663/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1485											
104	104	206	206	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1486		articStaccatoAbove									
104	104	413/2	413/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1487		articStaccatoAbove									
104	104	415/2	415/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1488											
105	105	208	208	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	1489									200		
105	105	835/4	835/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1490											
105	105	209	209	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1491											
105	105	208	208	0.75	0	0	Chord	2/4	2	1	3/16		1/8	3/2	1492									201		
105	105	835/4	835/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1493											
105	105	209	209	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1494											
105	105	208	208	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	1495											
105	105	837/4	837/4	0.0	5/16	5/16	Dynamic	2/4	2	2	0					f										
105	105	837/4	837/4	0.25	5/16	5/16	Chord	2/4	2	2	1/16		1/16	1	1496											
105	105	419/2	419/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16		1/16	1	1497											
105	105	839/4	839/4	0.25	7/16	7/16	Chord	2/4	2	2	1/16		1/16	1	1498											
106	106	210	210	0.0	0	0	Chord	2/4	1	1	0	grace32	1/32	1	1499											
106	106	210	210	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1500											
106	106	421/2	421/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	1501									202		
106	106	1685/8	1685/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	1502									202		
106	106	843/4	843/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1503									202		
106	106	1687/8	1687/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1504											
106	106	211	211	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1505									203		
106	106	845/4	845/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1506											
106	106	423/2	423/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	1507									204		
106	106	1693/8	1693/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	1508									204		
106	106	847/4	847/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1509									204		
106	106	1695/8	1695/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1510											
106	106	210	210	0.0	0	0	Dynamic	2/4	2	1	0					p										
106	106	210	210	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1511									205		
106	106	841/4	841/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1512									205		
106	106	421/2	421/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1513											
106	106	211	211	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1514									206		
106	106	845/4	845/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1515									206		
106	106	423/2	423/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1516											
107	107	212	212	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1517									207		
107	107	849/4	849/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1518											
107	107	425/2	425/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1519		articStaccatoAbove									
107	107	851/4	851/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1520		articStaccatoAbove									
107	107	213	213	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1521											
107	107	212	212	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1522									208		
107	107	849/4	849/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1523									208		
107	107	425/2	425/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1524									208		
107	107	851/4	851/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1525									208		
107	107	213	213	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1526									208		
107	107	853/4	853/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1527									208		
107	107	427/2	427/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1528									208		
107	107	855/4	855/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1529											
108	108	214	214	0.0	0	0	Dynamic	2/4	1	1	0					mf										
108	108	214	214	0.0	0	0	Chord	2/4	1	1	0	grace32	1/32	1	1530											
108	108	214	214	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	1531									209		
108	108	859/4	859/4	0.08333333333333333	3/16	3/16	Chord	2/4	1	1	1/48		1/32	2/3	1532									209		
108	108	1289/6	1289/6	0.08333333333333333	5/24	5/24	Chord	2/4	1	1	1/48		1/32	2/3	1533									209		
108	108	2579/12	2579/12	0.08333333333333333	11/48	11/48	Chord	2/4	1	1	1/48		1/32	2/3	1534									209		
108	108	215	215	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1535											
108	108	861/4	861/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1536		articStaccatoAbove									
108	108	431/2	431/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1537		articStaccatoAbove									
108	108	863/4	863/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1538		articStaccatoAbove									
108	108	214	214	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1539									210		
108	108	857/4	857/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1540									210		
108	108	429/2	429/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1541											
108	108	215	215	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1542									211		
108	108	861/4	861/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1543									211		
108	108	431/2	431/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1544											
109	109	216	216	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1545											
109	109	433/2	433/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	1546									212		
109	109	1733/8	1733/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	1547									212		
109	109	867/4	867/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1548									212		
109	109	1735/8	1735/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1549									212		
109	109	217	217	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1550											
109	109	869/4	869/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1551									213		
109	109	435/2	435/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1552									213		
109	109	871/4	871/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1553											
109	109	216	216	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1554									214		
109	109	865/4	865/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1555									214		
109	109	433/2	433/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1556									214		
109	109	867/4	867/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1557									214		
109	109	217	217	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1558									214		
109	109	435/2	435/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1559									214		
109	109	871/4	871/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1560											
110	110	218	218	0.0	0	0	Dynamic	2/4	1	1	0					p										
110	110	218	218	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1561									215		
110	110	873/4	873/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1562											
110	110	437/2	437/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	1563									216		
110	110	1749/8	1749/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	1564									216		
110	110	875/4	875/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1565									216		
110	110	1751/8	1751/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1566											
110	110	219	219	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	1567									217		
110	110	1753/8	1753/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1568									217		
110	110	877/4	877/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1569									217		
110	110	1755/8	1755/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1570									217		
110	110	439/2	439/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	1571									217		
110	110	1757/8	1757/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	1572									217		
110	110	879/4	879/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1573									217		
110	110	1759/8	1759/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1574											
110	110	218	218	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1575									218		
110	110	873/4	873/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1576									218		
110	110	437/2	437/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1577											
110	110	219	219	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1578									219		
