mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill
44	44	693/4	693/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	561										
44	44	347/2	347/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	562										
44	44	695/4	695/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	563										
44	44	174	174	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	564										
45	45	176	176	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	565										
45	45	705/4	705/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	566										
45	45	353/2	353/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	567										
45	45	707/4	707/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	568										
45	45	177	177	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	569										
45	45	178	178	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	570										
45	45	713/4	713/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	571										
45	45	357/2	357/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	572										
45	45	715/4	715/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	573										
45	45	179	179	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	574										
45	45	176	176	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	575										
45	45	353/2	353/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	576										
45	45	177	177	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	577										
45	45	355/2	355/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	578										
45	45	178	178	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	579										
45	45	357/2	357/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	580										
45	45	179	179	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	581										
45	45	359/2	359/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	582										
46	46	180	180	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	583										
46	46	182	182	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	584										
46	46	729/4	729/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	585										
46	46	365/2	365/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	586										
46	46	731/4	731/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	587										
46	46	183	183	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	588										
46	46	733/4	733/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	589										
46	46	367/2	367/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	590										
46	46	735/4	735/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	591										
46	46	180	180	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	592										
46	46	721/4	721/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	593										
46	46	361/2	361/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	594										
46	46	723/4	723/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	595										
46	46	181	181	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	596										
46	46	725/4	725/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	597										
46	46	363/2	363/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	598										
46	46	727/4	727/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	599										
46	46	182	182	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	600										
47	47	184	184	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	601										
47	47	186	186	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	602										
47	47	745/4	745/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	603										
47	47	373/2	373/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	604										
47	47	747/4	747/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	605										
47	47	187	187	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	606										
47	47	749/4	749/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	607										
47	47	375/2	375/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	608										
47	47	751/4	751/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	609										
47	47	184	184	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	610										
47	47	737/4	737/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	611										
47	47	369/2	369/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	612										
47	47	739/4	739/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	613										
47	47	185	185	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	614										
47	47	741/4	741/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	615										
47	47	371/2	371/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	616										
47	47	743/4	743/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	617										
47	47	186	186	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	618										
48	48	188	188	0.0	0	0	Dynamic	4/4	1	1	0					p									
48	48	188	188	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	619									55	
48	48	377/2	377/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	620										
48	48	189	189	0.0	1/4	1/4	Dynamic	4/4	1	1	0					f									
48	48	189	189	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	621										
48	48	190	190	0.0	1/2	1/2	Dynamic	4/4	1	1	0					p									
48	48	190	190	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	622									56	
48	48	381/2	381/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	623										
48	48	191	191	0.0	3/4	3/4	Dynamic	4/4	1	1	0					f									
48	48	191	191	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	624										
48	48	188	188	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	625									57	
48	48	377/2	377/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	626										
48	48	189	189	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	627									58	
48	48	379/2	379/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	628										
48	48	190	190	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	629									59	
48	48	381/2	381/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	630										
48	48	191	191	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	631									60	
48	48	383/2	383/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	632										
49	49	192	192	0.0	0	0	Dynamic	4/4	1	1	0					p									
49	49	192	192	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	633									61	
49	49	385/2	385/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	634										
49	49	193	193	0.0	1/4	1/4	Dynamic	4/4	1	1	0					f									
49	49	193	193	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	635										
49	49	194	194	0.0	1/2	1/2	Dynamic	4/4	1	1	0					p									
49	49	194	194	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	636									62	
49	49	389/2	389/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	637										
49	49	195	195	0.0	3/4	3/4	Dynamic	4/4	1	1	0					f									
49	49	195	195	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	638										
49	49	192	192	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	639									63	
49	49	385/2	385/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	640										
49	49	193	193	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	641									64	
49	49	387/2	387/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	642										
49	49	194	194	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	643									65	
49	49	389/2	389/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	644										
49	49	195	195	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	645									66	
49	49	391/2	391/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	646										
50	50	196	196	0.0	0	0	Dynamic	4/4	1	1	0					f									
50	50	196	196	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	647										
50	50	198	198	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	648										
50	50	199	199	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	649										
50	50	196	196	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	650										
50	50	393/2	393/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	651										
50	50	197	197	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	652										
50	50	395/2	395/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	653										
50	50	198	198	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	654										
50	50	397/2	397/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	655										
50	50	199	199	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	656										
50	50	399/2	399/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	657										
51	51	200	200	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	658										
51	51	201	201	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	659		ornamentTrill							67	
51	51	403/2	403/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	660										
51	51	202	202	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	661		ornamentTrill							68	
51	51	405/2	405/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	662										
51	51	203	203	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	663		ornamentTrill							69	
51	51	407/2	407/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	664										
51	51	200	200	0.5	0	0	Chord	4/4	1	2	1/8		1/8	1	665										
51	51	401/2	401/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	666		articStaccatissimoAbove								
51	51	200	200	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	667										
52	52	204	204	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	668										
52	52	409/2	409/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	669										
52	52	819/4	819/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	670										
52	52	205	205	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	671										
52	52	821/4	821/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	672										
52	52	411/2	411/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	673										
52	52	823/4	823/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	674										
52	52	206	206	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	675										
52	52	825/4	825/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	676										
52	52	413/2	413/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	677										
52	52	827/4	827/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	678										
52	52	207	207	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	679										
52	52	829/4	829/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	680										
52	52	415/2	415/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	681										
52	52	831/4	831/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	682										
52	52	204	204	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	683										
52	52	817/4	817/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	684										
52	52	409/2	409/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	685										
52	52	819/4	819/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	686										
52	52	205	205	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	687										
52	52	821/4	821/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	688										
52	52	411/2	411/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	689										
52	52	823/4	823/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	690										
52	52	206	206	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	691										
52	52	825/4	825/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	692										
52	52	413/2	413/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	693										
52	52	827/4	827/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	694										
52	52	207	207	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	695										
52	52	829/4	829/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	696										
52	52	415/2	415/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	697										
52	52	831/4	831/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	698										
53	53	208	208	0.0	0	0	Spanner	4/4	1	1	0														0
53	53	208	208	4.0	0	0	Chord	4/4	1	1	1		1	1	699										0
53	53	208	208	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	700										
53	53	833/4	833/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	701										
53	53	417/2	417/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	702										
53	53	835/4	835/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	703										
53	53	209	209	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	704										
53	53	837/4	837/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	705										
53	53	419/2	419/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	706										
53	53	839/4	839/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	707										
53	53	210	210	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	708										
53	53	841/4	841/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	709										
53	53	421/2	421/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	710										
53	53	843/4	843/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	711										
53	53	211	211	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	712										
53	53	845/4	845/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	713										
53	53	423/2	423/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	714										
53	53	847/4	847/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	715										
54	54	212	212	0.0	0	0	Spanner	4/4	1	1	0														
54	54	212	212	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	716										
54	54	427/2	427/2	0.0	3/8	3/8	Dynamic	4/4	1	1	0					p									
54	54	427/2	427/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	717									70	
54	54	214	214	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	718									70	
54	54	429/2	429/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	719										
54	54	431/2	431/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	720									71	
54	54	212	212	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	721										
54	54	213	213	0.0	1/4	1/4	Dynamic	4/4	2	1	0					p									
54	54	213	213	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	722		articStaccatissimoBelow								
54	54	214	214	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	723		articStaccatissimoBelow								
54	54	215	215	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	724		articStaccatissimoBelow								
55	55	216	216	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	725									71	
55	55	433/2	433/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	726										
55	55	435/2	435/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	727									72	
55	55	218	218	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	728									72	
55	55	437/2	437/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	729										
55	55	439/2	439/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	730									73	
55	55	216	216	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	731		articStaccatissimoBelow								
55	55	217	217	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	732		articStaccatissimoBelow								
55	55	218	218	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	733		articStaccatissimoBelow								
55	55	219	219	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	734		articStaccatissimoBelow								
56	56	220	220	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	735									73	
56	56	441/2	441/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	736										
56	56	221	221	0.0	1/4	1/4	Dynamic	4/4	1	1	0					f									
56	56	221	221	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	737										
56	56	885/4	885/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	738										
56	56	443/2	443/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	739										
56	56	887/4	887/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	740										
56	56	222	222	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	741										
56	56	889/4	889/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	742										
56	56	445/2	445/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	743										
56	56	891/4	891/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	744										
56	56	223	223	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	745										
56	56	893/4	893/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	746										
56	56	447/2	447/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	747										
56	56	895/4	895/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	748										
56	56	220	220	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	749										
56	56	221	221	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	750										
56	56	222	222	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	751										
56	56	223	223	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	752										
57	57	224	224	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	753										
57	57	897/4	897/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	754										
57	57	449/2	449/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	755										
57	57	899/4	899/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	756										
57	57	225	225	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	757										
57	57	901/4	901/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	758										
57	57	451/2	451/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	759										
57	57	903/4	903/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	760										
57	57	226	226	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	761										
57	57	905/4	905/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	762										
57	57	453/2	453/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	763										
57	57	907/4	907/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	764										
57	57	227	227	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	765										
57	57	909/4	909/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	766										
57	57	455/2	455/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	767										
57	57	911/4	911/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	768										
57	57	224	224	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	769										
57	57	225	225	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	770										
57	57	226	226	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	771										
57	57	227	227	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	772										
58	58	228	228	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	773										
58	58	229	229	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	774										
58	58	230	230	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	775										
58	58	228	228	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	776										
58	58	229	229	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	777										
58	58	230	230	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	778										
59	59	232	232	0.0	0	0	Dynamic	4/4	1	1	0					f									
59	59	232	232	0.0	0	0	Chord	4/4	1	1	0	grace32	1/32	1	779										
59	59	232	232	0.0	0	0	Chord	4/4	1	1	0	grace32	1/32	1	780										
59	59	232	232	0.0	0	0	Chord	4/4	1	1	0	grace32	1/32	1	781										
59	59	232	232	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	782										
59	59	234	234	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	783										
59	59	232	232	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	784										
59	59	234	234	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	785										
60	60	236	236	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	786										
60	60	475/2	475/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	787										
60	60	951/4	951/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	788										
60	60	238	238	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	789										
60	60	236	236	1.5	0	0	Chord	4/4	2	1	3/8		1/4	3/2	790										
60	60	475/2	475/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	791										
60	60	951/4	951/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	792										
60	60	238	238	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	793										
61	61	240	240	0.0	0	0	Dynamic	4/4	1	1	0					p									
61	61	240	240	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	794										
61	61	483/2	483/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	795										
61	61	967/4	967/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	796										
61	61	242	242	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	797										
61	61	240	240	1.5	0	0	Chord	4/4	2	1	3/8		1/4	3/2	798										
61	61	483/2	483/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	799										
61	61	967/4	967/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	800										
61	61	242	242	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	801										
62	62	244	244	0.0	0	0	Dynamic	4/4	1	1	0					pp									
62	62	244	244	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	802										
62	62	491/2	491/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	803										
62	62	983/4	983/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	804										
62	62	246	246	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	805										
62	62	244	244	1.5	0	0	Chord	4/4	2	1	3/8		1/4	3/2	806										
62	62	491/2	491/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	807										
62	62	983/4	983/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	808										
62	62	246	246	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	809										
63	63	249	249	0.0	1/4	1/4	Dynamic	4/4	1	1	0					p									
63	63	249	249	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	810									74	
63	63	250	250	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	811									74	
63	63	251	251	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	812										
63	63	248	248	0.0	0	0	Dynamic	4/4	2	1	0					p									
63	63	248	248	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	813										
63	63	497/2	497/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	814										
63	63	249	249	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	815										
63	63	499/2	499/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	816										
63	63	250	250	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	817										
63	63	501/2	501/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	818										
63	63	251	251	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	819										
63	63	503/2	503/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	820										
64	64	252	252	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	821									75	
64	64	254	254	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	822										
64	64	252	252	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	823										
64	64	505/2	505/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	824										
64	64	253	253	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	825										
64	64	507/2	507/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	826										
64	64	254	254	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	827										
64	64	509/2	509/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	828										
64	64	255	255	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	829										
64	64	511/2	511/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	830										
65	65	1027/4	1027/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	831										
65	65	257	257	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	832		ornamentTrill								
65	65	1031/4	1031/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32		1/32	1	833										
65	65	2063/8	2063/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32		1/32	1	834										
65	65	258	258	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	835									76	
65	65	259	259	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	836										
65	65	256	256	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	837										
65	65	513/2	513/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	838										
65	65	257	257	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	839										
