mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
33	33	521/4	521/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	555										
33	33	261/2	261/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	556										
33	33	523/4	523/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	557										
33	33	131	131	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	558										
33	33	525/4	525/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	559										
33	33	263/2	263/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	560										
33	33	527/4	527/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	561										
34	34	132	132	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	562										
34	34	133	133	0.0	1/4	1/4	Dynamic	4/4	1	1	0					f									
34	34	133	133	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	563										37
34	34	134	134	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	564										37
34	34	135	135	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	565										
34	34	132	132	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	566										
34	34	529/4	529/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	567										
34	34	265/2	265/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	568										
34	34	531/4	531/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	569										
34	34	133	133	0.0	1/4	1/4	Dynamic	4/4	2	1	0					f									
34	34	133	133	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	570										
34	34	533/4	533/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	571										
34	34	267/2	267/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	572										
34	34	535/4	535/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	573										
34	34	134	134	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	574										
34	34	537/4	537/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	575										
34	34	269/2	269/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	576										
34	34	539/4	539/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	577										
34	34	135	135	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	578										
34	34	541/4	541/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	579										
34	34	271/2	271/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	580										
34	34	543/4	543/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	581										
35	35	136	136	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	582										38
35	35	547/4	547/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	583										
35	35	137	137	0.0	1/4	1/4	Chord	4/4	1	1	0	grace16	1/16	1	584										
35	35	137	137	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	585										
35	35	275/2	275/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	586										
35	35	551/4	551/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	587										
35	35	138	138	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	588										39
35	35	139	139	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	589		ornamentTrill								
35	35	136	136	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	590										
35	35	545/4	545/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	591										
35	35	273/2	273/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	592										
35	35	547/4	547/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	593										
35	35	137	137	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	594										
35	35	549/4	549/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	595										
35	35	275/2	275/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	596										
35	35	551/4	551/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	597										
35	35	138	138	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	598										
35	35	553/4	553/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	599										
35	35	277/2	277/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	600										
35	35	555/4	555/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	601										
35	35	139	139	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	602										
35	35	557/4	557/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	603										
35	35	279/2	279/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	604										
35	35	559/4	559/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	605										
36	36	140	140	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	606										
36	36	561/4	561/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	607										
36	36	281/2	281/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	608										
36	36	563/4	563/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	609										
36	36	141	141	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	610										
36	36	565/4	565/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	611										
36	36	283/2	283/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	612										
36	36	567/4	567/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	613										
36	36	142	142	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	614										
36	36	569/4	569/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	615										
36	36	285/2	285/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	616										
36	36	571/4	571/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	617										
36	36	143	143	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	618										
36	36	573/4	573/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	619										
36	36	287/2	287/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	620										
36	36	575/4	575/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	621										
36	36	140	140	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	622										
36	36	283/2	283/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	623										
36	36	142	142	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	624										
36	36	287/2	287/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	625										
37	37	144	144	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	626										
37	37	145	145	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	627										
37	37	146	146	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	628										
37	37	144	144	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	629										
37	37	145	145	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	630										
37	37	146	146	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	631										
38	38	148	148	0.0	0	0	Dynamic	4/4	1	1	0					p									
38	38	148	148	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	632										40
38	38	297/2	297/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	633										
38	38	149	149	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	634										41
38	38	299/2	299/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	635										
38	38	150	150	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	636										42
38	38	301/2	301/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	637										
38	38	151	151	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	638										43
38	38	303/2	303/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	639										
38	38	148	148	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	640										44
38	38	150	150	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	641										
39	39	152	152	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	642										45
39	39	154	154	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	643										
39	39	152	152	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	644										
39	39	153	153	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	645										
39	39	154	154	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	646										
40	40	156	156	0.0	0	0	Dynamic	4/4	1	1	0					p									
40	40	156	156	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	647										46
40	40	313/2	313/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	648										
40	40	157	157	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	649										47
40	40	315/2	315/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	650										
40	40	158	158	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	651										48
40	40	317/2	317/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	652										
40	40	159	159	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	653										49
40	40	319/2	319/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	654										
41	41	160	160	0.0	0	0	Dynamic	4/4	1	1	0					fp									
41	41	160	160	4.0	0	0	Chord	4/4	1	1	1		1	1	655										
41	41	160	160	0.5	0	0	Chord	4/4	1	2	1/8		1/8	1	656										50
41	41	321/2	321/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	657										
41	41	161	161	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	658										51
41	41	323/2	323/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	659										
41	41	162	162	0.5	1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	660										52
41	41	325/2	325/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	661										
41	41	163	163	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	662										53
41	41	327/2	327/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	663										
41	41	160	160	0.0	0	0	Dynamic	4/4	2	1	0					fp									
41	41	160	160	4.0	0	0	Chord	4/4	2	1	1		1	1	664										
42	42	164	164	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	665										54
42	42	329/2	329/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	666										
42	42	331/2	331/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	667										
42	42	166	166	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	668										55
42	42	333/2	333/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	669										
42	42	335/2	335/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	670										
42	42	165	165	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	671										
42	42	167	167	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	672										
43	43	168	168	0.0	0	0	Dynamic	4/4	1	1	0					f									
43	43	168	168	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	673										56
43	43	170	170	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	674										
43	43	168	168	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	675										57
43	43	337/2	337/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	676										
43	43	169	169	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	677										58
43	43	339/2	339/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	678										
43	43	170	170	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	679										59
43	43	341/2	341/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	680										
43	43	171	171	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	681										60
43	43	343/2	343/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	682										
44	44	172	172	0.0	0	0	Dynamic	4/4	1	1	0					p									
44	44	172	172	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	683										61
44	44	345/2	345/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	684										
44	44	173	173	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	685										62
44	44	347/2	347/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	686										
44	44	174	174	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	687										63
44	44	349/2	349/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	688										
44	44	175	175	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	689										64
44	44	351/2	351/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	690										
45	45	176	176	0.0	0	0	Dynamic	4/4	1	1	0					fp									
45	45	176	176	4.0	0	0	Chord	4/4	1	1	1		1	1	691										
45	45	176	176	0.5	0	0	Chord	4/4	1	2	1/8		1/8	1	692										65
45	45	353/2	353/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	693										
45	45	177	177	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	694										66
45	45	355/2	355/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	695										
45	45	178	178	0.5	1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	696										67
45	45	357/2	357/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	697										
45	45	179	179	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	698										68
45	45	359/2	359/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	699										
45	45	176	176	0.0	0	0	Dynamic	4/4	2	1	0					fp									
45	45	176	176	4.0	0	0	Chord	4/4	2	1	1		1	1	700										
46	46	180	180	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	701										69
46	46	361/2	361/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	702										
46	46	363/2	363/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	703										
46	46	182	182	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	704										70
46	46	365/2	365/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	705										
46	46	367/2	367/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	706										
46	46	181	181	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	707										
46	46	183	183	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	708										
47	47	184	184	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	709										71
47	47	186	186	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	710										
47	47	184	184	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	711										72
47	47	369/2	369/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	712										
47	47	185	185	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	713										73
47	47	371/2	371/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	714										
47	47	186	186	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	715										74
47	47	373/2	373/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	716										
47	47	187	187	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	717										75
47	47	375/2	375/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	718										
48	48	188	188	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	719										
48	48	753/4	753/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	720										
48	48	377/2	377/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	721										
48	48	755/4	755/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	722										
48	48	189	189	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	723										
48	48	757/4	757/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	724										
48	48	379/2	379/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	725										
48	48	759/4	759/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	726										
48	48	190	190	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	727										
48	48	761/4	761/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	728										
48	48	381/2	381/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	729										
48	48	763/4	763/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	730										
48	48	191	191	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	731										
48	48	765/4	765/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	732										
48	48	383/2	383/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	733										
48	48	767/4	767/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	734										
48	48	188	188	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	735										76
48	48	377/2	377/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	736										
48	48	189	189	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	737										77
48	48	379/2	379/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	738										
48	48	190	190	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	739										78
48	48	381/2	381/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	740										
48	48	191	191	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	741										79
48	48	383/2	383/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	742										
49	49	192	192	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	743										
49	49	769/4	769/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	744										
49	49	385/2	385/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	745										
49	49	771/4	771/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	746										
49	49	193	193	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	747										
49	49	773/4	773/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	748										
49	49	387/2	387/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	749										
49	49	775/4	775/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	750										
49	49	194	194	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	751										
49	49	777/4	777/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	752										
49	49	389/2	389/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	753										
49	49	779/4	779/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	754										
49	49	195	195	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	755										
49	49	781/4	781/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	756										
49	49	391/2	391/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	757										
49	49	783/4	783/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	758										
49	49	192	192	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	759										
49	49	194	194	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	760										
50	50	196	196	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	761										
50	50	785/4	785/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	762										
50	50	393/2	393/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	763										
50	50	787/4	787/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	764										
50	50	197	197	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	765										
50	50	789/4	789/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	766										
50	50	395/2	395/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	767										
50	50	791/4	791/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	768										
50	50	198	198	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	769										
50	50	793/4	793/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	770										
50	50	397/2	397/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	771										
50	50	795/4	795/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	772										
50	50	199	199	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	773										
50	50	797/4	797/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	774										
50	50	399/2	399/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	775										
50	50	799/4	799/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	776										
50	50	196	196	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	777										80
50	50	393/2	393/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	778										
50	50	197	197	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	779										81
50	50	395/2	395/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	780										
50	50	198	198	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	781										82
50	50	397/2	397/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	782										
50	50	199	199	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	783										83
50	50	399/2	399/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	784										
51	51	200	200	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	785										
51	51	801/4	801/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	786										
51	51	401/2	401/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	787										
51	51	803/4	803/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	788										
51	51	201	201	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	789										
51	51	805/4	805/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	790										
51	51	403/2	403/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	791										
51	51	807/4	807/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	792										
51	51	202	202	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	793										
51	51	809/4	809/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	794										
51	51	405/2	405/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	795										
51	51	811/4	811/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	796										
51	51	203	203	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	797										
51	51	813/4	813/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	798										
51	51	407/2	407/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	799										
51	51	815/4	815/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	800										
51	51	200	200	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	801										
51	51	202	202	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	802										
52	52	204	204	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	803										84
52	52	409/2	409/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	804										
52	52	205	205	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	805										85
52	52	411/2	411/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	806										
52	52	206	206	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	807										86
52	52	413/2	413/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	808										
52	52	207	207	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	809										87
52	52	415/2	415/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	810										
52	52	204	204	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	811										
52	52	206	206	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	812										
52	52	204	204	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	813										
52	52	817/4	817/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	814										
52	52	409/2	409/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	815										
52	52	819/4	819/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	816										
52	52	205	205	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	817										
52	52	821/4	821/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	818										
52	52	411/2	411/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	819										
52	52	823/4	823/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	820										
52	52	206	206	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	821										
52	52	825/4	825/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	822										
52	52	413/2	413/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	823										
52	52	827/4	827/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	824										
52	52	207	207	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	825										
52	52	829/4	829/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	826										
52	52	415/2	415/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	827										
52	52	831/4	831/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	828										
53	53	208	208	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	829										
53	53	210	210	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	830										
53	53	208	208	0.5	0	0	Chord	4/4	1	2	1/8		1/8	1	831										88
53	53	417/2	417/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	832										
53	53	209	209	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	833										89
53	53	419/2	419/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	834										
53	53	210	210	0.5	1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	835										90
53	53	421/2	421/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	836										
53	53	211	211	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	837										91
53	53	423/2	423/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	838										
53	53	208	208	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	839										
53	53	833/4	833/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	840										
53	53	417/2	417/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	841										
53	53	835/4	835/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	842										
