mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	slur	Trill:trill	crescendo_line
135	135	537	1.0	1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	1434									
135	135	538	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	1435									
135	135	539	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	1436									
135	135	537	1.0	1/4	1/4	Chord	2/2	2	1	1/4			1/4	1	1437									
135	135	538	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1438									
135	135	539	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	1439									
136	136	540	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	1440									
136	136	1083/2	0.0	3/8	3/8	Dynamic	2/2	1	1	0						p								
136	136	1083/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	1441									
136	136	542	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	1442		articStaccatoAbove							
136	136	1085/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	1443		articStaccatoAbove							
136	136	543	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	1444		articStaccatoAbove							
136	136	1087/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	1445		articStaccatoAbove							
136	136	540	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1446									
136	136	541	1.0	1/4	1/4	Chord	2/2	2	1	1/4			1/4	1	1447									
136	136	543	0.0	3/4	3/4	Dynamic	2/2	2	1	0						p								
136	136	543	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	1448									
137	137	544	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	1449							226		
137	137	1089/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	1450									
137	137	1636/3	0.0	1/3	1/3	Dynamic	2/2	1	1	0						f								
137	137	1636/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12			1/8	2/3	1451									
137	137	1637/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12			1/8	2/3	1452									
137	137	546	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12			1/8	2/3	1453									
137	137	1639/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12			1/8	2/3	1454									
137	137	1640/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12			1/8	2/3	1455									
137	137	547	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12			1/8	2/3	1456									
137	137	1642/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12			1/8	2/3	1457									
137	137	1643/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12			1/8	2/3	1458									
137	137	544	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1459									
137	137	545	1.0	1/4	1/4	Chord	2/2	2	1	1/4			1/4	1	1460									
138	138	548	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	1461									
138	138	1648/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12			1/8	2/3	1462							227		
138	138	1649/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12			1/8	2/3	1463							227		
138	138	550	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12			1/8	2/3	1464							227		
138	138	1651/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12			1/8	2/3	1465							227		
138	138	1652/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12			1/8	2/3	1466							227		
138	138	551	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12			1/8	2/3	1467							227		
138	138	1654/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12			1/8	2/3	1468							227		
138	138	1655/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12			1/8	2/3	1469									
138	138	1097/2	0.0	1/8	1/8	Dynamic	2/2	2	1	0						f								
138	138	1097/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	1470							228		
138	138	549	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	1471							228		
138	138	1099/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1472							228		
138	138	550	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1473									
139	139	552	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	1474									
139	139	1660/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12			1/8	2/3	1475							229		
139	139	1661/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12			1/8	2/3	1476							229		
139	139	554	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12			1/8	2/3	1477							229		
139	139	1663/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12			1/8	2/3	1478							229		
139	139	1664/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12			1/8	2/3	1479							229		
139	139	555	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12			1/8	2/3	1480							229		
139	139	1666/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12			1/8	2/3	1481							229		
139	139	1667/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12			1/8	2/3	1482									
139	139	1105/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	1483							230		
139	139	553	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	1484							230		
139	139	1107/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1485							230		
139	139	554	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1486									
140	140	556	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	1487									
140	140	1672/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12			1/8	2/3	1488							231		
140	140	1673/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12			1/8	2/3	1489							231		
140	140	558	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12			1/8	2/3	1490							231		
140	140	1675/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12			1/8	2/3	1491							231		
140	140	1676/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12			1/8	2/3	1492							231		
140	140	559	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12			1/8	2/3	1493							231		
140	140	1678/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12			1/8	2/3	1494							231		
140	140	1679/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12			1/8	2/3	1495									
140	140	1113/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	1496							232		
140	140	557	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	1497							232		
140	140	1115/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1498							232		
140	140	558	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1499									
141	141	560	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	1500									
141	141	1684/3	0.0	1/3	1/3	StaffText	2/2	1	1	0								<i>simile</i>						
141	141	1684/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12			1/8	2/3	1501									
141	141	1685/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12			1/8	2/3	1502									
141	141	562	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12			1/8	2/3	1503									
141	141	1687/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12			1/8	2/3	1504									
141	141	1688/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12			1/8	2/3	1505									
141	141	563	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12			1/8	2/3	1506									
141	141	1690/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12			1/8	2/3	1507									
141	141	1691/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12			1/8	2/3	1508									
141	141	1121/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	1509							233		
141	141	561	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	1510							233		
141	141	1123/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1511							233		
141	141	562	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1512									
142	142	564	0.3333333333333333	0	0	Chord	2/2	1	1	1/12			1/8	2/3	1513									
142	142	1693/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12			1/8	2/3	1514									
142	142	1694/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12			1/8	2/3	1515									
142	142	565	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12			1/8	2/3	1516									
142	142	1696/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12			1/8	2/3	1517									
142	142	1697/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12			1/8	2/3	1518									
142	142	566	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12			1/8	2/3	1519									
142	142	1699/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12			1/8	2/3	1520									
142	142	1700/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12			1/8	2/3	1521									
142	142	567	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12			1/8	2/3	1522									
142	142	1702/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12			1/8	2/3	1523									
142	142	1703/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12			1/8	2/3	1524									
142	142	566	2.0	1/2	1/2	Chord	2/2	2	1	1/2			1/2	1	1525									
142	142	564	4.0	0	0	Chord	2/2	2	2	1			1	1	1526									
143	143	568	0.3333333333333333	0	0	Chord	2/2	1	1	1/12			1/8	2/3	1527									
143	143	1705/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12			1/8	2/3	1528									
143	143	1706/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12			1/8	2/3	1529									
143	143	569	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12			1/8	2/3	1530									
143	143	1708/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12			1/8	2/3	1531									
143	143	1709/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12			1/8	2/3	1532									
143	143	570	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12			1/8	2/3	1533									
143	143	1711/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12			1/8	2/3	1534									
143	143	1712/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12			1/8	2/3	1535									
143	143	571	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12			1/8	2/3	1536									
143	143	1714/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12			1/8	2/3	1537									
143	143	1715/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12			1/8	2/3	1538									
143	143	568	2.0	0	0	Chord	2/2	2	1	1/2			1/2	1	1539									
143	143	570	2.0	1/2	1/2	Chord	2/2	2	1	1/2			1/2	1	1540									
143	143	568	2.0	0	0	Chord	2/2	2	2	1/2			1/2	1	1541									
143	143	570	2.0	1/2	1/2	Chord	2/2	2	2	1/2			1/2	1	1542									
144	144	572	0.25	0	0	Chord	2/2	1	1	1/16			1/16	1	1543									
144	144	2289/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16			1/16	1	1544									
144	144	1145/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16			1/16	1	1545									
144	144	2291/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16			1/16	1	1546									
144	144	573	0.25	1/4	1/4	Chord	2/2	1	1	1/16			1/16	1	1547									
144	144	2293/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16			1/16	1	1548									
144	144	1147/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16			1/16	1	1549									
144	144	2295/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16			1/16	1	1550									
144	144	574	0.25	1/2	1/2	Chord	2/2	1	1	1/16			1/16	1	1551									
144	144	2297/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16			1/16	1	1552									
144	144	1149/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16			1/16	1	1553									
144	144	2299/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16			1/16	1	1554									
144	144	575	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	1555									
144	144	1151/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	1556									
144	144	572	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	1557									
144	144	1145/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	1558									
144	144	573	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	1559									
144	144	1147/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1560									
144	144	574	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	1561									
144	144	1149/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	1562									
144	144	575	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	1563									
144	144	1151/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1564									
145	145	576	0.25	0	0	Chord	2/2	1	1	1/16			1/16	1	1565									
145	145	2305/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16			1/16	1	1566									
145	145	1153/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16			1/16	1	1567									
145	145	2307/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16			1/16	1	1568									
145	145	577	0.25	1/4	1/4	Chord	2/2	1	1	1/16			1/16	1	1569									
145	145	2309/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16			1/16	1	1570									
145	145	1155/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16			1/16	1	1571									
145	145	2311/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16			1/16	1	1572									
145	145	578	0.25	1/2	1/2	Chord	2/2	1	1	1/16			1/16	1	1573									
145	145	2313/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16			1/16	1	1574									
145	145	1157/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16			1/16	1	1575									
145	145	2315/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16			1/16	1	1576									
145	145	579	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	1577									
145	145	1159/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	1578									
145	145	576	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	1579									
145	145	1153/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	1580									
145	145	577	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	1581									
145	145	1155/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1582									
145	145	578	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	1583									
145	145	1157/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	1584									
145	145	579	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	1585									
145	145	1159/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1586									
146	146	580	0.25	0	0	Chord	2/2	1	1	1/16			1/16	1	1587									
146	146	2321/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16			1/16	1	1588									
146	146	1161/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16			1/16	1	1589									
146	146	2323/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16			1/16	1	1590									
146	146	581	0.25	1/4	1/4	Chord	2/2	1	1	1/16			1/16	1	1591									
146	146	2325/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16			1/16	1	1592									
146	146	1163/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16			1/16	1	1593									
146	146	2327/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16			1/16	1	1594									
146	146	582	0.25	1/2	1/2	Chord	2/2	1	1	1/16			1/16	1	1595									
146	146	2329/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16			1/16	1	1596									
146	146	1165/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16			1/16	1	1597									
146	146	2331/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16			1/16	1	1598									
146	146	583	0.25	3/4	3/4	Chord	2/2	1	1	1/16			1/16	1	1599									
146	146	2333/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16			1/16	1	1600									
146	146	1167/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16			1/16	1	1601									
146	146	2335/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16			1/16	1	1602									
146	146	580	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	1603									
146	146	1161/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	1604									
146	146	581	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	1605									
146	146	1163/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1606									
146	146	582	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	1607									
146	146	1165/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	1608									
146	146	583	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	1609									
146	146	1167/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1610									
147	147	584	0.25	0	0	Chord	2/2	1	1	1/16			1/16	1	1611									
147	147	2337/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16			1/16	1	1612									
147	147	1169/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16			1/16	1	1613									
147	147	2339/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16			1/16	1	1614									
147	147	585	0.25	1/4	1/4	Chord	2/2	1	1	1/16			1/16	1	1615									
147	147	2341/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16			1/16	1	1616									
147	147	1171/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16			1/16	1	1617									
147	147	2343/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16			1/16	1	1618									
147	147	586	0.25	1/2	1/2	Chord	2/2	1	1	1/16			1/16	1	1619									
147	147	2345/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16			1/16	1	1620									
147	147	1173/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16			1/16	1	1621									
147	147	2347/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16			1/16	1	1622									
147	147	587	0.25	3/4	3/4	Chord	2/2	1	1	1/16			1/16	1	1623									
147	147	2349/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16			1/16	1	1624									
147	147	1175/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16			1/16	1	1625									
147	147	2351/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16			1/16	1	1626									
147	147	584	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	1627									
147	147	1169/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	1628									
147	147	585	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	1629									
147	147	1171/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1630									
147	147	586	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	1631									
147	147	1173/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	1632									
147	147	587	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	1633									
147	147	1175/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1634									
148	148	588	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	1635									
148	148	589	1.0	1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	1636									
148	148	590	1.5	1/2	1/2	Chord	2/2	1	1	3/8			1/4	3/2	1637							234		
148	148	1183/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16			1/16	1	1638							234		
148	148	2367/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16			1/16	1	1639									
148	148	588	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1640									
148	148	590	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	1641							235		
148	148	1181/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	1642							235		
148	148	591	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	1643							235		
148	148	1183/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1644									
149	149	592	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	1645							236		
149	149	593	1.0	1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	1646									
149	149	594	1.5	1/2	1/2	Chord	2/2	1	1	3/8			1/4	3/2	1647							237		
149	149	1191/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16			1/16	1	1648									
149	149	2383/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16			1/16	1	1649									
149	149	592	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	1650							238		
149	149	1185/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	1651							238		
149	149	593	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	1652							238		
149	149	1187/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1653							238		
149	149	594	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	1654							238		
149	149	1189/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	1655							238		
149	149	595	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	1656							238		
149	149	1191/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1657									
150	150	596	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	1658									
150	150	598	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	1659		articStaccatoAbove							
150	150	1197/2	1.0	5/8	5/8	Chord	2/2	1	1	1/4			1/4	1	1660							239		
150	150	1199/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16			1/16	1	1661									
150	150	2399/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16			1/16	1	1662									
150	150	596	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	1663							240		
150	150	1193/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	1664							240		
150	150	597	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	1665							240		
150	150	1195/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1666							240		
150	150	598	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	1667							240		
150	150	1197/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	1668							240		
150	150	599	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	1669							240		
150	150	1199/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1670									
151	151	600	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	1671		articStaccatoAbove							
151	151	1201/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	1672		articStaccatoAbove							
151	151	601	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	1673		articStaccatoAbove							
151	151	1203/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	1674		articStaccatoAbove							
151	151	602	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	1675		articStaccatoAbove							
151	151	1205/2	1.0	5/8	5/8	Chord	2/2	1	1	1/4			1/4	1	1676							241		
151	151	1207/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16			1/16	1	1677							241		
151	151	2415/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16			1/16	1	1678									
151	151	600	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	1679							242		
151	151	1201/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	1680							242		
151	151	601	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	1681							242		
151	151	1203/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1682							242		
151	151	602	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	1683							242		
151	151	1205/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	1684							242		
151	151	603	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	1685							242		
151	151	1207/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1686									
152	152	604	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	1687									
152	152	606	0.25	1/2	1/2	Chord	2/2	1	1	1/16			1/16	1	1688									
152	152	2425/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16			1/16	1	1689									
152	152	1213/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16			1/16	1	1690									
152	152	2427/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16			1/16	1	1691									
152	152	607	0.25	3/4	3/4	Chord	2/2	1	1	1/16			1/16	1	1692									
152	152	2429/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16			1/16	1	1693									
152	152	1215/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16			1/16	1	1694									
152	152	2431/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16			1/16	1	1695									
152	152	604	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	1696									
152	152	1209/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	1697							243		
152	152	605	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	1698							243		
152	152	1211/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1699							243		
152	152	606	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	1700							243		
152	152	1213/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	1701							243		
152	152	607	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	1702							243		
152	152	1215/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1703									
153	153	608	0.25	0	0	Chord	2/2	1	1	1/16			1/16	1	1704									
153	153	2433/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16			1/16	1	1705									
153	153	1217/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16			1/16	1	1706									
153	153	2435/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16			1/16	1	1707									
153	153	609	0.25	1/4	1/4	Chord	2/2	1	1	1/16			1/16	1	1708									
153	153	2437/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16			1/16	1	1709									
153	153	1219/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16			1/16	1	1710									
153	153	2439/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16			1/16	1	1711									
153	153	610	0.25	1/2	1/2	Chord	2/2	1	1	1/16			1/16	1	1712									
153	153	2441/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16			1/16	1	1713									
153	153	1221/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16			1/16	1	1714									
153	153	2443/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16			1/16	1	1715									
153	153	611	0.25	3/4	3/4	Chord	2/2	1	1	1/16			1/16	1	1716									
153	153	2445/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16			1/16	1	1717									
153	153	1223/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16			1/16	1	1718									
153	153	2447/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16			1/16	1	1719									
