mc	mn	quarterbeats	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	tempo	qpm	slur	crescendo_line
44	44	259/2	1.0		1/8	1/8	Chord	3/4	1	1	1/4			1/4	1	590						
44	44	261/2	0.0		3/8	3/8	Dynamic	3/4	1	1	0						p					
44	44	261/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	591		articStaccatoAbove			123	
44	44	131	0.5		1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	592		articStaccatoAbove			123	
44	44	263/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	593		articStaccatoAbove				
44	44	129	0.0		0	0	Dynamic	3/4	1	2	0						sf					
44	44	129	1.5		0	0	Chord	3/4	1	2	3/8			1/4	3/2	594						
44	44	129	0.0		0	0	Dynamic	3/4	2	1	0						sf					
44	44	129	0.25		0	0	Chord	3/4	2	1	1/16			1/16	1	595					124	
44	44	517/4	0.25		1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	596					124	
44	44	259/2	0.25		1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	597					124	
44	44	519/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	598					124	
44	44	130	0.0		1/4	1/4	Dynamic	3/4	2	1	0						p				124	
44	44	130	0.25		1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	599					124	
44	44	521/4	0.25		5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	600					124	
44	44	261/2	0.25		3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	601					124	
44	44	523/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	602					124	
44	44	131	0.25		1/2	1/2	Chord	3/4	2	1	1/16			1/16	1	603					124	
44	44	525/4	0.25		9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	604					124	
44	44	263/2	0.25		5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	605					124	
44	44	527/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	606						
45	45	132	0.5		0	0	Chord	3/4	1	1	1/8			1/8	1	607					125	
45	45	265/2	1.0		1/8	1/8	Chord	3/4	1	1	1/4			1/4	1	608						
45	45	267/2	0.0		3/8	3/8	Dynamic	3/4	1	1	0						p					
45	45	267/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	609		articStaccatoAbove			126	
45	45	134	0.5		1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	610		articStaccatoAbove			126	
45	45	269/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	611		articStaccatoAbove				
45	45	132	0.0		0	0	Dynamic	3/4	1	2	0						sf					
45	45	132	1.5		0	0	Chord	3/4	1	2	3/8			1/4	3/2	612						
45	45	132	0.0		0	0	Dynamic	3/4	2	1	0						sf					
45	45	132	0.25		0	0	Chord	3/4	2	1	1/16			1/16	1	613						
45	45	529/4	0.25		1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	614						
45	45	265/2	0.25		1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	615						
45	45	531/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	616						
45	45	133	0.0		1/4	1/4	Dynamic	3/4	2	1	0						p					
45	45	133	0.25		1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	617						
45	45	533/4	0.25		5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	618						
45	45	267/2	0.25		3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	619						
45	45	535/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	620						
45	45	134	0.25		1/2	1/2	Chord	3/4	2	1	1/16			1/16	1	621						
45	45	537/4	0.25		9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	622						
45	45	269/2	0.25		5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	623						
45	45	539/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	624						
46	46	135	0.0		0	0	Dynamic	3/4	1	1	0						sfp					
46	46	135	0.5		0	0	Chord	3/4	1	1	1/8			1/8	1	625					127	
46	46	271/2	1.0		1/8	1/8	Chord	3/4	1	1	1/4			1/4	1	626						
46	46	273/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	627		articStaccatoAbove			128	
46	46	137	0.5		1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	628		articStaccatoAbove			128	
46	46	275/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	629		articStaccatoAbove				
46	46	135	2.0		0	0	Chord	3/4	1	2	1/2			1/2	1	630						
46	46	135	0.0		0	0	Dynamic	3/4	2	1	0						sfp					
46	46	135	0.25		0	0	Chord	3/4	2	1	1/16			1/16	1	631					129	
46	46	541/4	0.25		1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	632					129	
46	46	271/2	0.25		1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	633					129	
46	46	543/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	634					129	
46	46	136	0.25		1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	635					129	
46	46	545/4	0.25		5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	636					129	
46	46	273/2	0.25		3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	637					129	
46	46	547/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	638					129	
46	46	137	0.25		1/2	1/2	Chord	3/4	2	1	1/16			1/16	1	639					129	
46	46	549/4	0.25		9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	640					129	
46	46	275/2	0.25		5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	641					129	
46	46	551/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	642						
47	47	138	0.5		0	0	Chord	3/4	1	1	1/8			1/8	1	643					130	
47	47	277/2	1.0		1/8	1/8	Chord	3/4	1	1	1/4			1/4	1	644						
47	47	279/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	645						
47	47	140	0.5		1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	646					131	
47	47	281/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	647						
47	47	138	0.0		0	0	Dynamic	3/4	1	2	0						sfp					
47	47	138	1.5		0	0	Chord	3/4	1	2	3/8			1/4	3/2	648						
47	47	138	0.0		0	0	Dynamic	3/4	2	1	0						sfp					
47	47	138	0.25		0	0	Chord	3/4	2	1	1/16			1/16	1	649					132	
47	47	553/4	0.25		1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	650					132	
47	47	277/2	0.25		1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	651					132	
47	47	555/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	652					132	
47	47	139	0.25		1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	653					132	
47	47	557/4	0.25		5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	654					132	
47	47	279/2	0.25		3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	655					132	
47	47	559/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	656					132	
47	47	140	0.25		1/2	1/2	Chord	3/4	2	1	1/16			1/16	1	657					132	
47	47	561/4	0.25		9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	658					132	
47	47	281/2	0.25		5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	659					132	
47	47	563/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	660						
48	48	141	0.75		0	0	Chord	3/4	1	1	3/16			1/8	3/2	661					133	
48	48	567/4	0.125		3/16	3/16	Chord	3/4	1	1	1/32			1/32	1	662					133	
48	48	1135/8	0.125		7/32	7/32	Chord	3/4	1	1	1/32			1/32	1	663					133	
48	48	142	0.5		1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	664						
48	48	285/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	665		articStaccatoBelow			134	
48	48	143	0.5		1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	666		articStaccatoBelow			134	
48	48	287/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	667		articStaccatoBelow				
48	48	141	1.5		0	0	Chord	3/4	1	2	3/8			1/4	3/2	668						
48	48	141	1.5		0	0	Chord	3/4	2	1	3/8			1/4	3/2	669						
48	48	285/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	670		articStaccatoAbove			135	
48	48	143	0.5		1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	671		articStaccatoAbove			135	
48	48	287/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	672		articStaccatoAbove				
49	49	144	1.0		0	0	Chord	3/4	1	1	1/4			1/4	1	673						
49	49	291/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	674		articStaccatoAbove			136	
49	49	146	0.5		1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	675		articStaccatoAbove			136	
49	49	293/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	676		articStaccatoAbove				
49	49	144	1.0		0	0	Chord	3/4	2	1	1/4			1/4	1	677						
49	49	291/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	678		articStaccatoAbove			137	
49	49	146	0.5		1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	679		articStaccatoAbove			137	
49	49	293/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	680		articStaccatoAbove				
50	50	147	0.75		0	0	Chord	3/4	1	1	3/16			1/8	3/2	681						
50	50	591/4	0.0		3/16	3/16	Chord	3/4	1	1	0	grace16		1/16	1	682						
50	50	591/4	0.0		3/16	3/16	Chord	3/4	1	1	0	grace16		1/16	1	683						
50	50	591/4	0.0		3/16	3/16	Chord	3/4	1	1	0	grace16		1/16	1	684						
50	50	591/4	0.0		3/16	3/16	Chord	3/4	1	1	0	grace16		1/16	1	685						
50	50	591/4	0.125		3/16	3/16	Chord	3/4	1	1	1/32			1/32	1	686					138	
50	50	1183/8	0.125		7/32	7/32	Chord	3/4	1	1	1/32			1/32	1	687						
50	50	148	0.25		1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	688					139	
50	50	593/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	689						
50	50	297/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	690					140	
50	50	595/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	691						
50	50	149	0.25		1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	692					141	
50	50	597/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	693						
50	50	299/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	694					142	
50	50	599/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	695						
50	50	147	1.0		0	0	Chord	3/4	1	2	1/4			1/4	1	696						
50	50	147	1.0		0	0	Chord	3/4	2	1	1/4			1/4	1	697						
51	51	150	0.75		0	0	Chord	3/4	1	1	3/16			1/8	3/2	698					143	
51	51	603/4	0.125		3/16	3/16	Chord	3/4	1	1	1/32			1/32	1	699					143	
51	51	1207/8	0.125		7/32	7/32	Chord	3/4	1	1	1/32			1/32	1	700						
51	51	151	0.5		1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	701					144	
51	51	303/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	702					144	
51	51	152	0.5		1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	703					144	
51	51	305/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	704						
51	51	150	0.0		0	0	Dynamic	3/4	1	2	0						p					
51	51	150	1.0		0	0	Chord	3/4	1	2	1/4			1/4	1	705						
51	51	151	0.5		1/4	1/4	Chord	3/4	1	2	1/8			1/8	1	706					145	
51	51	303/2	0.5		3/8	3/8	Chord	3/4	1	2	1/8			1/8	1	707					145	
51	51	152	0.5		1/2	1/2	Chord	3/4	1	2	1/8			1/8	1	708					145	
51	51	305/2	0.5		5/8	5/8	Chord	3/4	1	2	1/8			1/8	1	709						
51	51	150	2.0		0	0	Chord	3/4	2	1	1/2			1/2	1	710						
52	52	153	0.75		0	0	Chord	3/4	1	1	3/16			1/8	3/2	711					146	
52	52	615/4	0.125		3/16	3/16	Chord	3/4	1	1	1/32			1/32	1	712					146	
52	52	1231/8	0.125		7/32	7/32	Chord	3/4	1	1	1/32			1/32	1	713						
52	52	154	1.0		1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	714					147	
52	52	155	1.0		1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	715						
52	52	153	1.0		0	0	Chord	3/4	1	2	1/4			1/4	1	716						
52	52	153	0.25		0	0	Chord	3/4	2	1	1/16			1/16	1	717					148	
52	52	613/4	0.25		1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	718					148	
52	52	307/2	0.25		1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	719					148	
52	52	615/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	720					148	
52	52	154	0.25		1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	721					148	
52	52	617/4	0.25		5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	722					148	
52	52	309/2	0.25		3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	723					148	
52	52	619/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	724					148	
52	52	155	0.25		1/2	1/2	Chord	3/4	2	1	1/16			1/16	1	725					148	
52	52	621/4	0.25		9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	726					148	
52	52	311/2	0.25		5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	727					148	
52	52	623/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	728						
53	53	156	0.25		0	0	Chord	3/4	1	1	1/16			1/16	1	729					149	
53	53	625/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	730					149	
53	53	313/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	731					149	
53	53	627/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	732					149	
53	53	157	0.25		1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	733					149	
53	53	629/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	734					149	
53	53	315/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	735					149	
53	53	631/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	736						
53	53	158	0.125		1/2	1/2	Chord	3/4	1	1	1/32			1/32	1	737					150	
53	53	1265/8	0.125		17/32	17/32	Chord	3/4	1	1	1/32			1/32	1	738					150	
53	53	633/4	0.125		9/16	9/16	Chord	3/4	1	1	1/32			1/32	1	739					150	
53	53	1267/8	0.125		19/32	19/32	Chord	3/4	1	1	1/32			1/32	1	740					150	
53	53	317/2	0.125		5/8	5/8	Chord	3/4	1	1	1/32			1/32	1	741					150	
53	53	1269/8	0.125		21/32	21/32	Chord	3/4	1	1	1/32			1/32	1	742					150	
53	53	635/4	0.125		11/16	11/16	Chord	3/4	1	1	1/32			1/32	1	743					150	
53	53	1271/8	0.125		23/32	23/32	Chord	3/4	1	1	1/32			1/32	1	744						
53	53	156	3.0		0	0	Chord	3/4	2	1	3/4			1/2	3/2	745						
54	54	159	1.0		0	0	Chord	3/4	1	1	1/4			1/4	1	746					151	
54	54	160	0.125		1/4	1/4	Chord	3/4	1	1	1/32			1/32	1	747						
54	54	1281/8	0.125		9/32	9/32	Chord	3/4	1	1	1/32			1/32	1	748					152	
54	54	641/4	0.125		5/16	5/16	Chord	3/4	1	1	1/32			1/32	1	749					152	
54	54	1283/8	0.125		11/32	11/32	Chord	3/4	1	1	1/32			1/32	1	750					152	
54	54	321/2	0.125		3/8	3/8	Chord	3/4	1	1	1/32			1/32	1	751					152	
54	54	1285/8	0.125		13/32	13/32	Chord	3/4	1	1	1/32			1/32	1	752					152	
54	54	643/4	0.125		7/16	7/16	Chord	3/4	1	1	1/32			1/32	1	753					152	
54	54	1287/8	0.125		15/32	15/32	Chord	3/4	1	1	1/32			1/32	1	754					152	
54	54	161	0.125		1/2	1/2	Chord	3/4	1	1	1/32			1/32	1	755					152	
54	54	1289/8	0.125		17/32	17/32	Chord	3/4	1	1	1/32			1/32	1	756					152	
54	54	645/4	0.125		9/16	9/16	Chord	3/4	1	1	1/32			1/32	1	757					152	
54	54	1291/8	0.125		19/32	19/32	Chord	3/4	1	1	1/32			1/32	1	758					152	
54	54	323/2	0.125		5/8	5/8	Chord	3/4	1	1	1/32			1/32	1	759					152	
54	54	1293/8	0.125		21/32	21/32	Chord	3/4	1	1	1/32			1/32	1	760					152	
54	54	647/4	0.125		11/16	11/16	Chord	3/4	1	1	1/32			1/32	1	761					152	
54	54	1295/8	0.125		23/32	23/32	Chord	3/4	1	1	1/32			1/32	1	762						
54	54	159	0.25		0	0	Chord	3/4	2	1	1/16			1/16	1	763					153	
54	54	637/4	0.25		1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	764					153	
54	54	319/2	0.25		1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	765					153	
54	54	639/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	766						
54	54	160	1.0		1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	767						
55	55	162	0.75		0	0	Chord	3/4	1	1	3/16			1/8	3/2	768					154	
55	55	651/4	0.125		3/16	3/16	Chord	3/4	1	1	1/32			1/32	1	769					154	
55	55	1303/8	0.125		7/32	7/32	Chord	3/4	1	1	1/32			1/32	1	770						
55	55	163	0.125		1/4	1/4	Chord	3/4	1	1	1/32			1/32	1	771					155	
55	55	1305/8	0.125		9/32	9/32	Chord	3/4	1	1	1/32			1/32	1	772					155	
55	55	653/4	0.125		5/16	5/16	Chord	3/4	1	1	1/32			1/32	1	773					155	
55	55	1307/8	0.125		11/32	11/32	Chord	3/4	1	1	1/32			1/32	1	774					155	
55	55	327/2	0.125		3/8	3/8	Chord	3/4	1	1	1/32			1/32	1	775					155	
55	55	1309/8	0.125		13/32	13/32	Chord	3/4	1	1	1/32			1/32	1	776					155	
55	55	655/4	0.125		7/16	7/16	Chord	3/4	1	1	1/32			1/32	1	777					155	
55	55	1311/8	0.125		15/32	15/32	Chord	3/4	1	1	1/32			1/32	1	778					155	
55	55	164	0.125		1/2	1/2	Chord	3/4	1	1	1/32			1/32	1	779					155	
55	55	1313/8	0.125		17/32	17/32	Chord	3/4	1	1	1/32			1/32	1	780					155	
55	55	657/4	0.125		9/16	9/16	Chord	3/4	1	1	1/32			1/32	1	781					155	
55	55	1315/8	0.125		19/32	19/32	Chord	3/4	1	1	1/32			1/32	1	782					155	
55	55	329/2	0.125		5/8	5/8	Chord	3/4	1	1	1/32			1/32	1	783					155	
55	55	1317/8	0.125		21/32	21/32	Chord	3/4	1	1	1/32			1/32	1	784					155	
55	55	659/4	0.125		11/16	11/16	Chord	3/4	1	1	1/32			1/32	1	785					155	
55	55	1319/8	0.125		23/32	23/32	Chord	3/4	1	1	1/32			1/32	1	786						
55	55	162	1.0		0	0	Chord	3/4	1	2	1/4			1/4	1	787						
55	55	162	1.0		0	0	Chord	3/4	2	1	1/4			1/4	1	788						
55	55	164	1.0		1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	789						
56	56	165	0.5		0	0	Chord	3/4	1	1	1/8			1/8	1	790					156	
56	56	331/2	1.0		1/8	1/8	Chord	3/4	1	1	1/4			1/4	1	791					156	
56	56	333/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	792						
56	56	167	0.25		1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	793					157	
56	56	669/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	794					157	
56	56	335/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	795					157	
56	56	671/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	796						
56	56	165	1.0		0	0	Chord	3/4	2	1	1/4			1/4	1	797						
56	56	166	1.0		1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	798						
56	56	167	1.0		1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	799						
56	56	166	0.5		1/4	1/4	Chord	3/4	2	2	1/8			1/8	1	800						
56	56	333/2	0.5		3/8	3/8	Chord	3/4	2	2	1/8			1/8	1	801						
56	56	167	0.5		1/2	1/2	Chord	3/4	2	2	1/8			1/8	1	802						
56	56	335/2	0.5		5/8	5/8	Chord	3/4	2	2	1/8			1/8	1	803						
57	57	168	0.25		0	0	Chord	3/4	1	1	1/16			1/16	1	804					158	
57	57	673/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	805					158	
57	57	337/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	806					158	
57	57	675/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	807						
57	57	169	0.5		1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	808						
57	57	339/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	809						
57	57	170	0.25		1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	810					159	
57	57	681/4	0.125		9/16	9/16	Chord	3/4	1	1	1/32			1/32	1	811					159	
57	57	1363/8	0.125		19/32	19/32	Chord	3/4	1	1	1/32			1/32	1	812						
57	57	341/2	0.0		5/8	5/8	Chord	3/4	1	1	0	grace16		1/16	1	813						
57	57	341/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	814						
57	57	683/4	0.125		11/16	11/16	Chord	3/4	1	1	1/32			1/32	1	815						
57	57	1367/8	0.125		23/32	23/32	Chord	3/4	1	1	1/32			1/32	1	816						
57	57	168	0.5		0	0	Chord	3/4	2	1	1/8			1/8	1	817						
57	57	169	1.0		1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	818						
57	57	170	1.0		1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	819						
57	57	168	1.0		0	0	Chord	3/4	2	2	1/4			1/4	1	820						
57	57	169	2.0		1/4	1/4	Chord	3/4	2	2	1/2			1/2	1	821						
58	58	171	1.0		0	0	Chord	3/4	1	1	1/4			1/4	1	822						
58	58	345/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	823		articStaccatoAbove			160	
58	58	173	0.5		1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	824		articStaccatoAbove			160	
58	58	347/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	825		articStaccatoAbove				
58	58	171	0.25		0	0	Chord	3/4	2	1	1/16			1/16	1	826					161	
58	58	685/4	0.25		1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	827					161	
58	58	343/2	0.25		1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	828					161	
58	58	687/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	829					161	
58	58	172	0.25		1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	830					161	
58	58	689/4	0.25		5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	831					161	
58	58	345/2	0.25		3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	832					161	
58	58	691/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	833					161	
58	58	173	0.25		1/2	1/2	Chord	3/4	2	1	1/16			1/16	1	834					161	
58	58	693/4	0.25		9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	835					161	
58	58	347/2	0.25		5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	836					161	
58	58	695/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	837						
59	59	174	0.5		0	0	Chord	3/4	1	1	1/8			1/8	1	838					162	
59	59	349/2	1.0		1/8	1/8	Chord	3/4	1	1	1/4			1/4	1	839						
59	59	351/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	840					163	
59	59	703/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	841						
59	59	176	0.25		1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	842					164	
59	59	705/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	843						
59	59	353/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	844					165	
59	59	707/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	845						
59	59	174	0.0		0	0	Dynamic	3/4	1	2	0						sf					
59	59	174	1.5		0	0	Chord	3/4	1	2	3/8			1/4	3/2	846						
59	59	174	0.0		0	0	Dynamic	3/4	2	1	0						sfp					
59	59	174	0.25		0	0	Chord	3/4	2	1	1/16			1/16	1	847					166	
59	59	697/4	0.25		1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	848					166	
59	59	349/2	0.25		1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	849					166	
59	59	699/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	850					166	
59	59	175	0.25		1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	851					166	
59	59	701/4	0.25		5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	852					166	
59	59	351/2	0.25		3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	853					166	
59	59	703/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	854					166	
59	59	176	0.25		1/2	1/2	Chord	3/4	2	1	1/16			1/16	1	855					166	
59	59	705/4	0.25		9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	856					166	
59	59	353/2	0.25		5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	857					166	
59	59	707/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	858						
60	60	177	0.0		0	0	Chord	3/4	1	1	0	grace16		1/16	1	859						
60	60	177	0.75		0	0	Chord	3/4	1	1	3/16			1/8	3/2	860					167	
60	60	711/4	0.125		3/16	3/16	Chord	3/4	1	1	1/32			1/32	1	861					167	
60	60	1423/8	0.125		7/32	7/32	Chord	3/4	1	1	1/32			1/32	1	862					167	
60	60	178	0.5		1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	863						
60	60	357/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	864		articStaccatoAbove			168	
60	60	179	0.5		1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	865		articStaccatoAbove			168	
60	60	359/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	866		articStaccatoAbove				
60	60	177	0.25		0	0	Chord	3/4	2	1	1/16			1/16	1	867						
60	60	709/4	0.25		1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	868						
60	60	355/2	0.25		1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	869						
60	60	711/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	870						
60	60	178	0.25		1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	871						
60	60	713/4	0.25		5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	872						
60	60	357/2	0.25		3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	873						
60	60	715/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	874						
60	60	179	0.25		1/2	1/2	Chord	3/4	2	1	1/16			1/16	1	875						
60	60	717/4	0.25		9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	876						
60	60	359/2	0.25		5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	877						
60	60	719/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	878						
61	61	180	0.25		0	0	Chord	3/4	1	1	1/16			1/16	1	879					169	
