mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
92	92	365/2	365/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	580								71
92	92	183	183	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	581								71
92	92	367/2	367/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	582								
93	93	184	184	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	583								
93	93	184	184	1.5		0	0	Chord	2/4	1	2	3/8		1/4	3/2	584								
93	93	371/2	371/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	585								
93	93	369/2	369/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	586								72
93	93	185	185	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	587								72
93	93	371/2	371/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	588								72
94	94	186	186	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	589								
94	94	186	186	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	590								
94	94	373/2	373/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	591								
94	94	187	187	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	592								
94	94	375/2	375/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	593								
94	94	186	186	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	594								72, 73
94	94	373/2	373/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	595								72, 73
94	94	187	187	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	596								72, 73
94	94	375/2	375/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	597								
95	95	188	188	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	598								
95	95	377/2	377/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	599								
95	95	189	189	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	600								
95	95	379/2	379/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	601								
95	95	188	188	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	602								
95	95	379/2	379/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	603								
96	96	190	190	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	604								
96	96	381/2	381/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	605								
96	96	191	191	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	606								
96	96	190	190	1.5		0	0	Chord	2/4	1	2	3/8		1/4	3/2	607								
96	96	383/2	383/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	608								
96	96	190	190	1.5		0	0	Chord	2/4	2	1	3/8		1/4	3/2	609								
96	96	383/2	383/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	610								
97	97	192	192	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	611								
97	97	385/2	385/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	612								
97	97	193	193	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	613								
97	97	192	192	1.5		0	0	Chord	2/4	1	2	3/8		1/4	3/2	614								
97	97	387/2	387/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	615								
97	97	192	192	1.5		0	0	Chord	2/4	2	1	3/8		1/4	3/2	616								
97	97	387/2	387/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	617								
98	98	194	194	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	618								
98	98	389/2	389/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	619								
98	98	195	195	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	620								
98	98	391/2	391/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	621								
98	98	194	194	2.0		0	0	Chord	2/4	1	2	1/2		1/2	1	622								
98	98	194	194	1.5		0	0	Chord	2/4	2	1	3/8		1/4	3/2	623								
98	98	391/2	391/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	624								
99	99	196	196	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	625								
99	99	393/2	393/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	626								74
99	99	197	197	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	627								74
99	99	395/2	395/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	628								
99	99	196	196	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	629								
100	100	198	198	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	630								75
100	100	397/2	397/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	631								75
100	100	199	199	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	632								75
100	100	399/2	399/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	633								
100	100	198	198	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	634								
101	101	200	200	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	635								76
101	101	401/2	401/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	636								76
101	101	201	201	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	637								76
101	101	403/2	403/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	638								
101	101	200	200	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	639								
102	102	202	202	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	640								77
102	102	405/2	405/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	641								77
102	102	203	203	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	642								77
102	102	407/2	407/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	643								
102	102	202	202	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	644								
103	103	204	204	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	645								78
103	103	409/2	409/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	646								78
103	103	205	205	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	647								78
103	103	411/2	411/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	648								
103	103	204	204	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	649								
104	104	206	206	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	650								79
104	104	413/2	413/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	651								79
104	104	207	207	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	652								79
104	104	415/2	415/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	653								
104	104	206	206	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	654								
105	105	208	208	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	655								80
105	105	417/2	417/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	656								80
105	105	209	209	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	657								80
105	105	419/2	419/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	658								80
105	105	208	208	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	659								
106	106	210	210	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	660								80
106	106	421/2	421/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	661								80
106	106	211	211	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	662								80
106	106	423/2	423/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	663								
107	107	212	212	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	664								81
107	107	427/2	427/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	665								
107	107	212	212	0.0		0	0	Dynamic	2/4	1	2	0					p							
107	107	212	212	1.5		0	0	Chord	2/4	1	2	3/8		1/4	3/2	666								82
107	107	427/2	427/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	667								
107	107	425/2	425/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	668								83
107	107	213	213	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	669								83
107	107	427/2	427/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	670								
107	107	425/2	425/2	0.0		1/8	1/8	Dynamic	2/4	2	2	0					p							
107	107	425/2	425/2	1.5		1/8	1/8	Chord	2/4	2	2	3/8		1/4	3/2	671								
108	108	214	214	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	672								84
108	108	431/2	431/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	673								
108	108	214	214	2.0		0	0	Chord	2/4	1	2	1/2		1/2	1	674								
108	108	429/2	429/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	675								85
108	108	215	215	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	676								85
108	108	431/2	431/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	677								
108	108	429/2	429/2	1.5		1/8	1/8	Chord	2/4	2	2	3/8		1/4	3/2	678								
109	109	216	216	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	679								86
109	109	435/2	435/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	680								
109	109	216	216	2.0		0	0	Chord	2/4	1	2	1/2		1/2	1	681								
109	109	433/2	433/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	682								87
109	109	217	217	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	683								87
109	109	435/2	435/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	684								
110	110	218	218	0.0		0	0	Chord	2/4	1	1	0	appoggiatura	1/8	1	685								
110	110	218	218	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	686								
110	110	219	219	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	687								
110	110	218	218	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	688								
110	110	219	219	1.0		1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	689								
110	110	437/2	437/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	690								
110	110	219	219	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	691								
110	110	439/2	439/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	692								
111	111	220	220	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	693								88
111	111	443/2	443/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	694								
111	111	220	220	2.0		0	0	Chord	2/4	1	2	1/2		1/2	1	695								
111	111	441/2	441/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	696								
111	111	221	221	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	697								
111	111	443/2	443/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	698								
112	112	222	222	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	699								89
112	112	447/2	447/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	700								
112	112	222	222	2.0		0	0	Chord	2/4	1	2	1/2		1/2	1	701								
112	112	445/2	445/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	702								
112	112	223	223	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	703								
112	112	447/2	447/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	704								
113	113	224	224	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	705								90
113	113	451/2	451/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	706								
113	113	224	224	1.5		0	0	Chord	2/4	1	2	3/8		1/4	3/2	707								91
113	113	451/2	451/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	708								
113	113	449/2	449/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	709								
113	113	225	225	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	710								
113	113	451/2	451/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	711								
114	114	226	226	0.0		0	0	Chord	2/4	1	1	0	appoggiatura	1/8	1	712								
114	114	226	226	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	713								
114	114	227	227	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	714								
114	114	455/2	455/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	715								
114	114	226	226	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	716								
114	114	226	226	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	717								
114	114	227	227	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	718								
115	115	228	228	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	719								92
115	115	459/2	459/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	720								
115	115	228	228	1.5		0	0	Chord	2/4	1	2	3/8		1/4	3/2	721								93
115	115	459/2	459/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	722								
115	115	457/2	457/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	723								94
115	115	229	229	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	724								94
115	115	459/2	459/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	725								
115	115	457/2	457/2	1.5		1/8	1/8	Chord	2/4	2	2	3/8		1/4	3/2	726								
116	116	230	230	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	727								95
116	116	463/2	463/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	728								
116	116	230	230	2.0		0	0	Chord	2/4	1	2	1/2		1/2	1	729								
116	116	461/2	461/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	730								96
116	116	231	231	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	731								96
116	116	463/2	463/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	732								
116	116	461/2	461/2	1.5		1/8	1/8	Chord	2/4	2	2	3/8		1/4	3/2	733								
117	117	232	232	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	734								97
117	117	467/2	467/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	735								
117	117	232	232	2.0		0	0	Chord	2/4	1	2	1/2		1/2	1	736								
117	117	465/2	465/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	737								98
117	117	233	233	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	738								98
117	117	467/2	467/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	739								
118	118	234	234	0.0		0	0	Chord	2/4	1	1	0	appoggiatura	1/8	1	740								
118	118	234	234	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	741								
118	118	235	235	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	742								
118	118	234	234	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	743								
118	118	235	235	1.0		1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	744								
118	118	469/2	469/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	745								
118	118	235	235	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	746								
118	118	471/2	471/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	747								
119	119	236	236	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	748								99
119	119	475/2	475/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	749								
119	119	236	236	2.0		0	0	Chord	2/4	1	2	1/2		1/2	1	750								
119	119	473/2	473/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	751								
119	119	237	237	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	752								
119	119	475/2	475/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	753								
120	120	238	238	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	754								100
120	120	479/2	479/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	755								
120	120	238	238	2.0		0	0	Chord	2/4	1	2	1/2		1/2	1	756								
120	120	477/2	477/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	757								
120	120	239	239	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	758								
120	120	479/2	479/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	759								
121	121	240	240	0.0		0	0	Chord	2/4	1	1	0	appoggiatura	1/8	1	760								
121	121	240	240	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	761								
121	121	241	241	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	762								
121	121	483/2	483/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	763								
121	121	240	240	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	764								
121	121	241	241	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	765								
122	122	242	242	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	766								
122	122	485/2	485/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	767		articStaccatoAbove						
122	122	243	243	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	768		articStaccatoAbove						
122	122	487/2	487/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	769		articStaccatoAbove						
122	122	242	242	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	770								
123	123	244	244	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	771								
123	123	491/2	491/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	772								
123	123	244	244	0.0		0	0	Dynamic	2/4	1	2	0					f							
123	123	244	244	2.0		0	0	Chord	2/4	1	2	1/2		1/2	1	773								
123	123	489/2	489/2	0.0		1/8	1/8	Dynamic	2/4	2	1	0					f							
123	123	489/2	489/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	774								
123	123	245	245	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	775								
123	123	491/2	491/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	776								
124	124	246	246	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	777								
124	124	495/2	495/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	778								
124	124	493/2	493/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	779								
124	124	247	247	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	780								
124	124	495/2	495/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	781								
125	125	248	248	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	782								
125	125	499/2	499/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	783								
125	125	497/2	497/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	784								
125	125	249	249	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	785								
125	125	499/2	499/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	786								
126	126	250	250	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	787								
126	126	250	250	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	788								
126	126	251	251	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	789								
126	126	503/2	503/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	790								
126	126	250	250	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	791								
126	126	501/2	501/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	792								
126	126	251	251	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	793								
126	126	503/2	503/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	794								
127	127	252	252	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	795								
127	127	507/2	507/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	796								
127	127	252	252	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	797								
127	127	505/2	505/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	798								
127	127	253	253	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	799								
127	127	507/2	507/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	800								
128	128	254	254	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	801								
128	128	511/2	511/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	802								
128	128	254	254	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	803								
128	128	509/2	509/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	804								
128	128	255	255	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	805								
128	128	511/2	511/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	806								
129	129	256	256	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	807								
129	129	515/2	515/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	808								
129	129	256	256	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	809								
129	129	513/2	513/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	810								
129	129	257	257	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	811								
129	129	515/2	515/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	812								
130	130	258	258	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	813								
130	130	519/2	519/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	814								
130	130	258	258	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	815								
130	130	517/2	517/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	816								
130	130	259	259	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	817								
130	130	519/2	519/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	818								
131	131	260	260	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	819								
131	131	261	261	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	820								
131	131	523/2	523/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	821								
131	131	260	260	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	822								
131	131	521/2	521/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	823								
131	131	261	261	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	824								
131	131	523/2	523/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	825								
132	132	262	262	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	826								101
132	132	525/2	525/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	827								
132	132	263	263	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	828		articStaccatoAbove						
132	132	527/2	527/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	829		articStaccatoAbove						
132	132	262	262	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	830								
132	132	262	262	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	831								
132	132	263	263	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	832								
133	133	264	264	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	833								102
133	133	529/2	529/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	834								
133	133	265	265	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	835		articStaccatoBelow						
133	133	531/2	531/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	836		articStaccatoBelow						
133	133	264	264	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	837								
133	133	265	265	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	838								
134	134	266	266	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	839								
134	134	533/2	533/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	840								
134	134	267	267	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	841								
134	134	535/2	535/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	842								
134	134	266	266	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	843								
135	135	268	268	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	844								
135	135	539/2	539/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	845								
135	135	268	268	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	846								
135	135	537/2	537/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	847								
135	135	269	269	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	848								
135	135	539/2	539/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	849								
136	136	270	270	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	850								
136	136	543/2	543/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	851								
136	136	270	270	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	852								
136	136	541/2	541/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	853								
136	136	271	271	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	854								
136	136	543/2	543/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	855								
137	137	272	272	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	856								
137	137	547/2	547/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	857								
137	137	272	272	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	858								
137	137	545/2	545/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	859								
137	137	273	273	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	860								
137	137	547/2	547/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	861								
138	138	274	274	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	862								
138	138	551/2	551/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	863								
138	138	274	274	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	864								
138	138	549/2	549/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	865								
138	138	275	275	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	866								
138	138	551/2	551/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	867								
139	139	276	276	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	868								
139	139	277	277	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	869								
139	139	555/2	555/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	870								
139	139	276	276	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	871								
139	139	553/2	553/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	872								
139	139	277	277	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	873								
139	139	555/2	555/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	874								
140	140	278	278	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	875								103
140	140	557/2	557/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	876								
