mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_line
137	136	407	407	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1477										
137	136	1629/4	1629/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1478										
137	136	815/2	815/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1479										
137	136	1631/4	1631/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1480										
137	136	408	408	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	1481										
137	136	1633/4	1633/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1482										
137	136	817/2	817/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1483										
137	136	1635/4	1635/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1484										
137	136	409	409	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1485										
137	136	1637/4	1637/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1486										
137	136	813/2	813/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1487										
137	136	407	407	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1488										
137	136	815/2	815/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1489										
137	136	408	408	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1490										
137	136	817/2	817/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1491										
137	136	409	409	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1492										
138	137	819/2	819/2	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	1493									96	
138	137	1639/4	1639/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1494									96	
138	137	410	410	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1495									96	
138	137	1641/4	1641/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1496									96	
138	137	821/2	821/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1497									96	
138	137	1643/4	1643/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1498									96	
138	137	411	411	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	1499									96	
138	137	1645/4	1645/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1500									96	
138	137	823/2	823/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1501									96	
138	137	1647/4	1647/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1502									96	
138	137	412	412	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1503									96	
138	137	1649/4	1649/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1504										
138	137	819/2	819/2	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	1505										
139	138	825/2	825/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1506									97	
139	138	414	414	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1507										
139	138	413	413	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1508										
139	138	827/2	827/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1509										
139	138	414	414	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	1510										
139	138	1657/4	1657/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	1511										
139	138	829/2	829/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	1512										
139	138	1659/4	1659/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	1513										
139	138	415	415	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	1514										
139	138	1661/4	1661/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	1515										
140	139	416	416	0.0	1/8	1/8	Dynamic	6/8	1	1	0					p									
140	139	416	416	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1516		articStaccatoAbove							98	
140	139	833/2	833/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1517		articStaccatoAbove							98	
140	139	417	417	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1518		articStaccatoAbove							98	
140	139	835/2	835/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1519		articStaccatoAbove							98	
140	139	418	418	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1520		articStaccatoAbove								
140	139	831/2	831/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	1521										
141	140	837/2	837/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1522									99	
141	140	420	420	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1523										
141	140	419	419	0.0	1/8	1/8	Dynamic	6/8	2	1	0					p									
141	140	419	419	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1524										
141	140	839/2	839/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1525										
141	140	420	420	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1526										
141	140	841/2	841/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1527										
141	140	421	421	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1528										
142	141	422	422	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1529		articStaccatoBelow								
142	141	845/2	845/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1530		articStaccatoBelow								
142	141	423	423	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1531		articStaccatoAbove								
142	141	847/2	847/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1532		articStaccatoAbove								
142	141	424	424	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1533		articStaccatoAbove								
142	141	843/2	843/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	1534										
143	142	849/2	849/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1535									100	
143	142	426	426	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1536										
143	142	425	425	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1537										
143	142	851/2	851/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1538										
143	142	426	426	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1539										
143	142	853/2	853/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1540										
143	142	427	427	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1541										
144	143	428	428	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1542										
144	143	1713/4	1713/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1543										
144	143	857/2	857/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1544										
144	143	1715/4	1715/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1545										
144	143	429	429	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1546										
144	143	859/2	859/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1547										
144	143	1719/4	1719/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1548										
144	143	430	430	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1549										
144	143	1721/4	1721/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1550										
144	143	855/2	855/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1551										
144	143	429	429	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1552										
145	144	861/2	861/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1553										
145	144	431	431	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1554										
145	144	1725/4	1725/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1555										
145	144	863/2	863/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1556										
145	144	1727/4	1727/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1557										
145	144	432	432	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1558										
145	144	865/2	865/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1559										
145	144	1731/4	1731/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1560										
145	144	433	433	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1561										
145	144	1733/4	1733/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1562										
145	144	861/2	861/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1563										
145	144	432	432	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1564										
146	145	867/2	867/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1565									101	
146	145	434	434	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1566									101	
146	145	869/2	869/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1567									101	
146	145	435	435	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1568										
146	145	871/2	871/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1569		articStaccatoAbove								
146	145	436	436	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1570		articStaccatoAbove								
146	145	867/2	867/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1571									102	
146	145	434	434	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1572									102	
146	145	869/2	869/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1573									102	
146	145	435	435	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1574										
146	145	871/2	871/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1575		articStaccatoBelow								
146	145	436	436	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1576		articStaccatoBelow								
147	146	873/2	873/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1577									103	
147	146	438	438	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1578										
147	146	437	437	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1579										
147	146	875/2	875/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1580										
147	146	438	438	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	1581										
147	146	1753/4	1753/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	1582										
147	146	877/2	877/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	1583										
147	146	1755/4	1755/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	1584										
147	146	439	439	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	1585										
147	146	1757/4	1757/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	1586										
148	147	440	440	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1587										
148	147	881/2	881/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1588										
148	147	441	441	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1589		ornamentTrill							104	
148	147	883/2	883/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1590										
148	147	442	442	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1591		articStaccatoAbove								
148	147	879/2	879/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	1592										
149	148	885/2	885/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1593									105	
149	148	444	444	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1594										
149	148	443	443	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1595										
149	148	887/2	887/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1596										
149	148	444	444	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1597										
149	148	889/2	889/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1598										
149	148	445	445	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1599										
150	149	1783/4	1783/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1600									106	
150	149	446	446	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1601									106	
150	149	1785/4	1785/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1602									106	
150	149	893/2	893/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1603									106	
150	149	1787/4	1787/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1604										
150	149	447	447	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	1605									107	
150	149	1789/4	1789/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1606									107	
150	149	895/2	895/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1607									107	
150	149	1791/4	1791/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1608									107	
150	149	448	448	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1609										
150	149	1793/4	1793/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1610		articStaccatoAbove								
150	149	891/2	891/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	1611										
151	150	897/2	897/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1612										
151	150	899/2	899/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1613									108	
151	150	1799/4	1799/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1614									108	
151	150	450	450	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1615										
151	150	449	449	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1616										
151	150	899/2	899/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1617										
151	150	450	450	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1618										
151	150	901/2	901/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1619										
151	150	451	451	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1620										
152	151	452	452	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1621										
152	151	1809/4	1809/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1622										
152	151	905/2	905/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1623										
152	151	1811/4	1811/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1624										
152	151	453	453	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1625										
152	151	907/2	907/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1626										
152	151	1815/4	1815/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1627										
152	151	454	454	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1628										
152	151	1817/4	1817/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1629										
152	151	903/2	903/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1630										
152	151	453	453	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1631										
153	152	909/2	909/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1632										
153	152	455	455	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1633										
153	152	1821/4	1821/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1634										
153	152	911/2	911/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1635										
153	152	1823/4	1823/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1636										
153	152	456	456	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1637										
153	152	913/2	913/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1638										
153	152	1827/4	1827/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1639										
153	152	457	457	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1640										
153	152	1829/4	1829/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1641										
153	152	909/2	909/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1642										
153	152	456	456	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1643										
154	153	915/2	915/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1644									109	
154	153	458	458	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1645									109	
154	153	917/2	917/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1646									109	
154	153	459	459	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1647									109	
154	153	919/2	919/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1648										
154	153	460	460	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1649		ornamentTrill								
154	153	915/2	915/2	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	1650										
155	154	921/2	921/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1651										
155	154	923/2	923/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1652									110	
155	154	1847/4	1847/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1653									110	
155	154	462	462	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1654										
155	154	463	463	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1655									111	
155	154	1853/4	1853/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1656									111	
155	154	921/2	921/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1657										
155	154	923/2	923/2	0.0	1/4	1/4	Dynamic	6/8	2	1	0					f									
155	154	923/2	923/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	1658									112	
155	154	1847/4	1847/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	1659									112	
155	154	462	462	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1660										
155	154	463	463	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	1661									113	
155	154	1853/4	1853/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	1662									113	
156	155	927/2	927/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1663										
156	155	929/2	929/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1664									114	
156	155	1859/4	1859/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1665									114	
156	155	465	465	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1666										
156	155	466	466	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1667									115	
156	155	1865/4	1865/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1668									115	
156	155	927/2	927/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1669										
156	155	929/2	929/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	1670									116	
156	155	1859/4	1859/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	1671									116	
156	155	465	465	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1672										
156	155	466	466	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	1673									117	
156	155	1865/4	1865/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	1674									117	
157	156	933/2	933/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1675										
157	156	933/2	933/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1676										
158	157	939/2	939/2	0.0	0	0	Dynamic	6/8	1	1	0					p									
158	157	939/2	939/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1677										
158	157	941/2	941/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1678									118	
158	157	1883/4	1883/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1679										
158	157	471	471	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1680									119	
158	157	472	472	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1681										
158	157	471	471	0.0	3/8	3/8	Dynamic	6/8	2	1	0					p									
158	157	471	471	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1682										
159	158	945/2	945/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1683		articStaccatoAbove								
159	158	473	473	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1684		articStaccatoAbove								
159	158	947/2	947/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1685		articStaccatoAbove								
159	158	474	474	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1686		articStaccatoAbove								
159	158	949/2	949/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1687		articStaccatoAbove								
159	158	475	475	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1688		articStaccatoAbove								
159	158	945/2	945/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1689										
160	159	951/2	951/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1690									120	
160	159	953/2	953/2	0.0	1/4	1/4	Chord	6/8	1	1	0	grace32	1/32	1	1691										
160	159	953/2	953/2	0.0	1/4	1/4	Chord	6/8	1	1	0	grace32	1/32	1	1692										
160	159	953/2	953/2	0.0	1/4	1/4	Chord	6/8	1	1	0	grace32	1/32	1	1693										
160	159	953/2	953/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1694										
160	159	1907/4	1907/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1695										
160	159	477	477	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1696									121	
160	159	478	478	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1697										
160	159	477	477	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1698										
161	160	957/2	957/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1699		articStaccatoAbove								
161	160	479	479	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1700		articStaccatoAbove								
161	160	959/2	959/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1701		articStaccatoAbove								
161	160	480	480	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1702		articStaccatoAbove								
161	160	961/2	961/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1703		articStaccatoAbove								
161	160	481	481	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1704		articStaccatoAbove								
161	160	957/2	957/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1705										
162	161	963/2	963/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1706									122	
162	161	965/2	965/2	0.0	1/4	1/4	Chord	6/8	1	1	0	grace32	1/32	1	1707										
162	161	965/2	965/2	0.0	1/4	1/4	Chord	6/8	1	1	0	grace32	1/32	1	1708										
162	161	965/2	965/2	0.0	1/4	1/4	Chord	6/8	1	1	0	grace32	1/32	1	1709										
162	161	965/2	965/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1710										
162	161	1931/4	1931/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1711										
162	161	483	483	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1712									123	
162	161	484	484	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1713										
162	161	483	483	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1714										
163	162	969/2	969/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1715		articStaccatoAbove								
163	162	485	485	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1716		articStaccatoAbove								
163	162	971/2	971/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1717		articStaccatoAbove								
163	162	486	486	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1718		articStaccatoAbove								
163	162	973/2	973/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1719		articStaccatoAbove								
163	162	487	487	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1720		articStaccatoAbove								
163	162	969/2	969/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1721										
164	163	975/2	975/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1722										
164	163	977/2	977/2	0.0	1/4	1/4	Chord	6/8	1	1	0	grace32	1/32	1	1723										
164	163	977/2	977/2	0.0	1/4	1/4	Chord	6/8	1	1	0	grace32	1/32	1	1724										
164	163	977/2	977/2	0.0	1/4	1/4	Chord	6/8	1	1	0	grace32	1/32	1	1725										
164	163	977/2	977/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1726									124	
164	163	1955/4	1955/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1727										
164	163	489	489	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1728									125	
164	163	490	490	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1729										
164	163	489	489	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1730										
165	164	981/2	981/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1731		articStaccatoAbove								
165	164	491	491	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1732		articStaccatoAbove								
165	164	983/2	983/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1733		articStaccatoAbove								
165	164	492	492	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1734		articStaccatoAbove								
165	164	985/2	985/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1735		articStaccatoAbove								
165	164	493	493	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1736		articStaccatoAbove								
165	164	981/2	981/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1737		articStaccatoBelow								
166	165	987/2	987/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1738										
166	165	989/2	989/2	0.0	1/4	1/4	Chord	6/8	1	1	0	grace32	1/32	1	1739										
166	165	989/2	989/2	0.0	1/4	1/4	Chord	6/8	1	1	0	grace32	1/32	1	1740										
166	165	989/2	989/2	0.0	1/4	1/4	Chord	6/8	1	1	0	grace32	1/32	1	1741										
166	165	989/2	989/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1742									126	
166	165	1979/4	1979/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1743										
166	165	495	495	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1744									127	
166	165	496	496	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1745										
166	165	495	495	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1746										
