mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill	crescendo_line
76	75	297/2	301/2	0.0		1/8	1/8	Chord	2/4	1	1	0	grace32	1/32	1	813									161		
76	75	297/2	301/2	0.0		1/8	1/8	Chord	2/4	1	1	0	grace32	1/32	1	814									161		
76	75	297/2	301/2	0.0		1/8	1/8	Chord	2/4	1	1	0	grace32	1/32	1	815									161		
76	75	297/2	301/2	0.375		1/8	1/8	Chord	2/4	1	1	3/32		1/16	3/2	816									161		
76	75	1191/8	1207/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	817											
76	75	149	151	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	818											
76	75	597/4	605/4	0.5		5/16	5/16	Chord	2/4	1	1	1/8		1/8	1	819									162		
76	75	599/4	607/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	820									162		
76	75	148	150	0.0		0	0	Dynamic	2/4	2	1	0					p										
76	75	148	150	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	821											
76	75	149	151	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	822											
76	75	148	150	0.5		0	0	Chord	2/4	2	2	1/8		1/8	1	823									163		
76	75	297/2	301/2	0.375		1/8	1/8	Chord	2/4	2	2	3/32		1/16	3/2	824									163		
76	75	1191/8	1207/8	0.125		7/32	7/32	Chord	2/4	2	2	1/32		1/32	1	825											
76	75	149	151	0.5		1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	826									164		
76	75	299/2	303/2	0.5		3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	827											
77	76	150	152	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	828									162		
77	76	601/4	609/4	0.5		1/16	1/16	Chord	2/4	1	1	1/8		1/8	1	829									162		
77	76	603/4	611/4	0.0		3/16	3/16	Chord	2/4	1	1	0	grace32	1/32	1	830											
77	76	603/4	611/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	831											
77	76	151	153	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	832									165		
77	76	303/2	307/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	833											
77	76	150	152	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	834											
77	76	151	153	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	835											
77	76	150	152	0.5		0	0	Chord	2/4	2	2	1/8		1/8	1	836									166		
77	76	301/2	305/2	0.5		1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	837											
77	76	151	153	1.0		1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	838											
78	77	152	154	0.0		0	0	Dynamic	2/4	1	1	0					f										
78	77	152	154	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	839		articStaccatoBelow									
78	77	305/2	309/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	840		articStaccatoBelow									
78	77	153	155	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	841		articStaccatoAbove									
78	77	615/4	623/4	0.0		7/16	7/16	Dynamic	2/4	1	1	0					p										
78	77	615/4	623/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	842											
78	77	152	154	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	843		articStaccatoAbove									
78	77	305/2	309/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	844		articStaccatoAbove									
78	77	153	155	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	845		articStaccatoAbove									
78	77	615/4	623/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	846											
79	78	154	156	0.0		0	0	Chord	2/4	1	1	0	grace32	1/32	1	847											
79	78	154	156	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	848											
79	78	617/4	625/4	0.125		1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	849											
79	78	1235/8	1251/8	0.125		3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	850											
79	78	309/2	313/2	0.0		1/8	1/8	Chord	2/4	1	1	0	grace32	1/32	1	851											
79	78	309/2	313/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	852											
79	78	619/4	627/4	0.125		3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	853											
79	78	1239/8	1255/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	854											
79	78	155	157	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	855									167		
79	78	311/2	315/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	856											
79	78	154	156	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	857											
79	78	155	157	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	858											
79	78	154	156	0.5		0	0	Chord	2/4	2	2	1/8		1/8	1	859									168		
79	78	309/2	313/2	0.5		1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	860											
79	78	155	157	1.0		1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	861											
80	79	156	158	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	862									169		
80	79	625/4	633/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	863									169		
80	79	313/2	317/2	0.0		1/8	1/8	Chord	2/4	1	1	0	grace32	1/32	1	864									169		
80	79	313/2	317/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	865									169		
80	79	627/4	635/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	866											
80	79	157	159	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	867									170		
80	79	629/4	637/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	868											
80	79	631/4	639/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	869									171		
80	79	1263/8	1279/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	870											
80	79	156	158	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	871											
80	79	157	159	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	872											
80	79	315/2	319/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	873											
80	79	156	158	0.5		0	0	Chord	2/4	2	2	1/8		1/8	1	874									172		
80	79	313/2	317/2	0.25		1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	875									172		
80	79	627/4	635/4	0.25		3/16	3/16	Chord	2/4	2	2	1/16		1/16	1	876											
81	80	633/4	641/4	0.125		1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	877									173		
81	80	1267/8	1283/8	0.125		3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	878											
81	80	635/4	643/4	0.125		3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	879									174		
81	80	1271/8	1287/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	880											
81	80	159	161	0.375		1/4	1/4	Chord	2/4	1	1	3/32		1/16	3/2	881									175		
81	80	1275/8	1291/8	0.0625		11/32	11/32	Chord	2/4	1	1	1/64		1/64	1	882									175		
81	80	2551/16	2583/16	0.0625		23/64	23/64	Chord	2/4	1	1	1/64		1/64	1	883									175		
81	80	319/2	323/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	884											
81	80	158	160	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	885											
81	80	317/2	321/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	886											
81	80	159	161	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	887											
82	81	160	162	0.0		0	0	Dynamic	2/4	1	1	0					f										
82	81	160	162	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	888		articStaccatoBelow									
82	81	321/2	325/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	889		articStaccatoBelow									
82	81	161	163	0.375		1/4	1/4	Chord	2/4	1	1	3/32		1/16	3/2	890									176		
82	81	1291/8	1307/8	0.0		11/32	11/32	Chord	2/4	1	1	0	grace32	1/32	1	891									176		
82	81	1291/8	1307/8	0.0		11/32	11/32	Chord	2/4	1	1	0	grace32	1/32	1	892									176		
82	81	1291/8	1307/8	0.0		11/32	11/32	Chord	2/4	1	1	0	grace32	1/32	1	893									176		
82	81	1291/8	1307/8	0.0		11/32	11/32	Chord	2/4	1	1	0	grace32	1/32	1	894									176		
82	81	1291/8	1307/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	895									176		
82	81	323/2	327/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	896											
82	81	647/4	655/4	0.0		7/16	7/16	Dynamic	2/4	1	1	0					p										
82	81	647/4	655/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	897		articStaccatoAbove									
82	81	160	162	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	898		articStaccatoAbove									
82	81	321/2	325/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	899		articStaccatoAbove									
82	81	161	163	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	900											
82	81	647/4	655/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	901											
83	82	162	164	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	902									177		
83	82	325/2	329/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	903		ornamentTrill									
83	82	163	165	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	904											
83	82	162	164	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	905									178		
83	82	325/2	329/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	906											
83	82	163	165	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	907											
83	82	653/4	661/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	908											
83	82	327/2	331/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	909											
83	82	655/4	663/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	910											
83	82	162	164	1.0		0	0	Chord	2/4	2	2	1/4		1/4	1	911											
83	82	163	165	1.0		1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	912											
84	83	164	166	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	913											
84	83	165	167	0.0		1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	1	914											
84	83	165	167	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	915											
84	83	331/2	335/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	916											
84	83	663/4	671/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	917											
84	83	164	166	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	918									179		
84	83	657/4	665/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	919									179		
84	83	329/2	333/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	920									179		
84	83	659/4	667/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	921											
84	83	165	167	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	922									180		
84	83	661/4	669/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	923									180		
84	83	331/2	335/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	924									180		
84	83	663/4	671/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	925											
84	83	164	166	1.0		0	0	Chord	2/4	2	2	1/4		1/4	1	926											
84	83	165	167	1.0		1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	927											
85	84	166	168	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	928											
85	84	167	169	0.75		1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	929											
85	84	671/4	679/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	930		ornamentTrill									
85	84	166	168	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	931									181		
85	84	665/4	673/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	932									181		
85	84	333/2	337/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	933									181		
85	84	667/4	675/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	934											
85	84	167	169	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	935									182		
85	84	669/4	677/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	936									182		
85	84	335/2	339/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	937									182		
85	84	671/4	679/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	938											
85	84	166	168	1.0		0	0	Chord	2/4	2	2	1/4		1/4	1	939											
85	84	167	169	1.0		1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	940											
86	85	168	170	0.0		0	0	Chord	2/4	1	1	0	grace16	1/16	1	941											
86	85	168	170	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	942											
86	85	337/2	341/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	943											
86	85	169	171	0.0		1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	1	944											
86	85	169	171	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	945											
86	85	339/2	343/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	946											
86	85	679/4	687/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	947											
86	85	168	170	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	948									183		
86	85	673/4	681/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	949									183		
86	85	337/2	341/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	950									183		
86	85	675/4	683/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	951											
86	85	169	171	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	952									184		
86	85	677/4	685/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	953									184		
86	85	339/2	343/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	954									184		
86	85	679/4	687/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	955											
86	85	168	170	1.0		0	0	Chord	2/4	2	2	1/4		1/4	1	956											
86	85	169	171	1.0		1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	957											
87	86	170	172	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	958											
87	86	171	173	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	959											
87	86	170	172	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	960											
87	86	681/4	689/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	961									185		
87	86	341/2	345/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	962									185		
87	86	683/4	691/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	963											
87	86	171	173	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	964											
87	86	685/4	693/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	965									186		
87	86	343/2	347/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	966									186		
87	86	687/4	695/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	967											
87	86	170	172	1.0		0	0	Chord	2/4	2	2	1/4		1/4	1	968											
87	86	171	173	1.0		1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	969											
88	87	172	174	0.0		0	0	Spanner	2/4	1	1	0															0
88	87	172	174	0.0		0	0	Chord	2/4	1	1	0	grace16	1/16	1	970											0
88	87	172	174	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	971											0
88	87	173	175	0.0		1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	1	972											0
88	87	173	175	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	973											0
88	87	347/2	351/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	974											0
88	87	695/4	703/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	975											0
88	87	172	174	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	976											
88	87	689/4	697/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	977									187		
88	87	345/2	349/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	978									187		
88	87	691/4	699/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	979											
88	87	173	175	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	980											
88	87	693/4	701/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	981									188		
88	87	347/2	351/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	982									188		
88	87	695/4	703/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	983											
88	87	172	174	1.0		0	0	Chord	2/4	2	2	1/4		1/4	1	984											
88	87	173	175	1.0		1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	985											
89	88	174	176	0.0		0	0	Spanner	2/4	1	1	0															
89	88	174	176	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	986											
89	88	175	177	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	987											
89	88	351/2	355/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	988											
89	88	174	176	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	989											
89	88	697/4	705/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	990									189		
89	88	349/2	353/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	991									189		
89	88	699/4	707/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	992											
89	88	175	177	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	993											
89	88	701/4	709/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	994									190		
89	88	351/2	355/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	995									190		
89	88	703/4	711/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	996											
89	88	174	176	1.0		0	0	Chord	2/4	2	2	1/4		1/4	1	997											
89	88	175	177	1.0		1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	998											
90	89	176	178	0.0		0	0	Dynamic	2/4	1	1	0					f										
90	89	176	178	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	999									191		
90	89	705/4	713/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1000											
90	89	353/2	357/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1001		articStaccatoAbove									
90	89	707/4	715/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1002		articStaccatoAbove									
90	89	177	179	0.0		1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	1	1003											
90	89	177	179	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1004											
90	89	355/2	359/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1005											
90	89	711/4	719/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1006											
90	89	176	178	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1007											
90	89	705/4	713/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1008									192		
90	89	353/2	357/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1009									192		
90	89	707/4	715/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1010											
90	89	177	179	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1011											
90	89	709/4	717/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1012									193		
90	89	355/2	359/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1013									193		
90	89	711/4	719/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1014											
90	89	176	178	1.0		0	0	Chord	2/4	2	2	1/4		1/4	1	1015											
90	89	177	179	1.0		1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	1016											
91	90	178	180	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1017											
91	90	179	181	0.0		1/4	1/4	Dynamic	2/4	1	1	0					p										
91	90	179	181	0.0		1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	1	1018											
91	90	179	181	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1019											
91	90	359/2	363/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1020									194		
91	90	719/4	727/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1021											
91	90	178	180	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1022											
91	90	713/4	721/4	0.0		1/16	1/16	Dynamic	2/4	2	1	0					p										
91	90	713/4	721/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1023											
91	90	357/2	361/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1024											
91	90	715/4	723/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1025											
91	90	179	181	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1026											
91	90	717/4	725/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1027											
91	90	359/2	363/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1028											
91	90	719/4	727/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1029											
92	91	180	182	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1030									195		
92	91	721/4	729/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1031									195		
92	91	361/2	365/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1032											
92	91	181	183	0.0		1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	1	1033											
92	91	181	183	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1034											
92	91	363/2	367/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1035											
92	91	727/4	735/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1036											
92	91	180	182	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1037											
92	91	721/4	729/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1038											
92	91	361/2	365/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1039											
92	91	723/4	731/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1040											
92	91	181	183	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1041											
92	91	725/4	733/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1042											
92	91	363/2	367/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1043											
92	91	727/4	735/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1044											
93	92	182	184	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1045									196		
93	92	729/4	737/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1046											
93	92	365/2	369/2	0.0		1/8	1/8	Dynamic	2/4	1	1	0					pp										
93	92	365/2	369/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1047		articStaccatoAbove									
93	92	731/4	739/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1048		articStaccatoAbove									
93	92	183	185	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1049									197		
93	92	733/4	741/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1050											
93	92	367/2	371/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1051		articStaccatoAbove									
93	92	735/4	743/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1052		articStaccatoAbove									
93	92	182	184	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1053											
93	92	365/2	369/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1054											
93	92	183	185	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1055											
93	92	367/2	371/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1056											
94	93	184	186	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1057									198		
94	93	185	187	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1058											
94	93	184	186	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1059											
94	93	185	187	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1060											
